Data Ora,590 [°C],590 [m/s],789 [°C],789 [m/s],154 [°C],154 [m/s],348 [°C],348 [m/s],261 [°C],261 [m/s],..........
05.12.2022 10:53:05,7.8,0.33,7.8,0.32,7.8,0.38,7.8,0.85,7.7,0.56,
05.12.2022 10:53:06,7.8,0.32,7.8,0.64,7.9,0.11,7.8,0.98,7.7,0.84,
05.12.2022 10:53:07,7.8,0.12,7.8,0.15,7.9,0.16,7.8,0.44,7.7,0.58,
05.12.2022 10:53:08,7.8,0.17,7.8,0.12,7.9,0.17,7.8,0.46,7.8,0.21,
05.12.2022 10:53:09,7.8,0.36,7.8,0.18,7.9,0.36,7.8,0.30,7.8,0.18,
05.12.2022 10:53:10,-1,-1,7.8,0.34,7.9,0.32,7.8,0.65,7.8,0.27,..
05.12.2022 10:53:11,7.8,0.97,7.8,0.29,7.9,0.47,7.8,0.64,7.8,0.34,
05.12.2022 10:53:12,7.8,-1,7.8,0.40,7.9,0.78,7.8,0.66,7.8,0.42,.
05.12.2022 10:53:13,7.8,1.27,7.8,0.62,7.9,0.86,7.8,0.85,7.8,0.66,
05.12.2022 10:53:14,-1,-1,7.8,0.92,7.9,1.02,7.8,0.96,7.8,0.82,..
05.12.2022 10:53:15,7.8,0.73,7.8,0.65,7.9,0.49,7.8,1.20,7.7,1.04,
05.12.2022 10:53:16,7.8,0.55,7.8,0.37,7.9,0.52,7.8,0.83,7.8,0.89,
05.12.2022 10:53:17,7.8,-1,7.8,0.76,7.9,0.88,7.8,0.82,7.8,0.78,.
05.12.2022 10:53:18,7.8,0.63,7.8,0.45,7.9,0.55,7.8,0.59,7.8,0.84,
05.12.2022 10:53:19,7.8,0.48,7.8,0.43,7.9,0.50,7.8,0.66,7.8,0.61,
05.12.2022 10:53:20,7.8,0.29,7.8,0.30,7.9,0.21,7.8,0.40,7.8,0.48,
05.12.2022 10:53:21,7.8,-1,7.8,0.22,7.9,0.19,7.9,0.42,7.8,0.40,.
05.12.2022 10:53:22,7.8,0.36,7.8,0.19,7.9,0.18,7.9,0.22,7.8,0.20,
05.12.2022 10:53:23,7.8,0.47,7.8,0.18,7.9,0.20,7.9,0.24,7.8,0.19,
05.12.2022 10:53:24,7.8,0.96,7.8,0.23,7.9,0.56,7.9,0.34,7.8,0.21,
05.12.2022 10:53:25,7.8,1.49,7.8,1.18,7.9,1.22,7.9,0.76,7.8,0.41,
05.12.2022 10:53:26,7.8,1.81,7.8,1.14,7.9,1.42,7.9,1.21,7.8,0.86,
05.12.2022 10:53:27,7.8,2.16,7.8,1.64,7.8,1.72,7.8,1.38,7.8,1.01,
05.12.2022 10:53:28,7.7,-1,7.8,1.80,7.8,1.67,7.8,1.54,7.8,1.20,.
05.12.2022 10:53:29,7.7,1.81,7.7,1.72,7.8,1.57,7.8,1.83,7.8,1.43,
05.12.2022 10:53:30,7.7,1.58,7.7,1.63,7.8,1.37,7.8,2.04,7.7,1.80,
05.12.2022 10:53:31,7.7,1.76,7.7,1.57,7.8,1.45,7.7,1.89,7.7,1.68,
05.12.2022 10:53:32,7.7,1.34,7.7,1.53,7.8,1.21,7.7,1.59,7.7,1.52,
05.12.2022 10:53:33,7.7,1.11,7.7,1.21,7.8,0.98,7.8,1.45,7.7,1.15,
05.12.2022 10:53:34,7.7,0.86,7.7,1.01,7.8,0.85,7.8,1.26,7.7,0.83,
05.12.2022 10:53:35,7.8,0.89,7.7,0.96,7.8,0.79,7.8,1.08,7.7,0.66,
05.12.2022 10:53:36,7.8,-1,7.7,0.86,7.8,0.52,7.8,0.88,7.7,0.67,.
05.12.2022 10:53:37,7.8,0.20,7.7,0.87,7.9,0.41,7.8,0.37,7.7,0.65,
05.12.2022 10:53:38,7.8,0.68,7.7,0.61,7.9,0.32,7.8,0.76,7.7,0.98,
05.12.2022 10:53:39,7.8,0.98,7.7,0.61,7.9,0.54,7.8,0.55,7.7,1.01,
05.12.2022 10:53:40,7.8,0.68,7.7,0.86,7.8,0.80,7.8,0.93,7.7,0.77,
05.12.2022 10:53:41,7.8,1.00,7.7,0.83,7.8,0.93,7.8,1.04,7.7,1.05,
05.12.2022 10:53:42,7.8,-1,7.7,0.93,7.8,0.96,7.8,0.97,7.7,0.99,.
05.12.2022 10:53:43,7.7,1.40,7.7,0.81,7.8,0.85,7.8,1.09,7.7,0.86,
05.12.2022 10:53:44,7.7,1.47,7.7,0.97,7.8,0.85,7.8,1.15,7.7,1.13,
05.12.2022 10:53:45,7.7,1.38,7.7,0.92,7.8,0.91,7.8,1.14,7.7,0.97,
05.12.2022 10:53:46,7.7,1.30,7.7,0.97,7.8,0.90,7.8,0.93,7.7,0.72,
05.12.2022 10:53:47,7.7,1.59,7.7,1.05,7.8,1.22,7.8,0.86,7.7,0.79,
05.12.2022 10:53:48,7.7,1.72,7.7,1.21,7.8,1.28,7.8,0.72,7.7,0.57,
05.12.2022 10:53:49,7.7,1.55,7.7,1.06,7.8,1.10,7.8,0.80,7.7,0.51,
05.12.2022 10:53:50,7.7,1.42,7.7,0.98,7.8,1.02,7.8,0.81,7.7,0.57,
05.12.2022 10:53:51,7.7,1.48,7.7,0.81,7.8,0.96,7.8,0.85,7.7,0.55,
05.12.2022 10:53:52,7.7,1.33,7.7,0.81,7.8,0.88,7.8,0.94,7.7,0.51,
05.12.2022 10:53:53,7.7,-1,7.7,0.83,7.8,0.87,7.8,0.91,7.7,0.63,.
05.12.2022 10:53:54,7.7,1.16,7.7,0.80,7.8,0.89,7.8,0.93,7.7,0.77,
05.12.2022 10:53:55,7.7,1.03,7.7,1.01,7.8,0.90,7.8,0.85,7.7,0.68,
05.12.2022 10:53:56,7.7,0.94,7.7,0.96,7.8,0.91,7.8,0.91,7.7,0.79,
05.12.2022 10:53:57,7.7,1.02,7.7,1.02,7.8,0.86,7.8,1.06,7.7,0.85,
05.12.2022 10:53:58,7.7,1.00,7.7,1.15,7.8,0.99,7.7,1.10,7.7,0.92,
05.12.2022 10:53:59,7.7,1.14,7.7,1.32,7.8,0.98,7.7,0.98,7.7,0.72,
05.12.2022 10:54:00,7.7,1.15,7.7,1.05,7.8,0.93,7.7,1.25,7.7,0.86,
05.12.2022 10:54:01,7.7,-1,7.7,0.83,7.8,0.97,7.7,1.13,7.7,1.14,.
05.12.2022 10:54:02,7.7,1.37,7.7,0.96,7.8,1.02,7.7,1.16,7.7,1.09,
05.12.2022 10:54:03,7.7,1.39,7.7,1.01,7.8,1.07,7.7,1.22,7.7,1.08,
05.12.2022 10:54:04,7.7,-1,7.7,1.10,7.8,1.18,7.7,1.21,7.7,1.07,.
05.12.2022 10:54:05,7.7,1.35,7.7,1.17,7.8,1.07,7.7,1.27,7.7,1.11,
05.12.2022 10:54:06,7.7,1.34,7.7,1.10,7.8,0.99,7.7,1.27,7.7,1.11,
05.12.2022 10:54:07,7.7,1.32,7.7,1.03,7.8,1.06,7.7,1.16,7.7,0.91,
05.12.2022 10:54:08,7.7,1.36,7.7,1.01,7.8,1.02,7.7,0.92,7.7,0.90,
05.12.2022 10:54:09,7.7,1.30,7.7,0.93,7.8,1.10,7.7,0.99,7.7,0.69,
05.12.2022 10:54:10,7.7,1.34,7.7,1.04,7.8,1.04,7.7,1.22,7.7,0.81,
05.12.2022 10:54:11,7.7,1.35,7.7,1.16,7.8,1.06,7.7,1.46,7.7,1.01,
05.12.2022 10:54:12,7.7,2.22,7.7,0.71,7.8,1.55,7.8,1.24,7.7,1.16,
05.12.2022 10:54:13,7.7,2.18,7.7,1.32,7.8,1.77,7.8,0.98,7.7,0.94,
05.12.2022 10:54:14,7.7,2.16,7.7,1.04,7.8,1.80,7.8,-1,7.7,1.16,.
05.12.2022 10:54:15,7.7,1.69,7.7,1.61,7.8,1.50,7.8,1.40,7.7,1.43,
05.12.2022 10:54:16,7.7,1.54,7.7,0.71,7.8,1.41,7.7,1.57,7.7,1.46,
05.12.2022 10:54:17,7.7,1.39,7.7,0.79,7.8,1.23,7.7,1.48,7.7,0.79,
05.12.2022 10:54:18,7.7,1.03,7.8,0.61,7.8,0.84,7.8,0.91,7.7,0.81,
05.12.2022 10:54:19,7.7,0.68,7.8,0.43,7.8,0.62,7.8,0.61,7.7,0.39,
05.12.2022 10:54:20,7.7,1.04,7.8,0.45,7.8,0.56,7.8,0.49,7.7,0.38,
05.12.2022 10:54:21,7.7,1.33,7.8,0.56,7.8,0.57,7.8,0.64,7.7,0.41,
05.12.2022 10:54:22,7.7,1.37,7.8,0.57,7.8,0.56,7.8,0.52,7.8,0.44,
05.12.2022 10:54:23,7.7,1.77,7.8,0.64,7.8,0.82,7.8,0.64,7.8,0.35,
05.12.2022 10:54:24,7.7,-1,7.8,0.68,7.8,0.85,7.8,0.60,7.8,0.49,.
05.12.2022 10:54:25,7.7,0.96,7.8,0.58,7.8,1.03,7.8,0.57,7.8,0.50,
05.12.2022 10:54:26,7.7,0.95,7.8,0.60,7.8,0.65,7.8,0.88,7.7,0.87,
05.12.2022 10:54:27,7.7,0.84,7.8,0.66,7.8,0.53,7.8,0.85,7.7,0.85,
05.12.2022 10:54:28,7.7,0.60,7.7,0.76,7.8,0.64,7.8,1.07,7.7,0.87,
05.12.2022 10:54:29,7.7,0.73,7.8,0.69,7.8,0.71,7.8,1.06,7.7,0.91,
05.12.2022 10:54:30,7.7,1.04,7.8,0.72,7.8,0.84,7.8,0.62,7.7,1.15,
05.12.2022 10:54:31,7.7,-1,7.8,0.46,7.8,0.94,7.8,0.61,7.7,0.65,.
05.12.2022 10:54:32,-1,1.42,7.8,0.64,7.8,0.41,7.8,0.44,7.7,0.67,.
05.12.2022 10:54:33,7.7,1.23,7.8,0.47,7.8,0.96,7.8,0.57,7.7,0.70,
05.12.2022 10:54:34,7.7,1.26,7.8,0.76,7.8,0.88,7.8,0.88,7.7,0.54,
05.12.2022 10:54:35,7.7,1.23,7.8,0.97,7.8,1.00,7.8,1.17,7.7,0.59,
05.12.2022 10:54:36,7.7,1.26,7.8,0.98,7.8,1.08,7.8,1.03,7.8,0.65,
05.12.2022 10:54:37,7.7,1.46,7.8,1.11,7.8,1.19,7.8,1.12,7.7,1.02,
05.12.2022 10:54:38,7.7,1.46,7.8,1.28,7.8,1.31,7.8,1.17,7.7,1.21,
05.12.2022 10:54:39,7.7,1.50,7.8,1.22,7.8,1.17,7.8,1.14,7.7,1.07,
05.12.2022 10:54:40,7.7,1.38,7.7,1.31,7.8,1.13,7.8,1.60,7.7,1.04,
05.12.2022 10:54:41,7.7,-1,7.7,1.42,7.8,1.26,7.7,1.65,7.7,1.35,.
05.12.2022 10:54:42,7.7,1.42,7.7,1.20,7.8,1.14,7.7,1.46,7.7,1.47,
05.12.2022 10:54:43,7.7,1.50,7.7,1.26,7.8,1.22,7.7,1.24,7.7,1.20,
05.12.2022 10:54:44,7.7,-1,7.7,1.08,7.8,1.04,7.7,1.22,7.7,1.00,.
05.12.2022 10:54:45,7.7,1.28,7.7,0.95,7.8,0.96,7.7,1.03,7.7,1.30,
05.12.2022 10:54:46,7.7,1.28,7.7,0.91,7.8,0.95,7.7,0.87,7.7,1.06,
05.12.2022 10:54:47,7.7,1.17,7.7,0.85,7.8,0.79,7.7,0.90,7.7,1.02,
05.12.2022 10:54:48,7.7,1.60,7.7,0.69,7.8,0.91,7.7,0.85,7.7,0.95,
05.12.2022 10:54:49,7.7,1.72,7.7,0.79,7.8,1.24,7.7,0.83,7.7,0.72,
05.12.2022 10:54:50,7.7,-1,7.7,1.35,7.8,1.28,7.7,0.77,7.7,0.55,.
05.12.2022 10:54:51,7.7,1.67,7.7,1.15,7.8,0.97,7.8,0.84,7.7,0.61,
05.12.2022 10:54:52,7.7,1.37,7.7,0.82,7.8,0.67,7.8,0.64,7.7,0.45,
05.12.2022 10:54:53,7.7,1.12,7.7,0.21,7.8,0.41,7.8,0.60,7.7,0.19,
05.12.2022 10:54:54,7.7,1.53,7.8,0.36,7.8,0.68,7.8,0.29,7.8,0.25,
05.12.2022 10:54:55,7.7,1.51,7.8,0.41,7.8,0.58,7.8,0.39,7.8,0.24,
05.12.2022 10:54:56,7.7,1.07,7.8,0.46,7.8,0.45,7.8,0.42,7.8,0.07,
05.12.2022 10:54:57,7.7,0.98,7.8,0.43,7.8,0.43,7.8,0.43,7.8,0.04,
05.12.2022 10:54:58,7.7,0.94,7.8,0.58,7.8,0.62,7.8,0.37,7.8,0.06,
05.12.2022 10:54:59,7.7,0.92,7.8,0.44,7.8,0.32,7.8,0.26,7.8,0.03,
05.12.2022 10:55:00,7.7,0.82,7.8,0.39,7.9,0.17,7.9,0.11,7.8,0.01,
05.12.2022 10:55:01,7.7,0.28,7.8,0.30,7.9,0.36,7.9,0.12,7.8,0.08,
05.12.2022 10:55:02,7.7,0.14,7.8,0.14,7.9,0.17,7.9,0.18,7.8,0.30,
05.12.2022 10:55:03,7.8,0.14,7.8,0.10,7.9,0.08,7.9,0.35,7.8,0.38,
05.12.2022 10:55:04,7.8,0.14,7.8,0.09,7.9,0.19,7.8,0.37,7.8,0.52,
05.12.2022 10:55:05,7.8,0.20,7.8,0.21,7.9,0.16,7.9,0.36,7.8,0.50,
05.12.2022 10:55:06,7.8,0.24,7.8,0.17,7.9,0.12,7.9,0.34,7.8,0.47,
05.12.2022 10:55:07,7.8,0.59,7.8,0.15,7.9,0.13,7.9,0.32,7.8,0.36,
05.12.2022 10:55:08,7.8,0.37,7.8,0.18,7.9,0.09,7.9,0.20,7.8,0.34,
05.12.2022 10:55:09,7.8,0.14,7.8,0.09,7.9,0.09,7.9,0.15,7.8,0.27,
05.12.2022 10:55:10,7.8,0.37,7.8,0.06,7.9,0.22,7.9,0.21,7.8,0.15,
05.12.2022 10:55:11,7.8,1.11,7.8,0.29,7.9,0.53,7.9,0.37,7.8,0.60,
05.12.2022 10:55:12,7.7,1.75,7.8,1.28,7.8,1.56,7.8,1.74,7.8,1.41,
05.12.2022 10:55:13,7.7,2.39,7.8,1.91,7.8,1.93,7.8,2.29,7.7,1.76,
05.12.2022 10:55:14,7.7,2.89,7.7,2.10,7.8,2.20,7.8,2.10,7.7,1.76,
05.12.2022 10:55:15,7.7,2.11,7.7,1.55,7.8,1.98,7.7,2.10,7.7,1.90,
05.12.2022 10:55:16,7.7,1.34,7.7,1.45,7.8,1.39,7.7,1.85,7.7,1.72,
05.12.2022 10:55:17,7.7,2.50,7.8,0.71,7.8,1.82,7.8,1.75,7.7,1.41,
05.12.2022 10:55:18,7.7,2.85,7.8,2.33,7.8,2.39,7.7,2.52,7.7,1.92,
05.12.2022 10:55:19,7.7,2.86,7.8,2.51,7.8,2.54,7.7,2.79,7.7,2.10,
05.12.2022 10:55:20,7.7,2.91,7.8,2.44,7.8,2.27,7.7,1.91,7.7,1.45,
05.12.2022 10:55:21,7.7,2.57,7.8,1.36,7.8,1.80,7.8,1.35,7.7,0.65,
05.12.2022 10:55:22,7.7,2.80,7.7,2.14,7.8,2.29,7.8,2.44,7.7,1.68,
05.12.2022 10:55:23,7.7,2.71,7.7,2.06,7.8,2.22,7.7,2.20,7.7,1.57,
05.12.2022 10:55:24,7.7,-1,7.7,1.51,7.8,1.58,7.7,1.60,7.7,1.57,.
05.12.2022 10:55:25,7.6,1.96,7.7,1.41,7.8,1.39,7.7,1.42,7.7,1.42,
05.12.2022 10:55:26,7.6,1.63,7.7,1.35,7.8,1.29,7.7,1.22,7.7,1.24,
05.12.2022 10:55:27,7.6,1.84,7.7,1.38,7.8,1.25,7.7,1.29,7.7,1.14,
05.12.2022 10:55:28,7.6,1.49,7.7,1.34,7.8,1.30,7.7,1.31,7.7,0.93,
05.12.2022 10:55:29,7.6,2.23,7.7,1.42,7.7,1.57,7.7,1.52,7.7,0.97,
05.12.2022 10:55:30,7.6,2.23,7.7,1.55,7.7,1.66,7.7,1.61,7.7,1.19,
05.12.2022 10:55:31,7.6,2.35,7.7,1.70,7.7,1.73,7.7,1.62,7.7,1.29,
05.12.2022 10:55:32,7.6,2.47,7.7,1.77,7.7,1.92,7.7,1.42,7.7,1.27,
05.12.2022 10:55:33,7.6,2.37,7.7,1.84,7.7,1.83,7.7,1.73,7.7,1.69,
05.12.2022 10:55:34,7.6,2.06,7.7,1.63,7.7,1.76,7.7,1.72,7.7,1.22,
05.12.2022 10:55:35,7.6,1.96,7.7,1.68,7.7,1.61,7.7,1.66,7.7,1.37,
05.12.2022 10:55:36,7.6,1.98,7.7,1.58,7.7,1.59,7.7,1.66,7.6,1.45,
05.12.2022 10:55:37,7.6,1.95,7.7,1.67,7.7,1.73,7.7,1.71,7.6,1.19,
05.12.2022 10:55:38,7.6,1.78,7.7,1.75,7.7,1.70,7.7,1.71,7.6,1.28,
05.12.2022 10:55:39,7.6,1.71,7.7,1.76,7.7,1.57,7.7,1.72,7.6,1.43,
05.12.2022 10:55:40,7.6,1.92,7.7,1.93,7.7,1.65,7.7,2.10,7.6,1.38,
05.12.2022 10:55:41,7.6,1.98,7.7,1.75,7.7,1.62,7.7,2.04,7.6,1.49,
05.12.2022 10:55:42,7.6,1.98,7.7,1.65,7.7,1.81,7.7,1.96,7.6,1.70,
05.12.2022 10:55:43,7.6,2.10,7.7,1.74,7.7,1.75,7.7,2.14,7.6,1.78,
05.12.2022 10:55:44,7.6,-1,7.7,1.74,7.7,1.58,7.7,1.98,7.6,1.70,.
05.12.2022 10:55:45,7.6,2.11,7.7,1.60,7.7,1.69,7.7,1.80,7.6,1.70,
05.12.2022 10:55:46,7.6,2.26,7.7,1.69,7.7,1.66,7.7,1.90,7.6,1.63,
05.12.2022 10:55:47,7.6,2.25,7.7,1.78,7.7,1.69,7.7,1.78,7.6,1.35,
05.12.2022 10:55:48,7.6,2.23,7.7,1.73,7.7,1.71,7.7,1.59,7.6,1.49,
05.12.2022 10:55:49,7.6,2.24,7.7,1.79,7.7,1.84,7.7,1.73,7.7,1.28,
05.12.2022 10:55:50,7.6,2.41,7.7,1.99,7.7,1.91,7.7,2.18,7.6,1.73,
05.12.2022 10:55:51,7.6,2.44,7.7,2.28,7.7,2.17,7.7,2.67,7.6,2.24,
05.12.2022 10:55:52,7.6,2.57,7.7,2.00,7.7,1.93,7.7,2.24,7.6,1.93,
05.12.2022 10:55:53,7.6,2.18,7.7,1.89,7.7,1.77,7.7,2.19,7.6,1.83,
05.12.2022 10:55:54,7.6,2.81,7.7,1.32,7.7,2.31,7.7,1.80,7.6,1.46,
05.12.2022 10:55:55,-1,-1,7.7,2.00,7.7,1.93,7.7,1.95,7.7,1.09,..
05.12.2022 10:55:56,7.6,2.08,7.7,1.87,7.7,1.79,7.7,2.41,7.7,1.69,
05.12.2022 10:55:57,7.6,1.65,7.7,1.84,7.7,1.48,7.7,2.32,7.7,1.69,
05.12.2022 10:55:58,7.6,1.34,7.7,1.45,7.8,1.27,7.7,1.95,7.6,2.06,
05.12.2022 10:55:59,7.6,1.50,7.7,1.28,7.8,1.12,7.7,1.61,7.6,1.67,
05.12.2022 10:56:00,7.7,1.33,7.7,1.17,7.8,1.05,7.7,1.38,7.6,1.33,
05.12.2022 10:56:01,7.7,1.35,7.7,1.02,7.8,1.01,7.7,1.43,7.7,1.27,
05.12.2022 10:56:02,7.7,1.46,7.7,1.10,7.8,1.10,7.7,1.22,7.7,1.17,
05.12.2022 10:56:03,7.6,1.70,7.7,1.00,7.8,1.22,7.7,1.11,7.7,1.06,
05.12.2022 10:56:04,7.6,-1,7.7,0.81,7.8,1.24,7.7,1.04,7.7,0.93,.
05.12.2022 10:56:05,7.6,1.56,7.7,1.02,7.7,-1,7.7,1.02,7.7,0.90,.
05.12.2022 10:56:06,7.6,1.41,7.7,1.05,7.7,1.20,7.7,1.03,7.7,0.87,
05.12.2022 10:56:07,7.6,1.37,7.7,1.08,7.8,1.01,7.7,0.94,7.7,0.83,
05.12.2022 10:56:08,7.7,1.32,7.7,1.07,7.8,-1,7.7,1.12,7.7,0.86,.
05.12.2022 10:56:09,7.7,1.34,7.7,0.96,7.8,0.89,7.7,1.17,7.7,0.87,
05.12.2022 10:56:10,7.7,1.28,7.7,1.02,7.8,1.02,7.7,1.02,7.7,0.89,
05.12.2022 10:56:11,7.7,1.28,7.7,1.07,7.8,-1,7.7,1.26,7.7,0.92,.
05.12.2022 10:56:12,7.7,1.15,7.7,1.14,7.8,0.99,7.7,1.24,7.7,1.03,
05.12.2022 10:56:13,7.7,1.23,7.7,0.99,7.8,0.89,7.7,1.13,7.7,1.00,
05.12.2022 10:56:14,7.7,1.05,7.7,0.89,7.8,0.78,7.7,1.22,7.7,0.78,
05.12.2022 10:56:15,7.7,0.81,7.7,0.80,7.8,-1,7.7,1.13,7.7,0.65,.
05.12.2022 10:56:16,7.7,0.89,7.7,0.74,7.8,0.72,7.7,0.99,7.7,0.72,
05.12.2022 10:56:17,7.7,0.89,7.7,0.79,7.8,0.83,7.7,0.96,7.7,0.76,
05.12.2022 10:56:18,7.7,0.85,7.7,0.77,7.8,0.79,7.7,0.88,7.7,0.78,
05.12.2022 10:56:19,7.7,0.88,7.7,0.79,7.8,0.75,7.7,0.83,7.7,0.74,
05.12.2022 10:56:20,7.7,0.85,7.7,0.77,7.8,0.76,7.7,0.78,7.7,0.79,
05.12.2022 10:56:21,7.7,1.08,7.7,0.80,7.8,0.77,7.7,0.91,7.7,0.79,
05.12.2022 10:56:22,7.7,0.92,7.7,0.83,7.8,0.78,7.7,1.15,7.7,0.82,
05.12.2022 10:56:23,7.7,0.88,7.7,0.93,7.8,0.83,7.7,0.99,7.7,0.79,
05.12.2022 10:56:24,7.7,0.98,7.7,0.93,7.8,0.84,7.7,1.09,7.7,0.92,
05.12.2022 10:56:25,7.7,1.02,7.7,0.88,7.8,0.93,7.7,1.28,7.7,1.04,
05.12.2022 10:56:26,7.6,1.11,7.7,0.98,7.8,1.07,7.7,1.29,7.6,1.50,
05.12.2022 10:56:27,7.6,1.30,7.7,1.06,7.7,1.15,7.7,1.31,7.6,1.37,
05.12.2022 10:56:28,7.6,1.43,7.7,1.14,7.7,1.15,7.7,1.26,7.6,1.25,
05.12.2022 10:56:29,7.6,1.39,7.7,1.08,7.7,1.13,7.7,1.14,7.6,1.22,
05.12.2022 10:56:30,7.6,-1,7.7,1.02,7.7,1.10,7.7,1.09,7.6,1.07,.
05.12.2022 10:56:31,7.6,1.47,7.7,1.07,7.7,1.22,7.7,1.29,7.6,1.08,
05.12.2022 10:56:32,7.6,1.66,7.7,1.35,7.7,1.37,7.7,1.47,7.6,1.60,
05.12.2022 10:56:33,7.6,-1,7.7,1.35,7.7,1.36,7.7,1.61,7.6,1.59,.
05.12.2022 10:56:34,7.6,1.63,7.6,1.49,7.7,1.50,7.7,1.74,7.6,1.61,
05.12.2022 10:56:35,7.6,1.76,7.6,1.59,7.7,1.39,7.6,1.85,7.6,1.64,
05.12.2022 10:56:36,7.6,1.95,7.6,1.36,7.7,1.50,7.7,1.80,7.6,1.56,
05.12.2022 10:56:37,7.6,1.88,7.7,1.36,7.7,1.43,7.7,1.52,7.6,1.49,
05.12.2022 10:56:38,7.6,1.90,7.7,1.38,7.7,1.35,7.7,1.61,7.6,1.35,
05.12.2022 10:56:39,7.6,2.48,7.7,1.34,7.7,1.86,7.7,1.63,7.6,1.42,
05.12.2022 10:56:40,7.6,2.84,7.6,1.74,7.7,2.08,7.7,1.68,7.6,1.48,
05.12.2022 10:56:41,7.6,2.79,7.6,2.26,7.7,2.21,7.6,2.12,7.6,1.18,
05.12.2022 10:56:42,7.6,2.70,7.6,2.11,7.7,2.21,7.6,2.23,7.6,1.79,
05.12.2022 10:56:43,7.6,2.95,7.6,2.23,7.7,2.44,7.6,2.15,7.6,1.82,
05.12.2022 10:56:44,7.6,3.06,7.6,2.39,7.7,2.40,7.6,2.41,7.6,1.51,
05.12.2022 10:56:45,7.6,3.28,7.6,2.32,7.7,2.67,7.6,2.13,7.6,1.74,
05.12.2022 10:56:46,7.6,2.77,7.6,2.08,7.7,2.16,7.6,2.87,7.6,2.41,
05.12.2022 10:56:47,7.6,2.94,7.6,2.35,7.7,1.85,7.6,2.85,7.6,2.24,
05.12.2022 10:56:48,7.6,3.54,7.6,2.17,7.7,2.76,7.6,2.58,7.6,1.90,
05.12.2022 10:56:49,7.6,2.66,7.6,2.86,7.7,2.13,7.6,3.14,7.6,2.35,
05.12.2022 10:56:50,7.6,3.51,7.6,1.95,7.7,2.76,7.7,2.09,7.6,1.98,
05.12.2022 10:56:51,7.6,2.91,7.6,2.79,7.7,2.36,7.7,2.10,7.6,1.31,
05.12.2022 10:56:52,7.6,3.03,7.6,1.60,7.7,1.62,7.7,1.83,7.6,1.21,
05.12.2022 10:56:53,7.6,1.83,7.6,1.31,7.7,0.59,7.7,0.65,7.7,0.52,
05.12.2022 10:56:54,7.6,1.82,7.6,1.53,7.7,-1,7.7,0.75,7.7,0.23,.
05.12.2022 10:56:55,7.6,2.12,7.6,1.62,7.7,1.19,7.7,1.00,7.7,0.31,
05.12.2022 10:56:56,7.6,2.13,7.6,1.57,7.7,1.55,7.7,1.01,7.7,0.42,
05.12.2022 10:56:57,7.6,2.28,7.6,1.69,7.7,1.58,7.7,1.38,7.7,0.44,
05.12.2022 10:56:58,7.6,2.24,7.6,1.62,7.7,1.58,7.7,1.43,7.6,0.37,
05.12.2022 10:56:59,7.6,2.02,7.6,0.86,7.7,1.68,7.7,0.86,7.6,0.94,
05.12.2022 10:57:00,7.6,2.89,7.6,1.09,7.7,0.85,7.7,1.09,7.6,0.93,
05.12.2022 10:57:01,7.6,-1,7.6,2.63,7.7,1.82,7.7,2.51,7.6,0.92,.
05.12.2022 10:57:02,7.6,4.24,7.6,2.89,7.7,2.98,7.7,1.84,7.6,0.98,
05.12.2022 10:57:03,7.6,4.09,7.6,3.04,7.7,2.74,7.7,3.33,7.6,2.06,
05.12.2022 10:57:04,7.6,4.81,7.6,3.60,7.7,2.94,7.7,3.64,7.6,3.02,
05.12.2022 10:57:05,7.6,5.02,7.6,3.69,7.7,3.70,7.7,4.35,7.6,3.33,
05.12.2022 10:57:06,7.6,5.60,7.6,3.98,7.7,3.97,7.7,4.73,7.6,3.30,
05.12.2022 10:57:07,7.6,4.86,7.6,4.16,7.7,4.14,7.7,4.66,7.6,4.19,
05.12.2022 10:57:08,7.6,5.11,7.6,4.04,7.7,4.00,7.7,4.96,7.6,3.46,
05.12.2022 10:57:09,7.6,5.27,7.6,3.89,7.7,3.90,7.7,4.40,7.6,3.30,
05.12.2022 10:57:10,7.6,5.64,7.6,3.82,7.7,3.86,7.7,3.54,7.6,3.30,
05.12.2022 10:57:11,7.6,5.49,7.6,2.58,7.7,4.10,7.7,3.17,7.6,2.48,
05.12.2022 10:57:12,7.6,4.30,7.6,3.04,7.7,2.66,7.7,3.29,7.6,2.88,
05.12.2022 10:57:13,7.6,4.17,7.6,3.20,7.7,2.98,7.7,3.18,7.6,2.79,
05.12.2022 10:57:14,7.6,3.48,7.6,2.62,7.7,2.90,7.7,2.92,7.6,2.89,
05.12.2022 10:57:15,7.6,3.26,7.6,2.35,7.7,2.44,7.6,2.53,7.6,2.35,
05.12.2022 10:57:16,7.6,3.40,7.6,2.34,7.7,2.48,7.6,2.52,7.6,2.50,
05.12.2022 10:57:17,7.6,2.80,7.6,2.02,7.7,2.30,7.6,2.49,7.6,2.33,
05.12.2022 10:57:18,7.6,2.72,7.6,2.29,7.7,2.14,7.6,2.49,7.6,2.09,
05.12.2022 10:57:19,7.6,2.55,7.6,2.28,7.7,2.33,7.6,2.65,7.6,2.17,
05.12.2022 10:57:20,7.6,2.62,7.6,1.91,7.7,2.16,7.6,2.03,7.6,2.15,
05.12.2022 10:57:21,7.6,-1,7.6,2.14,7.7,2.22,7.6,2.38,7.6,2.05,.
