-1.000000000000000000e+00,1.699999999999999956e+00,1.399999999999999911e+00,1.500000000000000000e+00,1.600000000000000089e+00,-1.000000000000000000e+00
1.699999999999999956e+00,1.699999999999999956e+00,1.399999999999999911e+00,1.500000000000000000e+00,1.500000000000000000e+00,3.000000000000000000e+00
1.699999999999999956e+00,1.699999999999999956e+00,1.399999999999999911e+00,1.500000000000000000e+00,1.500000000000000000e+00,2.899999999999999911e+00
1.600000000000000089e+00,1.699999999999999956e+00,1.399999999999999911e+00,1.500000000000000000e+00,1.600000000000000089e+00,2.899999999999999911e+00
1.600000000000000089e+00,1.699999999999999956e+00,1.399999999999999911e+00,1.500000000000000000e+00,1.600000000000000089e+00,2.899999999999999911e+00
1.600000000000000089e+00,1.600000000000000089e+00,1.399999999999999911e+00,1.500000000000000000e+00,1.600000000000000089e+00,2.899999999999999911e+00
1.600000000000000089e+00,1.600000000000000089e+00,1.399999999999999911e+00,1.500000000000000000e+00,1.500000000000000000e+00,2.899999999999999911e+00
1.600000000000000089e+00,1.699999999999999956e+00,1.399999999999999911e+00,1.500000000000000000e+00,1.500000000000000000e+00,2.899999999999999911e+00
1.600000000000000089e+00,1.699999999999999956e+00,1.399999999999999911e+00,1.500000000000000000e+00,1.500000000000000000e+00,2.899999999999999911e+00
1.600000000000000089e+00,1.699999999999999956e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.600000000000000089e+00,2.899999999999999911e+00
1.600000000000000089e+00,1.699999999999999956e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,2.899999999999999911e+00
1.600000000000000089e+00,1.699999999999999956e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,2.899999999999999911e+00
1.600000000000000089e+00,1.699999999999999956e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,2.899999999999999911e+00
1.600000000000000089e+00,1.699999999999999956e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,2.899999999999999911e+00
1.600000000000000089e+00,1.699999999999999956e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,2.899999999999999911e+00
1.600000000000000089e+00,1.699999999999999956e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.600000000000000089e+00,2.899999999999999911e+00
1.600000000000000089e+00,1.699999999999999956e+00,1.500000000000000000e+00,1.600000000000000089e+00,1.600000000000000089e+00,2.899999999999999911e+00
1.600000000000000089e+00,1.699999999999999956e+00,1.500000000000000000e+00,1.600000000000000089e+00,1.600000000000000089e+00,2.899999999999999911e+00
1.600000000000000089e+00,1.699999999999999956e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.600000000000000089e+00,2.899999999999999911e+00
1.600000000000000089e+00,1.699999999999999956e+00,-1.000000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00,2.899999999999999911e+00
1.600000000000000089e+00,1.699999999999999956e+00,1.399999999999999911e+00,1.500000000000000000e+00,1.500000000000000000e+00,2.899999999999999911e+00
1.500000000000000000e+00,1.699999999999999956e+00,1.399999999999999911e+00,1.500000000000000000e+00,1.600000000000000089e+00,2.899999999999999911e+00
1.600000000000000089e+00,1.699999999999999956e+00,1.399999999999999911e+00,1.500000000000000000e+00,1.600000000000000089e+00,2.799999999999999822e+00
1.600000000000000089e+00,1.699999999999999956e+00,1.399999999999999911e+00,1.500000000000000000e+00,1.600000000000000089e+00,2.799999999999999822e+00
1.600000000000000089e+00,1.699999999999999956e+00,1.399999999999999911e+00,1.500000000000000000e+00,1.600000000000000089e+00,2.799999999999999822e+00
1.600000000000000089e+00,1.699999999999999956e+00,1.399999999999999911e+00,1.500000000000000000e+00,1.600000000000000089e+00,2.799999999999999822e+00
1.600000000000000089e+00,1.699999999999999956e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.600000000000000089e+00,2.799999999999999822e+00
1.600000000000000089e+00,1.699999999999999956e+00,1.399999999999999911e+00,1.500000000000000000e+00,1.600000000000000089e+00,2.799999999999999822e+00
1.600000000000000089e+00,1.699999999999999956e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.600000000000000089e+00,2.799999999999999822e+00
1.600000000000000089e+00,1.699999999999999956e+00,1.399999999999999911e+00,1.500000000000000000e+00,1.600000000000000089e+00,2.799999999999999822e+00
1.600000000000000089e+00,1.699999999999999956e+00,-1.000000000000000000e+00,1.500000000000000000e+00,1.600000000000000089e+00,2.799999999999999822e+00
1.600000000000000089e+00,1.699999999999999956e+00,1.399999999999999911e+00,1.500000000000000000e+00,1.600000000000000089e+00,2.799999999999999822e+00
1.600000000000000089e+00,1.699999999999999956e+00,1.399999999999999911e+00,1.500000000000000000e+00,1.600000000000000089e+00,2.799999999999999822e+00
1.600000000000000089e+00,1.699999999999999956e+00,1.500000000000000000e+00,1.500000000000000000e+00,1.600000000000000089e+00,2.799999999999999822e+00
