-9.092088339325908874e-01,-1.410428641068371958e+00,-1.059367134308125902e+00,-8.447024013209710747e-01,-8.789918044369083860e-01
3.727756219123622428e-01,8.180486118196557133e-01,7.415569940156880868e-01,6.419738250039380700e-01,7.823027059488484314e-01
4.182360636089918482e-01,6.911100341235022482e-01,8.369000361034194535e-01,5.152684648057923589e-01,8.526220503038011156e-01
5.182490353415767359e-01,1.156551485676065028e+00,9.534304208773133338e-01,6.335268009907283338e-01,8.614119683481702427e-01
7.910116855213540354e-01,1.452741500300423150e+00,1.006398777592719451e+00,6.926559690831962657e-01,9.668909848805993246e-01
8.273800388786577420e-01,1.198864344908116220e+00,9.110557355049883066e-01,6.081857289510991249e-01,-8.789918044369083860e-01
8.728404805752871809e-01,1.466845786711106880e+00,1.059367134308125902e+00,9.122785934266488539e-01,1.283328034477886126e+00
8.819325689146131353e-01,1.495054359532474342e+00,1.430145631315970167e+00,1.199477409875778777e+00,1.467916313409636908e+00
3.545914452337104450e-01,9.731957623371765287e-01,1.334802589228238690e+00,1.140348241783311067e+00,1.538235657764589703e+00
8.001037738606799898e-01,1.579680077996576726e+00,1.228865875797426011e+00,1.224818481915407986e+00,-8.789918044369083860e-01
9.001167455932649331e-01,1.988704383906404249e+00,1.525488673403701201e+00,1.326182770073924599e+00,1.845882789317507600e+00
1.027405982343827517e+00,2.129747248013241556e+00,1.747955771608407538e+00,1.562699442443796549e+00,2.408437544157129295e+00
1.136511042415738526e+00,2.637501558797855861e+00,2.118734268616251804e+00,1.672510754615522677e+00,-8.789918044369083860e-01
1.454734134292145598e+00,2.228477252888027671e+00,1.758549442951488961e+00,1.528911346390957604e+00,2.443597216334605360e+00
1.045590159022479426e+00,2.736231563672641531e+00,2.023391226528520548e+00,1.596487538496635272e+00,2.302958527624700213e+00
8.910246572539390897e-01,2.228477252888027671e+00,2.002203883842357701e+00,1.900580402972184890e+00,2.540286314822665314e+00
7.819195971820281921e-01,2.440041549048283631e+00,2.118734268616251804e+00,1.773875042774039290e+00,2.918252790730535562e+00
1.381997427577538184e+00,3.074734437529051068e+00,2.288233010105551912e+00,1.773875042774039290e+00,2.232639183269747196e+00
1.400181604256190093e+00,2.933691573422213761e+00,2.267045667419389510e+00,1.849898258892926695e+00,2.777614102020630416e+00
1.272892367505627176e+00,1.452741500300423150e+00,1.440739302659051368e+00,1.148795265796520804e+00,2.531496396778296187e+00
1.145603130755064480e+00,5.359628836059813217e-01,1.747955771608407538e+00,1.461335154285279936e+00,2.426017380245867106e+00
3.818677102516881416e-01,2.355415830584181247e+00,2.076359583243926554e+00,1.410653010206021740e+00,-8.789918044369083860e-01
1.054682247361805381e+00,2.468250121869651093e+00,1.906860841754626668e+00,1.478229202311699408e+00,2.215059347181008942e+00
1.200155660791019985e+00,2.298998684941446324e+00,1.567863358776026228e+00,1.241712529941827459e+00,2.153529920870425496e+00
1.072866424040457289e+00,2.510562981101702285e+00,1.461926645345213549e+00,1.317735746060714863e+00,1.907412215628091046e+00
1.209247749130345939e+00,2.383624403405548708e+00,1.589050701462188853e+00,1.267053601981456668e+00,1.828302953228769567e+00
1.263800279166301221e+00,2.454145835458967362e+00,1.684393743549920330e+00,1.427547058232440991e+00,1.793143281051293059e+00
8.455642155573095398e-01,2.242581539298711402e+00,1.567863358776026228e+00,1.385311938166392531e+00,2.232639183269747196e+00
8.546563038966353831e-01,2.002808670317087980e+00,1.546676016089863825e+00,1.402205986192812004e+00,2.109580330648579860e+00
1.036498070683153472e+00,2.327207257762813786e+00,1.430145631315970167e+00,1.233265505928617722e+00,-8.789918044369083860e-01
1.172879395773042344e+00,2.298998684941446324e+00,1.239459547140507212e+00,1.148795265796520804e+00,1.854672707361876505e+00
1.245616102487649535e+00,2.200268680066660210e+00,1.398364617286726341e+00,1.081219073690842913e+00,1.705244100607602231e+00
1.272892367505627176e+00,2.214372966477343940e+00,1.303021575198994864e+00,1.081219073690842913e+00,1.599765084075173371e+00
1.236524014148323802e+00,2.242581539298711402e+00,1.398364617286726341e+00,1.131901217770101331e+00,1.362437296877208048e+00
9.819455406471981895e-01,2.129747248013241556e+00,1.345396260571319891e+00,1.022089905598374981e+00,-8.789918044369083860e-01
9.273930106112426852e-01,1.664305796460678888e+00,1.112335491023532352e+00,1.013642881585165245e+00,1.467916313409636908e+00
9.546692756292204374e-01,2.129747248013241556e+00,1.345396260571319891e+00,1.148795265796520804e+00,1.590975166030804244e+00
1.409273692595515826e+00,2.609292985976488399e+00,1.589050701462188853e+00,1.224818481915407986e+00,1.555815493853327958e+00
1.172879395773042344e+00,2.200268680066660210e+00,1.546676016089863825e+00,1.098113121717262386e+00,1.538235657764589703e+00
1.109234777397760885e+00,2.369520116994864978e+00,1.557269687432945027e+00,1.351523842113553808e+00,1.274538116433517221e+00
1.191063572451694030e+00,2.397728689816232439e+00,1.578457030119107651e+00,1.275500625994666404e+00,1.617344920163911404e+00
1.354721162559560321e+00,2.270790112120078863e+00,1.620831715491432679e+00,1.317735746060714863e+00,1.652504592341387690e+00
1.300168632523604817e+00,2.313102971352130055e+00,1.493707659374457375e+00,1.275500625994666404e+00,1.538235657764589703e+00
1.418365780934841780e+00,2.073330102370506633e+00,1.154710176395857379e+00,9.122785934266488539e-01,-8.789918044369083860e-01
