Data Ora;348 [°C];348 [m/s];261 [°C];261 [m/s];590 [°C];590 [m/s];154 [°C];154 [m/s];789 [°C];789 [m/s];
01.12.2022 11:11:38;8,9;1,16;---;1,21;8,8;1,26;9,0;0,94;8,9;1,09;
01.12.2022 11:11:39;8,9;1,15;8,9;1,18;8,8;1,20;9,0;0,95;8,9;1,03;
01.12.2022 11:11:40;8,9;1,16;8,9;1,12;8,8;1,23;9,0;0,93;8,9;1,01;
01.12.2022 11:11:41;8,9;1,30;---;1,17;8,8;1,41;8,9;1,01;8,9;1,12;
01.12.2022 11:11:42;8,9;1,31;8,9;1,29;8,8;1,36;8,9;1,02;8,8;1,18;
01.12.2022 11:11:43;8,8;1,24;8,9;1,23;8,8;1,30;8,9;0,99;8,8;1,09;
01.12.2022 11:11:44;8,8;1,30;8,9;1,21;8,8;1,31;8,9;1,07;8,8;1,12;
01.12.2022 11:11:45;8,8;1,26;8,9;1,18;8,8;1,32;8,9;1,10;8,8;1,13;
01.12.2022 11:11:46;8,8;1,30;8,9;1,20;8,8;1,33;8,9;1,07;8,8;1,14;
01.12.2022 11:11:47;8,8;1,28;8,8;1,22;8,8;1,33;---;1,03;8,8;1,13;
01.12.2022 11:11:48;8,8;1,22;8,9;1,25;8,8;1,22;8,9;1,00;8,8;1,10;
01.12.2022 11:11:49;8,8;1,16;---;1,07;8,8;1,22;8,9;0,91;8,8;1,04;
01.12.2022 11:11:50;8,8;1,12;8,9;1,07;8,8;1,17;8,9;0,90;8,8;0,99;
01.12.2022 11:11:51;8,8;1,05;8,9;1,08;8,8;1,07;8,9;0,91;8,8;0,95;
01.12.2022 11:11:52;8,8;0,95;8,9;1,05;8,8;0,98;---;0,81;8,8;0,89;
01.12.2022 11:11:53;8,9;0,87;8,9;0,93;8,8;0,83;8,9;0,69;8,8;0,78;
01.12.2022 11:11:54;8,9;0,93;---;0,82;8,8;0,89;8,9;0,67;8,9;0,66;
01.12.2022 11:11:55;8,9;0,94;8,9;0,86;8,8;0,95;8,9;0,76;8,9;0,79;
01.12.2022 11:11:56;8,9;0,85;8,9;0,85;8,8;0,92;9,0;0,70;8,9;0,77;
01.12.2022 11:11:57;8,9;1,00;8,9;0,92;8,8;0,99;9,0;0,68;8,9;0,83;
01.12.2022 11:11:58;8,9;1,06;8,9;0,92;8,8;1,04;8,9;0,91;8,9;0,87;
01.12.2022 11:11:59;8,8;1,05;8,9;0,91;8,8;1,07;8,9;0,87;8,9;0,88;
01.12.2022 11:12:00;8,8;1,05;---;1,02;8,8;1,08;8,9;0,87;8,8;0,95;
01.12.2022 11:12:01;8,8;0,99;8,8;0,98;8,8;1,02;8,9;0,84;8,8;0,87;
01.12.2022 11:12:02;8,8;0,93;---;0,96;8,8;1,02;8,9;0,80;8,8;0,89;
01.12.2022 11:12:03;8,8;0,97;8,8;1,00;8,7;---;---;0,71;8,8;0,90;
01.12.2022 11:12:04;8,8;1,00;---;1,04;8,7;1,04;8,9;0,85;8,8;0,93;
01.12.2022 11:12:05;8,8;1,03;8,8;1,02;8,7;1,07;8,9;0,81;8,8;0,95;
01.12.2022 11:12:06;8,8;1,03;8,8;1,07;8,7;1,10;8,9;0,84;8,8;0,97;
01.12.2022 11:12:07;8,8;1,05;8,8;1,09;8,7;1,09;8,9;0,84;8,8;0,96;
01.12.2022 11:12:08;8,8;1,00;---;1,03;8,7;1,03;8,9;0,84;8,8;0,92;
01.12.2022 11:12:09;8,8;0,96;8,8;0,98;8,7;1,01;8,9;0,78;8,8;0,89;
01.12.2022 11:12:10;8,8;0,92;8,8;1,00;8,7;0,95;8,9;0,78;8,8;0,87;
01.12.2022 11:12:11;8,8;0,98;8,8;0,98;8,7;0,99;8,9;0,81;8,8;0,88;
01.12.2022 11:12:12;8,8;1,08;---;1,00;8,7;1,11;8,8;0,86;8,8;0,93;
01.12.2022 11:12:13;8,7;1,14;8,8;1,12;8,7;1,21;8,8;0,96;8,7;1,05;
01.12.2022 11:12:14;8,7;1,14;8,7;1,14;8,7;1,17;8,8;0,94;8,7;1,04;
01.12.2022 11:12:15;8,7;1,11;---;1,10;8,7;1,14;8,8;0,96;8,7;1,02;
01.12.2022 11:12:16;8,7;1,07;8,7;1,06;8,7;1,09;8,8;0,90;8,7;0,94;
01.12.2022 11:12:17;8,7;1,12;8,7;1,09;8,7;1,17;8,8;0,92;8,7;0,97;
01.12.2022 11:12:18;8,7;1,15;8,7;1,11;8,7;1,21;8,8;0,95;8,7;1,02;
01.12.2022 11:12:19;8,7;1,13;8,7;1,14;8,6;1,18;8,8;0,95;8,7;1,03;
01.12.2022 11:12:20;8,7;1,06;8,7;1,06;8,7;1,06;8,8;0,91;8,7;0,96;
01.12.2022 11:12:21;8,7;1,09;8,7;0,96;8,6;1,11;8,8;0,86;8,7;0,92;
01.12.2022 11:12:22;8,7;1,00;8,7;0,97;8,7;1,02;8,8;0,88;8,7;0,90;
01.12.2022 11:12:23;8,7;0,96;8,7;0,94;8,7;1,00;8,8;0,76;8,7;0,85;
01.12.2022 11:12:24;8,7;0,94;8,8;0,88;8,7;0,95;8,8;0,75;8,7;0,84;
01.12.2022 11:12:25;8,7;0,90;---;0,83;8,7;0,93;8,8;0,76;8,7;0,78;
01.12.2022 11:12:26;8,7;0,90;8,7;0,88;8,7;0,93;8,8;0,75;8,7;0,81;
01.12.2022 11:12:27;8,7;0,91;8,7;0,94;8,7;0,97;8,8;0,70;8,7;0,85;
01.12.2022 11:12:28;8,7;0,96;8,7;0,92;8,7;0,97;8,8;0,79;8,7;0,83;
01.12.2022 11:12:29;8,7;0,86;8,7;0,89;8,7;0,89;8,8;0,70;8,7;0,80;
01.12.2022 11:12:30;8,7;0,85;8,7;0,88;8,7;0,88;8,8;0,66;8,7;0,82;
01.12.2022 11:12:31;8,7;0,83;8,7;0,86;8,7;0,84;8,8;0,65;8,7;0,78;
01.12.2022 11:12:32;8,7;0,82;8,7;0,80;8,7;0,82;8,8;0,67;8,7;0,69;
01.12.2022 11:12:33;8,7;0,78;8,7;0,80;8,7;0,79;8,8;0,64;8,7;0,71;
01.12.2022 11:12:34;8,7;0,77;8,8;0,78;8,7;0,82;8,8;0,62;8,7;0,69;
01.12.2022 11:12:35;8,7;0,78;8,8;0,75;8,7;0,80;8,8;0,64;8,7;0,66;
01.12.2022 11:12:36;8,7;0,81;8,8;0,77;8,7;0,82;8,8;0,63;8,7;0,71;
01.12.2022 11:12:37;8,7;0,83;8,8;0,77;8,7;0,84;8,8;0,64;8,7;0,74;
01.12.2022 11:12:38;8,7;0,84;8,8;0,79;8,7;0,85;8,8;0,67;8,7;0,72;
01.12.2022 11:12:39;8,7;0,77;8,8;0,75;8,7;0,81;8,8;0,64;8,7;0,66;
01.12.2022 11:12:40;8,7;0,80;8,8;0,75;8,7;0,83;8,8;0,65;8,7;0,72;
01.12.2022 11:12:41;8,7;0,75;8,8;0,73;8,7;0,74;8,8;0,60;8,7;0,65;
01.12.2022 11:12:42;8,7;0,69;8,8;0,71;8,7;0,71;8,8;0,56;8,7;0,63;
01.12.2022 11:12:43;8,7;0,63;8,8;0,62;8,7;0,62;8,8;0,54;8,7;0,58;
01.12.2022 11:12:44;8,8;0,61;8,8;0,59;8,7;0,62;8,8;0,49;8,7;0,56;
01.12.2022 11:12:45;8,8;0,61;8,8;0,62;8,7;0,63;8,8;0,50;8,8;0,57;
01.12.2022 11:12:46;8,8;0,63;8,8;0,60;8,7;0,63;8,8;0,49;8,8;0,55;
01.12.2022 11:12:47;8,8;0,61;8,8;0,59;8,7;0,64;8,8;0,46;8,8;0,56;
01.12.2022 11:12:48;8,8;0,64;8,8;0,57;8,7;0,63;8,8;0,51;8,8;0,54;
01.12.2022 11:12:49;8,8;0,62;8,8;0,57;8,7;0,64;8,8;0,51;8,8;0,56;
01.12.2022 11:12:50;8,8;0,62;8,8;0,60;8,7;0,65;8,8;0,51;8,8;0,56;
01.12.2022 11:12:51;8,8;0,63;8,8;0,61;8,7;0,64;8,8;0,52;8,8;0,58;
01.12.2022 11:12:52;8,8;0,61;8,8;0,60;8,7;0,65;8,8;0,50;8,8;0,57;
01.12.2022 11:12:53;8,8;0,63;8,8;0,61;8,7;0,65;8,8;0,48;8,8;0,58;
01.12.2022 11:12:54;8,8;0,62;8,8;0,60;8,7;0,60;8,8;0,49;8,8;0,54;
01.12.2022 11:12:55;8,8;0,63;8,8;0,53;8,7;0,61;8,8;0,52;8,8;0,50;
01.12.2022 11:12:56;8,8;0,63;8,8;0,55;8,7;0,64;8,8;0,53;8,8;0,52;
01.12.2022 11:12:57;8,8;0,64;8,8;0,62;8,7;0,67;8,8;0,53;8,8;0,59;
01.12.2022 11:12:58;8,8;0,60;8,8;0,63;8,7;0,64;8,8;0,52;8,8;0,59;
01.12.2022 11:12:59;8,8;0,59;8,8;0,59;8,7;0,61;8,8;0,49;8,8;0,54;
01.12.2022 11:13:00;8,8;0,57;8,8;0,58;8,7;0,60;8,9;0,46;8,8;0,54;
01.12.2022 11:13:01;8,8;0,65;8,8;0,62;8,7;0,72;8,9;0,52;8,8;0,60;
01.12.2022 11:13:02;8,8;0,81;8,8;0,70;8,7;0,84;8,9;0,60;8,8;0,69;
01.12.2022 11:13:03;8,8;0,78;8,8;0,82;8,7;0,88;8,8;0,66;8,7;0,77;
01.12.2022 11:13:04;8,7;0,81;8,8;0,89;8,7;0,86;8,8;0,63;8,7;0,80;
01.12.2022 11:13:05;8,7;0,76;8,8;0,83;8,7;0,74;8,8;0,66;8,7;0,74;
01.12.2022 11:13:06;8,7;0,69;8,8;0,77;8,7;0,74;8,8;0,59;8,7;0,69;
01.12.2022 11:13:07;8,7;0,73;8,8;0,76;8,7;0,72;8,8;0,61;8,7;0,68;
01.12.2022 11:13:08;8,7;0,80;8,8;0,74;8,7;0,87;8,8;0,60;8,7;0,68;
01.12.2022 11:13:09;8,7;0,84;8,8;0,83;8,7;0,85;8,8;0,67;8,7;0,78;
01.12.2022 11:13:10;8,7;0,94;8,8;0,95;8,7;1,02;8,8;0,71;8,7;0,86;
01.12.2022 11:13:11;8,7;1,16;8,8;0,99;8,7;1,27;8,8;0,88;8,7;1,00;
01.12.2022 11:13:12;8,7;1,29;8,7;1,24;8,7;1,35;8,8;1,04;8,7;1,19;
01.12.2022 11:13:13;8,7;1,31;8,7;1,28;8,7;1,38;8,8;1,08;8,7;1,20;
01.12.2022 11:13:14;8,7;1,25;8,7;1,30;8,7;1,31;8,8;1,08;8,7;1,19;
01.12.2022 11:13:15;8,7;1,15;8,7;1,16;8,7;1,20;8,8;0,98;8,7;1,02;
01.12.2022 11:13:16;8,7;1,15;8,8;1,04;8,7;1,20;8,8;0,91;8,7;1,02;
01.12.2022 11:13:17;8,7;1,13;8,8;1,21;8,7;1,14;8,8;0,90;8,7;1,03;
01.12.2022 11:13:18;8,7;1,12;8,8;1,11;8,7;1,13;8,8;0,89;8,7;1,01;
01.12.2022 11:13:19;8,7;0,98;8,8;1,13;8,7;1,03;8,8;0,93;8,7;0,97;
01.12.2022 11:13:20;8,7;0,90;8,8;1,08;8,7;0,96;8,8;0,75;8,7;0,93;
01.12.2022 11:13:21;8,7;0,87;8,8;0,91;8,7;0,87;8,8;0,70;8,7;0,80;
01.12.2022 11:13:22;8,7;0,95;8,8;0,87;8,7;1,00;8,8;0,72;8,7;0,84;
01.12.2022 11:13:23;8,7;0,92;8,8;0,82;8,7;0,92;8,8;0,74;8,8;0,77;
01.12.2022 11:13:24;8,7;0,81;8,8;0,79;8,7;0,82;8,8;0,65;8,8;0,71;
01.12.2022 11:13:25;8,8;0,73;8,8;0,67;8,7;0,76;8,8;0,58;8,8;0,63;
01.12.2022 11:13:26;8,8;0,75;8,8;0,65;8,7;0,76;8,8;0,60;8,8;0,65;
01.12.2022 11:13:27;8,8;0,68;8,8;0,68;8,7;0,68;8,9;0,57;8,8;0,61;
01.12.2022 11:13:28;8,8;0,68;8,8;0,64;8,8;0,69;8,9;0,54;8,8;0,57;
01.12.2022 11:13:29;8,8;0,78;8,8;0,64;8,8;0,84;8,9;0,60;8,8;0,62;
01.12.2022 11:13:30;8,8;0,86;8,8;0,80;8,7;0,90;8,9;0,67;8,8;0,72;
01.12.2022 11:13:31;8,8;0,91;8,8;0,79;8,7;0,93;8,9;0,70;8,8;0,75;
01.12.2022 11:13:32;8,8;1,02;8,8;0,89;8,7;1,07;8,8;0,83;8,8;0,91;
01.12.2022 11:13:33;8,7;1,01;8,8;0,99;8,7;1,03;8,8;0,82;8,8;0,86;
01.12.2022 11:13:34;8,7;1,03;8,8;1,04;8,7;1,06;8,8;0,88;8,7;0,95;
01.12.2022 11:13:35;8,7;0,93;8,8;0,97;8,7;0,95;8,8;0,80;8,7;0,87;
01.12.2022 11:13:36;8,7;0,88;8,8;0,89;8,7;0,92;8,8;0,72;8,7;0,82;
01.12.2022 11:13:37;8,7;0,94;8,8;0,91;8,7;1,00;8,8;0,76;8,7;0,85;
01.12.2022 11:13:38;8,7;0,92;8,8;0,93;8,7;0,95;8,8;0,75;8,7;0,85;
01.12.2022 11:13:39;8,7;0,86;8,8;0,89;8,7;0,90;8,8;0,72;8,7;0,79;
01.12.2022 11:13:40;8,7;0,80;8,8;0,83;8,7;0,82;8,8;0,64;8,8;0,72;
01.12.2022 11:13:41;8,7;0,73;8,8;0,71;8,7;0,72;8,8;0,62;8,8;0,64;
01.12.2022 11:13:42;8,7;0,78;8,8;0,62;8,7;0,84;8,8;0,64;8,8;0,62;
01.12.2022 11:13:43;8,7;0,91;8,8;0,85;8,7;0,91;8,8;0,72;8,8;0,79;
01.12.2022 11:13:44;8,7;0,83;8,8;0,85;8,7;0,87;8,8;0,70;8,8;0,75;
01.12.2022 11:13:45;8,7;0,87;8,8;0,88;8,7;0,90;8,8;0,67;8,8;0,78;
01.12.2022 11:13:46;8,7;0,79;8,8;0,83;8,7;0,80;8,8;0,69;8,8;0,71;
01.12.2022 11:13:47;8,7;0,84;8,8;0,84;8,7;0,89;8,8;0,62;8,8;0,75;
01.12.2022 11:13:48;8,7;0,85;8,8;0,84;8,7;0,93;8,8;0,69;8,8;0,76;
01.12.2022 11:13:49;8,7;0,92;8,8;0,89;8,7;0,99;8,8;0,74;8,8;0,83;
01.12.2022 11:13:50;8,7;0,96;8,8;0,97;8,7;1,00;8,8;0,75;8,8;0,90;
01.12.2022 11:13:51;8,7;0,84;8,8;0,91;8,7;0,90;8,8;0,66;8,8;0,80;
01.12.2022 11:13:52;8,7;0,97;8,8;0,85;8,7;0,99;8,8;0,74;8,8;0,79;
01.12.2022 11:13:53;8,7;1,00;8,8;0,91;8,7;1,05;8,8;0,83;8,8;0,85;
01.12.2022 11:13:54;8,7;1,04;8,8;1,00;8,7;1,09;8,8;0,83;8,8;0,96;
01.12.2022 11:13:55;8,7;0,92;8,8;0,96;8,7;0,91;8,8;0,78;8,8;0,82;
01.12.2022 11:13:56;8,7;0,89;8,8;0,79;8,8;0,88;8,9;0,69;8,8;0,73;
01.12.2022 11:13:57;8,7;0,87;8,8;0,83;8,8;0,89;8,8;0,74;8,8;0,81;
01.12.2022 11:13:58;8,8;0,88;8,8;0,83;8,8;0,92;8,9;0,69;8,8;0,77;
01.12.2022 11:13:59;8,7;0,91;8,8;0,88;8,8;0,93;8,9;0,77;8,8;0,80;
01.12.2022 11:14:00;8,7;0,94;8,8;0,87;8,7;0,99;8,8;0,75;8,8;0,83;
01.12.2022 11:14:01;8,7;0,93;8,8;0,95;8,7;0,97;8,8;0,78;8,8;0,87;
01.12.2022 11:14:02;8,7;0,94;8,8;0,93;8,7;0,97;8,8;0,76;8,8;0,82;
01.12.2022 11:14:03;8,7;0,88;8,8;0,88;8,7;0,94;8,8;0,71;8,8;0,81;
01.12.2022 11:14:04;8,7;0,87;8,8;0,88;8,8;0,91;8,9;0,65;8,8;0,81;
01.12.2022 11:14:05;8,7;0,88;8,8;0,87;8,8;0,92;8,9;0,69;8,8;0,74;
01.12.2022 11:14:06;8,7;0,97;8,8;0,90;8,7;1,03;8,9;0,76;8,8;0,86;
01.12.2022 11:14:07;8,7;1,02;8,8;0,99;8,7;1,04;8,8;0,84;8,8;0,91;
01.12.2022 11:14:08;8,7;1,04;8,8;1,00;8,7;1,09;8,8;0,85;---;---;
01.12.2022 11:14:09;8,7;1,07;8,8;1,00;8,7;1,20;8,8;0,82;---;---;
01.12.2022 11:14:10;8,7;1,16;8,8;1,17;8,7;1,21;8,8;0,95;---;---;
01.12.2022 11:14:11;8,7;1,17;8,8;1,06;8,7;1,28;8,8;1,00;---;---;
01.12.2022 11:14:12;8,7;1,20;8,8;1,25;8,7;1,30;8,8;0,97;---;---;
01.12.2022 11:14:13;8,7;1,25;8,8;1,21;8,7;1,29;8,8;1,02;---;---;
01.12.2022 11:14:14;8,7;1,21;8,8;1,21;8,7;1,30;8,8;1,01;---;---;
01.12.2022 11:14:15;8,7;1,23;8,8;1,17;8,7;1,29;8,8;0,99;---;---;
01.12.2022 11:14:16;8,7;1,27;8,8;1,26;8,7;1,35;8,8;1,00;---;---;
01.12.2022 11:14:17;8,7;1,27;8,8;1,26;8,7;1,32;8,8;1,03;---;---;
01.12.2022 11:14:18;8,7;1,39;8,8;1,39;8,7;1,48;8,8;1,12;---;---;
01.12.2022 11:14:19;8,7;1,43;8,8;1,39;8,7;1,48;8,8;1,16;---;---;
01.12.2022 11:14:20;8,7;1,45;8,8;1,39;8,7;1,48;8,8;1,24;---;---;
01.12.2022 11:14:21;8,7;1,32;8,8;1,31;8,7;1,34;8,8;1,11;---;---;
01.12.2022 11:14:22;8,8;1,21;8,8;1,24;8,8;1,20;8,9;1,10;---;---;
01.12.2022 11:14:23;8,8;1,16;8,9;1,06;8,8;1,15;8,9;0,94;---;---;
01.12.2022 11:14:24;8,8;1,19;8,9;1,12;8,8;1,23;8,9;1,00;---;---;
01.12.2022 11:14:25;8,8;1,13;8,9;1,12;8,8;1,23;8,9;0,92;---;---;
01.12.2022 11:14:26;8,8;1,38;8,9;1,33;8,8;1,47;8,9;1,03;---;---;
01.12.2022 11:14:27;8,8;1,36;8,8;1,43;8,8;1,54;8,9;1,15;---;---;
01.12.2022 11:14:28;8,8;1,42;8,9;1,45;8,8;1,49;8,9;1,11;---;---;
01.12.2022 11:14:29;8,8;1,38;8,8;1,34;8,8;1,44;8,9;1,10;---;---;
01.12.2022 11:14:30;8,8;1,38;8,8;1,38;8,8;1,42;8,9;1,09;---;---;
01.12.2022 11:14:31;8,8;1,33;8,9;1,25;8,8;1,34;8,9;1,08;---;---;
01.12.2022 11:14:32;8,8;1,26;8,9;1,19;8,8;1,26;8,9;1,06;---;---;
01.12.2022 11:14:33;8,8;1,17;8,9;1,26;8,8;1,28;8,9;0,88;---;---;
01.12.2022 11:14:34;8,8;1,22;8,9;1,12;8,8;1,25;8,9;0,99;---;---;
01.12.2022 11:14:35;8,8;1,30;8,9;1,25;8,8;1,35;8,9;1,07;---;---;
01.12.2022 11:14:36;8,8;1,13;8,9;1,04;8,8;1,11;8,9;0,98;8,9;---;
01.12.2022 11:14:37;8,8;0,93;8,9;0,84;8,8;0,93;8,9;0,86;8,9;1,17;
01.12.2022 11:14:38;8,8;0,94;9,0;0,82;8,9;0,96;8,9;0,74;8,9;0,89;
01.12.2022 11:14:39;8,8;0,96;9,0;0,77;8,9;0,96;9,0;0,74;8,9;0,77;
01.12.2022 11:14:40;8,8;0,91;9,0;0,81;8,9;0,91;9,0;0,83;8,9;0,74;
01.12.2022 11:14:41;8,9;0,85;9,0;0,64;8,9;0,86;9,0;0,64;8,9;0,62;
01.12.2022 11:14:42;8,9;0,84;9,0;0,64;8,9;0,87;9,0;0,62;8,9;0,66;
01.12.2022 11:14:43;8,9;0,84;9,0;0,67;8,9;0,84;9,0;0,65;8,9;0,63;
01.12.2022 11:14:44;8,9;0,79;9,0;0,68;8,9;0,78;9,0;0,62;8,9;0,61;
01.12.2022 11:14:45;8,9;0,69;9,0;0,59;8,9;0,75;9,0;0,57;9,0;0,57;
01.12.2022 11:14:46;8,9;0,71;9,0;0,60;8,9;0,69;9,0;0,54;9,0;0,52;
01.12.2022 11:14:47;8,9;0,68;9,0;0,61;8,9;0,72;9,0;0,57;9,0;0,57;
01.12.2022 11:14:48;8,9;0,85;9,0;0,63;8,9;0,85;9,0;0,65;9,0;0,59;
01.12.2022 11:14:49;8,9;0,68;9,0;0,76;8,9;0,68;9,0;0,60;9,0;0,56;
01.12.2022 11:14:50;8,9;0,69;9,0;0,60;8,9;0,70;9,0;0,45;9,0;0,52;
01.12.2022 11:14:51;8,9;0,80;9,0;0,61;8,9;0,81;9,0;0,61;9,0;0,55;
01.12.2022 11:14:52;8,9;0,71;9,1;0,65;9,0;0,74;9,0;0,60;---;---;
01.12.2022 11:14:53;8,9;0,55;9,1;0,61;9,0;0,58;9,0;0,60;---;---;
01.12.2022 11:14:54;8,9;0,62;9,1;0,52;9,0;0,62;9,1;0,43;---;---;
01.12.2022 11:14:55;9,0;0,59;9,1;0,59;9,0;0,50;9,1;0,52;---;---;
01.12.2022 11:14:56;9,0;0,48;9,1;0,42;9,0;0,52;9,1;0,38;---;---;
01.12.2022 11:14:57;9,0;0,57;9,1;0,58;9,0;0,59;9,1;0,38;---;---;
01.12.2022 11:14:58;8,9;0,88;9,1;0,83;9,0;0,87;9,1;0,71;---;---;
01.12.2022 11:14:59;9,0;0,70;9,1;0,74;9,0;0,80;9,1;0,60;---;---;
01.12.2022 11:15:00;8,9;0,71;9,1;0,84;9,0;0,79;9,1;0,49;---;---;
01.12.2022 11:15:01;8,9;0,89;9,1;0,74;9,0;0,91;9,1;0,60;---;---;
01.12.2022 11:15:02;8,9;0,86;9,1;0,83;9,0;0,88;9,1;0,65;---;---;
01.12.2022 11:15:03;8,9;0,79;9,1;0,65;9,0;0,77;9,1;0,54;---;---;
01.12.2022 11:15:04;8,9;0,89;9,1;0,64;9,0;0,81;9,1;0,58;9,0;2,76;
01.12.2022 11:15:05;8,9;0,81;9,1;0,62;9,0;0,73;9,0;0,66;9,0;0,62;
01.12.2022 11:15:06;8,9;0,72;9,1;0,61;9,0;0,72;9,0;0,56;9,0;0,61;
01.12.2022 11:15:07;8,9;0,69;9,1;0,70;9,0;0,72;9,1;0,50;9,0;0,62;
01.12.2022 11:15:08;8,9;0,70;9,1;0,63;9,0;0,70;9,1;0,49;9,0;0,56;
01.12.2022 11:15:09;8,9;0,67;9,1;0,64;8,9;0,69;9,1;0,47;9,0;0,58;
01.12.2022 11:15:10;8,9;0,70;9,1;0,69;8,9;0,75;9,1;0,51;9,0;0,63;
01.12.2022 11:15:11;8,9;0,75;9,1;0,74;9,0;0,78;9,1;0,57;9,0;0,64;
01.12.2022 11:15:12;8,9;0,76;9,0;0,74;8,9;0,78;9,1;0,61;9,0;0,62;
01.12.2022 11:15:13;8,9;0,64;9,1;0,57;8,9;0,64;9,0;0,56;9,0;0,51;
01.12.2022 11:15:14;8,9;0,56;9,1;0,58;9,0;0,61;9,1;0,36;9,0;0,53;
01.12.2022 11:15:15;8,9;0,44;9,1;0,31;9,0;0,37;9,1;0,37;9,0;0,39;
01.12.2022 11:15:16;9,0;0,26;9,1;0,22;9,0;0,24;9,1;0,26;9,0;0,19;
01.12.2022 11:15:17;9,0;0,26;9,1;0,17;9,0;0,29;9,1;0,20;9,0;0,17;
