Data Ora;348 [°C];348 [m/s];261 [°C];261 [m/s];590 [°C];590 [m/s];154 [°C];154 [m/s];789 [°C];789 [m/s];
01.12.2022 11:15:18;9,0;0,30;9,1;0,15;9,0;0,35;9,1;0,23;9,1;0,18;
01.12.2022 11:15:19;9,0;0,43;9,1;0,22;9,0;0,40;9,1;0,30;9,1;0,22;
01.12.2022 11:15:20;9,0;0,21;9,2;0,14;9,0;0,21;9,1;0,29;9,1;0,14;
01.12.2022 11:15:21;9,0;0,18;9,2;0,12;9,0;0,22;9,1;0,10;9,1;0,14;
01.12.2022 11:15:22;9,0;0,25;9,2;0,11;9,0;0,29;9,1;0,19;9,1;0,15;
01.12.2022 11:15:23;9,0;0,16;9,2;0,11;9,0;0,23;9,2;0,10;9,1;0,13;
01.12.2022 11:15:24;9,0;0,11;9,2;0,10;9,1;0,19;9,2;0,09;9,1;0,13;
01.12.2022 11:15:25;9,0;0,13;9,2;0,09;9,1;0,12;9,2;0,06;9,1;0,09;
01.12.2022 11:15:26;9,1;0,11;9,2;0,08;9,1;0,12;9,2;0,08;9,1;0,09;
01.12.2022 11:15:27;9,1;0,12;9,2;0,11;9,1;0,12;9,2;0,08;9,1;0,10;
01.12.2022 11:15:28;9,1;0,30;9,2;0,23;9,1;0,35;9,2;0,11;9,1;0,21;
01.12.2022 11:15:29;9,0;0,44;9,2;0,44;9,1;0,43;9,2;0,36;9,1;0,33;
01.12.2022 11:15:30;9,0;0,43;9,2;0,40;9,1;0,36;9,1;0,41;9,1;0,30;
01.12.2022 11:15:31;9,0;0,55;9,2;0,41;9,0;0,51;9,1;0,43;9,1;0,33;
01.12.2022 11:15:32;9,0;0,60;9,1;0,55;9,0;0,60;9,1;0,48;9,1;0,48;
01.12.2022 11:15:33;9,0;0,62;9,1;0,62;9,0;0,65;9,1;0,50;9,1;0,56;
01.12.2022 11:15:34;9,0;0,68;9,1;0,63;9,0;0,69;9,1;0,53;9,0;0,58;
01.12.2022 11:15:35;9,0;0,70;9,1;0,65;9,0;0,70;9,1;0,59;9,0;0,56;
01.12.2022 11:15:36;9,0;0,42;9,1;0,59;9,0;0,49;9,1;0,42;9,1;0,43;
01.12.2022 11:15:37;9,0;0,35;9,1;0,39;9,0;0,43;9,1;0,36;9,1;0,32;
01.12.2022 11:15:38;9,0;0,54;9,1;0,50;9,0;0,53;9,1;0,55;9,1;0,42;
01.12.2022 11:15:39;9,0;0,92;9,1;0,63;9,0;0,94;9,1;0,81;9,0;0,71;
01.12.2022 11:15:40;8,9;1,02;9,1;0,88;9,0;1,04;9,1;0,83;9,0;0,83;
01.12.2022 11:15:41;8,9;1,06;9,1;0,94;8,9;1,08;9,0;0,88;9,0;0,88;
01.12.2022 11:15:42;8,9;0,89;9,1;0,86;8,9;0,96;9,0;0,81;9,0;0,80;
01.12.2022 11:15:43;8,9;0,82;9,0;0,85;8,9;0,85;9,0;0,64;9,0;0,74;
01.12.2022 11:15:44;8,9;0,76;9,0;0,71;8,9;0,72;9,0;0,64;9,0;0,62;
01.12.2022 11:15:45;8,9;0,69;9,0;0,63;8,9;0,71;9,0;0,58;9,0;0,62;
01.12.2022 11:15:46;8,9;0,62;9,0;0,61;8,9;0,63;9,0;0,53;9,0;0,55;
01.12.2022 11:15:47;8,9;0,53;9,1;0,52;8,9;0,55;9,0;0,45;9,0;0,49;
01.12.2022 11:15:48;8,9;0,50;9,1;0,47;9,0;0,53;9,1;0,43;9,0;0,47;
01.12.2022 11:15:49;9,0;0,38;9,1;0,31;9,0;0,44;9,1;0,36;9,0;0,40;
01.12.2022 11:15:50;9,0;0,48;9,1;0,50;9,0;0,54;9,1;0,33;9,0;0,43;
01.12.2022 11:15:51;8,9;0,56;9,1;0,45;9,0;0,59;9,1;0,39;9,0;0,51;
01.12.2022 11:15:52;9,0;0,50;9,1;0,58;9,0;0,56;9,1;0,42;9,0;0,49;
01.12.2022 11:15:53;8,9;0,61;9,1;0,66;9,0;0,68;9,1;0,46;9,0;0,58;
01.12.2022 11:15:54;8,9;0,70;9,1;0,60;9,0;0,66;9,1;0,59;9,0;0,52;
01.12.2022 11:15:55;8,9;0,69;9,1;0,60;9,0;0,64;9,1;0,57;9,0;0,51;
01.12.2022 11:15:56;8,9;0,75;9,1;0,65;9,0;0,76;9,1;0,53;9,0;0,61;
01.12.2022 11:15:57;8,9;0,68;9,1;0,58;9,0;0,59;9,1;0,61;9,0;0,47;
01.12.2022 11:15:58;9,0;0,38;9,1;0,33;9,0;0,34;9,1;0,40;9,1;0,28;
01.12.2022 11:15:59;9,0;0,20;9,2;0,21;9,0;0,22;9,1;0,19;9,1;0,19;
01.12.2022 11:16:00;9,0;0,26;9,2;0,34;9,0;0,22;9,1;0,17;9,1;0,22;
01.12.2022 11:16:01;9,0;0,37;9,2;0,50;9,1;0,32;9,2;0,22;9,1;0,29;
01.12.2022 11:16:02;9,0;0,42;9,2;0,40;9,1;0,39;9,2;0,32;9,1;0,33;
01.12.2022 11:16:03;9,0;0,57;9,2;0,49;9,1;0,60;9,2;0,31;9,1;0,40;
01.12.2022 11:16:04;9,0;0,56;9,2;0,62;9,1;0,48;9,2;0,53;9,1;0,41;
01.12.2022 11:16:05;9,0;0,52;9,2;0,60;9,1;0,47;9,2;0,38;9,1;0,37;
01.12.2022 11:16:06;9,0;0,71;9,2;0,47;9,1;0,68;9,2;0,40;9,1;0,40;
01.12.2022 11:16:07;9,0;0,62;9,2;0,67;9,1;0,61;9,2;0,42;9,1;0,38;
01.12.2022 11:16:08;9,0;0,93;9,2;0,66;9,1;0,86;9,2;0,67;9,1;0,57;
01.12.2022 11:16:09;9,0;1,03;9,2;0,76;9,0;0,98;9,1;0,78;9,1;0,67;
01.12.2022 11:16:10;9,0;1,00;9,2;0,95;9,0;1,10;9,1;0,64;9,1;0,85;
01.12.2022 11:16:11;9,0;0,68;9,2;0,71;9,0;0,71;9,1;0,49;9,1;0,62;
01.12.2022 11:16:12;9,0;0,58;9,2;0,51;9,0;0,59;9,2;0,33;9,1;0,39;
01.12.2022 11:16:13;9,0;0,44;9,2;0,51;9,1;0,45;9,2;0,27;9,1;0,34;
01.12.2022 11:16:14;9,0;0,29;9,2;0,26;9,1;0,30;9,2;0,16;9,1;0,19;
01.12.2022 11:16:15;9,0;0,41;9,2;0,21;9,1;0,37;9,2;0,23;9,1;0,21;
01.12.2022 11:16:16;9,0;0,29;9,2;0,21;9,1;0,27;9,2;0,24;9,1;0,18;
01.12.2022 11:16:17;9,0;0,60;9,2;0,36;9,1;0,64;9,2;0,20;9,1;0,34;
01.12.2022 11:16:18;9,0;0,39;9,2;0,59;9,1;0,42;9,2;0,33;9,1;0,38;
01.12.2022 11:16:19;9,1;0,32;9,2;0,34;9,1;0,44;9,2;0,16;9,1;0,30;
01.12.2022 11:16:20;9,1;0,19;9,2;0,25;9,1;0,23;9,2;0,13;9,1;0,20;
01.12.2022 11:16:21;9,1;0,19;9,2;0,23;9,1;0,21;9,2;0,10;9,1;0,19;
01.12.2022 11:16:22;9,1;0,20;9,2;0,23;9,1;0,22;9,2;0,16;9,2;0,20;
01.12.2022 11:16:23;9,1;0,20;9,2;0,23;9,1;0,26;9,2;0,13;9,2;0,20;
01.12.2022 11:16:24;9,1;0,19;9,2;0,26;9,1;0,22;9,2;0,17;9,2;0,17;
01.12.2022 11:16:25;9,1;0,16;9,2;0,24;9,1;0,21;9,2;0,17;9,2;0,20;
01.12.2022 11:16:26;9,1;0,18;9,3;0,28;9,1;0,19;9,2;0,15;9,2;0,19;
01.12.2022 11:16:27;9,1;0,18;9,3;0,24;9,1;0,21;9,2;0,16;9,2;0,21;
01.12.2022 11:16:28;9,1;0,21;9,3;0,25;9,1;0,29;9,2;0,18;9,2;0,21;
01.12.2022 11:16:29;9,1;0,17;9,3;0,32;9,1;0,21;9,2;0,24;9,2;0,23;
01.12.2022 11:16:30;9,1;0,22;9,3;0,25;9,1;0,28;9,2;0,14;9,2;0,26;
01.12.2022 11:16:31;9,1;0,16;9,3;0,17;9,1;0,20;9,2;0,10;9,2;0,15;
01.12.2022 11:16:32;9,1;0,20;9,3;0,19;9,1;0,36;9,2;0,09;9,2;0,19;
01.12.2022 11:16:33;9,1;0,24;9,3;0,21;9,1;0,34;9,2;0,12;9,2;0,22;
01.12.2022 11:16:34;9,1;0,45;9,3;0,28;9,1;0,65;9,2;0,13;9,2;0,45;
01.12.2022 11:16:35;9,0;0,61;9,3;0,39;9,1;0,75;9,2;0,22;9,1;0,53;
01.12.2022 11:16:36;9,0;0,63;9,2;0,48;9,1;0,74;9,2;0,43;9,1;0,56;
01.12.2022 11:16:37;9,0;0,49;9,2;0,38;9,1;0,55;9,2;0,29;9,1;0,47;
01.12.2022 11:16:38;9,0;0,43;9,2;0,49;9,1;0,55;9,2;0,23;9,1;0,47;
01.12.2022 11:16:39;9,0;0,44;9,2;0,52;9,1;0,47;9,2;0,33;9,1;0,43;
01.12.2022 11:16:40;9,0;0,31;9,2;0,41;9,1;0,26;9,2;0,29;9,1;0,32;
01.12.2022 11:16:41;9,1;0,18;9,2;0,18;9,1;0,23;9,2;0,11;9,1;0,15;
01.12.2022 11:16:42;9,1;0,21;9,2;0,27;9,1;0,26;9,2;0,15;9,1;0,19;
01.12.2022 11:16:43;9,1;0,26;9,2;0,23;9,1;0,33;9,2;0,17;9,1;0,24;
01.12.2022 11:16:44;9,1;0,30;9,2;0,26;9,1;0,31;9,2;0,27;9,1;0,27;
01.12.2022 11:16:45;9,1;0,21;9,2;0,21;9,1;0,20;9,2;0,18;9,2;0,19;
01.12.2022 11:16:46;9,1;0,28;9,3;0,17;9,1;0,24;9,3;0,15;9,2;0,16;
01.12.2022 11:16:47;9,1;0,26;9,3;0,33;9,1;0,38;9,3;0,25;9,2;0,33;
01.12.2022 11:16:48;9,1;0,22;9,3;0,46;9,1;0,32;9,3;0,22;9,2;0,35;
01.12.2022 11:16:49;9,1;0,32;9,2;0,63;9,1;0,38;9,3;0,18;9,2;0,42;
01.12.2022 11:16:50;9,1;0,38;9,2;0,75;9,1;0,55;9,3;0,27;9,2;0,56;
01.12.2022 11:16:51;9,1;0,41;9,2;0,69;9,1;0,51;9,3;0,32;9,2;0,50;
01.12.2022 11:16:52;9,1;0,22;9,2;0,48;9,1;0,27;9,3;0,24;9,2;0,30;
01.12.2022 11:16:53;9,1;0,20;9,2;0,33;9,1;0,24;9,3;0,17;9,2;0,22;
01.12.2022 11:16:54;9,1;0,29;9,2;0,28;9,2;0,32;9,3;0,25;9,2;0,24;
01.12.2022 11:16:55;9,1;0,24;9,3;0,37;9,2;0,32;9,3;0,24;9,2;0,25;
01.12.2022 11:16:56;9,1;0,17;9,3;0,27;9,2;0,17;9,3;0,16;9,2;0,18;
01.12.2022 11:16:57;9,1;0,20;9,3;0,20;9,2;0,26;9,3;0,20;9,2;0,19;
01.12.2022 11:16:58;9,1;0,15;9,3;0,30;9,2;0,18;9,3;0,13;9,2;0,19;
01.12.2022 11:16:59;9,1;0,20;9,3;0,20;9,2;0,25;9,3;0,16;9,2;0,21;
01.12.2022 11:17:00;9,1;0,21;9,3;0,21;9,2;0,23;9,3;0,18;9,2;0,21;
01.12.2022 11:17:01;9,1;0,18;9,3;0,17;9,2;0,18;9,3;0,19;9,2;0,17;
01.12.2022 11:17:02;9,1;0,16;9,3;0,19;9,2;0,16;9,3;0,11;9,2;0,14;
01.12.2022 11:17:03;9,1;0,23;9,3;0,22;9,2;0,30;9,3;0,15;9,2;0,17;
01.12.2022 11:17:04;9,1;0,44;9,3;0,37;9,2;0,49;9,3;0,19;9,2;0,44;
01.12.2022 11:17:05;9,1;0,43;9,3;0,49;9,2;0,45;9,3;0,23;9,2;0,40;
01.12.2022 11:17:06;9,1;0,35;9,3;0,30;9,2;0,34;9,3;0,27;9,2;0,25;
01.12.2022 11:17:07;9,1;0,26;9,3;0,23;9,2;0,25;9,3;0,14;9,2;0,18;
01.12.2022 11:17:08;9,1;0,37;9,3;0,34;9,2;0,39;9,3;0,20;9,2;0,31;
01.12.2022 11:17:09;9,1;0,33;9,3;0,24;9,2;0,35;9,3;0,23;9,2;0,21;
01.12.2022 11:17:10;9,1;0,49;9,3;0,52;9,2;0,59;9,3;0,34;9,2;0,39;
01.12.2022 11:17:11;9,1;0,55;9,3;0,55;9,2;0,63;9,3;0,40;9,2;0,47;
01.12.2022 11:17:12;9,1;0,54;9,3;0,46;9,2;0,64;9,3;0,28;9,2;0,41;
01.12.2022 11:17:13;9,1;0,43;9,3;0,37;9,2;0,53;9,3;0,37;9,2;0,39;
01.12.2022 11:17:14;9,1;0,64;9,3;0,48;9,1;0,73;9,3;0,35;9,2;0,56;
01.12.2022 11:17:15;9,1;0,70;9,2;0,57;9,1;0,83;9,3;0,44;9,2;0,61;
01.12.2022 11:17:16;9,1;0,79;9,2;0,76;9,1;0,82;9,3;0,60;9,1;0,63;
01.12.2022 11:17:17;9,0;0,77;9,2;0,77;9,1;0,81;9,2;0,56;9,1;0,65;
01.12.2022 11:17:18;9,0;0,80;9,2;0,67;9,1;0,90;9,2;0,44;9,1;0,62;
01.12.2022 11:17:19;9,0;0,89;9,2;0,70;9,1;0,92;9,2;0,67;9,1;0,63;
01.12.2022 11:17:20;9,0;0,97;9,2;0,78;9,1;1,00;9,2;0,73;9,1;0,68;
01.12.2022 11:17:21;9,0;0,97;9,2;0,88;9,1;1,00;9,2;0,69;9,1;0,78;
01.12.2022 11:17:22;9,0;0,89;9,2;0,84;9,0;0,92;9,2;0,67;9,1;0,72;
01.12.2022 11:17:23;9,0;0,80;9,2;0,87;9,0;0,90;9,2;0,50;9,1;0,73;
01.12.2022 11:17:24;9,0;0,77;9,2;0,75;9,0;0,81;9,2;0,55;9,1;0,64;
01.12.2022 11:17:25;9,0;0,76;9,2;0,67;9,0;0,77;9,2;0,50;9,1;0,55;
01.12.2022 11:17:26;9,0;0,87;9,2;0,52;9,0;0,87;9,2;0,61;9,1;0,54;
01.12.2022 11:17:27;9,0;0,61;9,2;0,38;9,0;0,65;9,2;0,43;9,1;0,39;
01.12.2022 11:17:28;9,0;0,72;9,2;0,58;9,0;0,70;9,2;0,50;9,1;0,49;
01.12.2022 11:17:29;9,0;0,88;9,2;0,76;9,0;0,89;9,2;0,63;9,1;0,67;
01.12.2022 11:17:30;9,0;0,94;9,1;0,81;9,0;0,98;9,2;0,64;9,1;0,72;
01.12.2022 11:17:31;9,0;1,00;9,1;0,91;9,0;1,01;9,2;0,76;9,0;0,83;
01.12.2022 11:17:32;9,0;0,91;9,1;0,95;9,0;0,95;9,1;0,73;9,0;0,83;
01.12.2022 11:17:33;9,0;0,83;9,1;0,71;9,0;0,83;9,1;0,63;9,0;0,69;
01.12.2022 11:17:34;8,9;0,78;9,1;0,76;9,0;0,84;9,1;0,61;9,0;0,71;
01.12.2022 11:17:35;8,9;0,70;9,1;0,72;9,0;0,76;9,1;0,56;9,0;0,63;
01.12.2022 11:17:36;9,0;0,57;9,1;0,57;9,0;0,60;9,1;0,44;9,0;0,52;
01.12.2022 11:17:37;8,9;0,57;9,1;0,55;9,0;0,59;9,1;0,45;9,0;0,51;
01.12.2022 11:17:38;8,9;0,55;9,1;0,56;9,0;0,60;9,1;0,42;9,0;0,51;
01.12.2022 11:17:39;8,9;0,52;9,1;0,52;9,0;0,48;9,1;0,42;9,0;0,44;
01.12.2022 11:17:40;8,9;0,55;9,1;0,56;9,0;0,59;9,1;0,44;9,0;0,50;
01.12.2022 11:17:41;8,9;0,53;9,1;0,55;8,9;0,57;9,1;0,41;9,0;0,46;
01.12.2022 11:17:42;8,9;0,52;9,1;0,53;9,0;0,52;9,1;0,38;9,0;0,48;
01.12.2022 11:17:43;8,9;0,51;9,1;0,53;9,0;0,56;9,1;0,42;9,0;0,48;
01.12.2022 11:17:44;8,9;0,64;9,1;0,51;8,9;0,69;9,1;0,48;9,0;0,51;
01.12.2022 11:17:45;8,9;0,67;9,1;0,56;8,9;0,73;9,1;0,49;9,0;0,54;
01.12.2022 11:17:46;8,9;0,59;9,1;0,56;8,9;0,62;9,1;0,47;9,0;0,51;
01.12.2022 11:17:47;8,9;0,61;9,1;0,55;8,9;0,63;9,1;0,44;9,0;0,53;
01.12.2022 11:17:48;8,9;0,58;9,0;0,59;8,9;0,59;9,1;0,45;9,0;0,53;
01.12.2022 11:17:49;8,9;0,58;9,0;0,57;8,9;0,58;9,1;0,45;9,0;0,52;
01.12.2022 11:17:50;8,9;0,49;9,0;0,45;8,9;0,49;9,1;0,41;9,0;0,43;
01.12.2022 11:17:51;8,9;0,42;9,1;0,41;9,0;0,42;9,1;0,33;9,0;0,40;
01.12.2022 11:17:52;8,9;0,47;9,1;0,42;9,0;0,49;9,1;0,37;9,0;0,38;
01.12.2022 11:17:53;9,0;0,49;9,1;0,42;9,0;0,48;9,1;0,40;9,0;0,39;
01.12.2022 11:17:54;9,0;0,58;9,1;0,55;9,0;0,57;9,1;0,49;9,0;0,45;
01.12.2022 11:17:55;9,0;0,56;9,1;0,49;9,0;0,53;9,1;0,47;9,0;0,43;
01.12.2022 11:17:56;9,0;0,40;9,1;0,43;9,0;0,43;9,1;0,35;9,0;0,38;
01.12.2022 11:17:57;9,0;0,35;9,1;0,29;9,0;0,40;9,1;0,17;9,0;0,35;
01.12.2022 11:17:58;9,0;0,23;9,1;0,20;9,0;0,24;9,2;0,17;9,1;0,18;
01.12.2022 11:17:59;9,0;0,17;9,1;0,16;9,0;0,22;9,2;0,12;9,1;0,15;
01.12.2022 11:18:00;9,0;0,26;9,2;0,15;9,0;0,34;9,2;0,08;9,1;0,19;
01.12.2022 11:18:01;9,0;0,34;9,2;0,15;9,0;0,41;9,2;0,30;9,1;0,30;
01.12.2022 11:18:02;9,0;0,41;9,2;0,17;9,0;0,39;9,2;0,19;9,1;0,28;
01.12.2022 11:18:03;9,0;0,43;9,2;0,14;9,0;0,42;9,2;0,34;9,1;0,25;
01.12.2022 11:18:04;9,0;0,41;9,2;0,25;9,0;0,39;9,2;0,37;9,1;0,28;
01.12.2022 11:18:05;9,0;0,28;9,2;0,28;9,0;0,33;9,2;0,23;9,1;0,28;
01.12.2022 11:18:06;9,0;0,22;9,2;0,28;9,0;0,33;9,2;0,21;9,1;0,12;
01.12.2022 11:18:07;9,0;0,35;9,2;0,24;9,0;0,27;9,2;0,39;9,1;0,22;
01.12.2022 11:18:08;9,0;0,45;9,2;0,33;9,0;0,43;9,1;0,37;9,1;0,35;
01.12.2022 11:18:09;9,0;0,46;9,1;0,37;9,0;0,43;9,1;0,31;9,1;0,37;
01.12.2022 11:18:10;9,0;0,41;9,1;0,37;9,0;0,42;9,1;0,33;9,0;0,35;
01.12.2022 11:18:11;9,0;0,39;9,1;0,32;9,0;0,38;9,1;0,28;9,1;0,31;
01.12.2022 11:18:12;9,0;0,37;9,1;0,40;9,0;0,39;9,2;0,27;9,0;0,36;
01.12.2022 11:18:13;9,0;0,42;9,1;0,51;9,0;0,43;9,1;0,33;9,0;0,39;
01.12.2022 11:18:14;8,9;0,47;9,1;0,55;8,9;0,54;9,1;0,39;9,0;0,47;
01.12.2022 11:18:15;8,9;0,55;9,0;0,54;8,9;0,59;9,1;0,43;9,0;0,50;
01.12.2022 11:18:16;8,9;0,60;9,0;0,57;8,9;0,63;9,1;0,47;9,0;0,54;
01.12.2022 11:18:17;8,9;0,61;9,0;0,55;8,9;0,66;9,1;0,47;9,0;0,52;
01.12.2022 11:18:18;8,9;0,61;9,0;0,50;8,9;0,62;9,1;0,50;9,0;0,49;
01.12.2022 11:18:19;8,9;0,55;9,0;0,43;8,9;0,54;9,1;0,49;9,0;0,43;
01.12.2022 11:18:20;8,9;0,54;9,0;0,44;8,9;0,55;9,1;0,44;9,0;0,43;
01.12.2022 11:18:21;8,9;0,56;9,1;0,43;8,9;0,56;9,1;0,45;9,0;0,42;
01.12.2022 11:18:22;8,9;0,56;9,1;0,44;8,9;0,55;9,1;0,47;9,0;0,39;
01.12.2022 11:18:23;8,9;0,50;9,1;0,42;8,9;0,52;9,1;0,42;9,0;0,41;
01.12.2022 11:18:24;8,9;0,55;9,1;0,48;8,9;0,58;9,1;0,43;9,0;0,46;
01.12.2022 11:18:25;8,9;0,57;9,0;0,56;8,9;0,57;9,1;0,46;9,0;0,51;
01.12.2022 11:18:26;8,9;0,61;9,0;0,60;8,9;0,62;9,1;0,47;9,0;0,53;
01.12.2022 11:18:27;8,9;0,62;9,0;0,58;8,9;0,63;9,1;0,50;9,0;0,53;
01.12.2022 11:18:28;8,9;0,60;9,0;0,61;8,9;0,63;9,1;0,53;9,0;0,52;
01.12.2022 11:18:29;8,9;0,76;9,0;0,68;8,9;0,74;9,1;0,58;9,0;0,61;
01.12.2022 11:18:30;8,9;0,68;9,0;0,63;8,9;0,72;9,0;0,56;8,9;0,60;
01.12.2022 11:18:31;8,9;0,67;9,0;0,60;8,9;0,69;9,0;0,55;8,9;0,57;
01.12.2022 11:18:32;8,9;0,59;9,0;0,63;8,9;0,59;9,0;0,53;8,9;0,54;
01.12.2022 11:18:33;8,9;0,49;9,0;0,48;8,9;0,48;9,0;0,40;9,0;0,40;
01.12.2022 11:18:34;8,9;0,52;9,0;0,41;8,9;0,46;9,1;0,41;9,0;0,38;
01.12.2022 11:18:35;8,9;0,66;9,0;0,64;8,9;0,79;9,1;0,51;9,0;0,66;
01.12.2022 11:18:36;8,9;0,60;9,0;0,74;8,9;0,64;9,0;0,53;9,0;0,58;
01.12.2022 11:18:37;8,9;0,55;9,0;0,62;8,9;0,56;9,1;0,37;9,0;0,44;
01.12.2022 11:18:38;8,9;0,75;9,0;0,79;8,9;0,79;9,1;0,61;9,0;0,68;
01.12.2022 11:18:39;8,9;0,75;9,0;0,84;8,9;0,78;9,1;0,61;9,0;0,66;
01.12.2022 11:18:40;8,9;0,66;9,0;0,66;8,9;0,71;9,1;0,47;9,0;0,53;
01.12.2022 11:18:41;8,9;0,59;9,0;0,61;8,9;0,68;9,1;0,40;9,0;0,53;
01.12.2022 11:18:42;8,9;0,52;9,1;0,42;8,9;0,64;9,1;0,37;9,0;0,40;
01.12.2022 11:18:43;8,9;0,74;9,1;0,44;8,9;0,77;9,1;0,48;9,0;0,60;
01.12.2022 11:18:44;8,9;0,65;9,1;0,64;8,9;0,73;9,1;0,43;9,0;0,55;
01.12.2022 11:18:45;8,9;0,63;9,1;0,55;8,9;0,65;9,1;0,49;9,0;0,47;
01.12.2022 11:18:46;9,0;0,44;9,1;0,44;9,0;0,49;9,1;0,37;9,0;0,38;
01.12.2022 11:18:47;9,0;0,35;9,1;0,42;9,0;0,38;9,1;0,26;9,0;0,31;
01.12.2022 11:18:48;9,0;0,41;9,1;0,39;9,0;0,38;9,1;0,27;9,0;0,29;
01.12.2022 11:18:49;9,0;0,67;9,1;0,61;9,0;0,67;9,1;0,39;9,0;0,52;
01.12.2022 11:18:50;9,0;0,57;9,1;0,59;9,0;0,55;9,1;0,46;9,0;0,45;
01.12.2022 11:18:51;9,0;0,34;9,1;0,49;9,0;0,32;9,1;0,32;9,0;0,27;
01.12.2022 11:18:52;9,0;0,33;9,1;0,33;9,0;0,30;9,1;0,19;9,0;0,23;
01.12.2022 11:18:53;9,0;0,57;9,1;0,61;9,0;0,67;9,1;0,41;9,0;0,48;
01.12.2022 11:18:54;9,0;0,25;9,1;0,35;9,0;0,37;9,1;0,20;9,0;0,35;
01.12.2022 11:18:55;9,0;0,20;9,1;0,21;9,0;0,28;9,1;0,12;9,0;0,20;
01.12.2022 11:18:56;9,0;0,20;9,1;0,21;9,0;0,24;9,1;0,11;9,0;0,16;
01.12.2022 11:18:57;9,0;0,22;9,1;0,20;9,0;0,26;9,1;0,10;9,0;0,15;
01.12.2022 11:18:58;9,0;0,26;9,1;0,16;9,0;0,37;9,1;0,13;9,0;0,17;
01.12.2022 11:18:59;9,0;0,37;9,1;0,19;9,0;0,47;9,1;0,16;9,0;0,26;
01.12.2022 11:19:00;9,0;0,32;9,1;0,27;9,0;0,44;9,1;0,16;9,0;0,31;
01.12.2022 11:19:01;9,0;0,23;9,1;0,20;9,0;0,31;9,1;0,12;9,0;0,20;
01.12.2022 11:19:02;9,0;0,33;9,1;0,25;9,0;0,39;9,1;0,13;9,0;0,27;
01.12.2022 11:19:03;9,0;0,21;9,1;0,36;9,0;0,26;9,1;0,15;9,1;0,19;
01.12.2022 11:19:04;9,0;0,28;9,1;0,27;9,0;0,34;9,1;0,13;9,1;0,22;
01.12.2022 11:19:05;9,0;0,24;9,1;0,17;9,0;0,29;9,2;0,14;9,1;0,16;
01.12.2022 11:19:06;9,0;0,17;9,1;0,17;9,0;0,23;9,2;0,11;9,1;0,16;
01.12.2022 11:19:07;9,0;0,28;9,1;0,23;9,0;0,42;9,2;0,07;9,1;0,23;
01.12.2022 11:19:08;9,0;0,30;9,1;0,26;9,0;0,35;9,2;0,08;9,1;0,23;
01.12.2022 11:19:09;9,0;0,19;9,2;0,25;9,0;0,16;9,2;0,07;9,1;0,19;
01.12.2022 11:19:10;9,0;0,09;9,2;0,13;9,0;0,11;9,2;0,06;9,1;0,11;
01.12.2022 11:19:11;9,0;0,15;9,2;0,13;9,0;0,13;9,2;0,12;9,1;0,06;
01.12.2022 11:19:12;9,0;0,09;9,2;0,10;9,0;0,09;9,2;0,04;9,1;0,07;
01.12.2022 11:19:13;9,0;0,09;9,2;0,15;9,0;0,12;9,2;0,02;9,1;0,12;
01.12.2022 11:19:14;9,0;0,20;9,2;0,15;9,0;0,17;9,2;0,10;9,1;0,15;
01.12.2022 11:19:15;9,0;0,14;9,2;0,16;9,0;0,17;9,2;0,15;9,1;0,18;
01.12.2022 11:19:16;9,0;0,15;9,2;0,14;9,0;0,13;9,2;0,11;9,1;0,10;
01.12.2022 11:19:17;9,0;0,12;9,2;0,14;9,0;0,13;9,2;0,09;9,1;0,10;
01.12.2022 11:19:18;9,0;0,11;9,2;0,16;9,0;0,13;9,2;0,09;9,1;0,14;
01.12.2022 11:19:19;9,0;0,14;9,2;0,15;9,0;0,15;9,2;0,10;9,1;0,12;
01.12.2022 11:19:20;9,0;0,16;9,2;0,27;9,0;0,21;9,2;0,16;9,1;0,21;
01.12.2022 11:19:21;9,0;0,12;9,2;0,16;9,0;0,14;9,2;0,11;9,1;0,11;
01.12.2022 11:19:22;9,0;0,12;9,2;0,16;9,0;0,13;9,2;0,06;9,1;0,09;
01.12.2022 11:19:23;9,0;0,09;9,2;0,17;9,0;0,15;9,2;0,09;9,1;0,10;
01.12.2022 11:19:24;9,0;0,10;9,2;0,21;9,0;0,16;9,2;0,08;9,1;0,14;
01.12.2022 11:19:25;9,0;0,07;9,2;0,17;9,0;0,08;9,2;0,04;9,1;0,11;
01.12.2022 11:19:26;9,0;0,09;9,2;0,16;9,0;0,11;9,2;0,05;9,1;0,11;
01.12.2022 11:19:27;9,1;0,09;9,2;0,20;9,0;0,13;9,2;0,05;9,1;0,15;
01.12.2022 11:19:28;9,1;0,09;9,2;0,18;9,0;0,10;9,2;0,05;9,1;0,11;
01.12.2022 11:19:29;9,1;0,10;9,2;0,15;9,0;0,10;9,2;0,07;9,1;0,09;
01.12.2022 11:19:30;9,1;0,07;9,2;0,09;9,0;0,09;9,2;0,04;9,1;0,06;
01.12.2022 11:19:31;9,1;0,10;9,2;0,09;9,1;0,10;9,2;0,02;9,1;0,06;
01.12.2022 11:19:32;9,1;0,10;9,2;0,11;9,1;0,08;9,2;0,04;9,1;0,06;
01.12.2022 11:19:33;9,1;0,11;9,2;0,07;9,1;0,07;9,2;0,05;9,1;0,05;
01.12.2022 11:19:34;9,1;0,12;9,2;0,06;9,1;0,05;9,2;0,09;9,1;0,04;
