Data Ora;154 [°C];154 [m/s];590 [°C];590 [m/s];150 [°C];150 [m/s];789 [°C];789 [m/s];261 [°C];261 [m/s];348 [°C];348 [m/s];
14.12.2022 16:37:16;1,2;0,19;1,1;0,17;0,7;0,26;1,3;0,10;1,1;0,16;1,3;0,57;
14.12.2022 16:37:17;1,2;0,15;1,1;0,19;0,7;0,16;1,3;0,08;1,1;0,17;---;0,71;
14.12.2022 16:37:18;1,2;0,17;1,1;0,20;0,7;0,27;1,3;0,11;1,1;0,21;1,2;1,91;
14.12.2022 16:37:19;1,2;0,10;1,1;0,16;0,8;0,09;1,3;0,08;1,1;0,17;1,2;1,07;
14.12.2022 16:37:20;1,2;0,15;1,1;0,12;0,8;0,06;1,3;0,08;1,1;0,15;1,2;0,39;
14.12.2022 16:37:21;1,2;0,16;---;0,15;0,8;0,10;1,3;0,10;1,1;0,14;1,2;1,58;
14.12.2022 16:37:22;1,2;0,18;1,1;0,19;0,8;0,14;1,3;0,10;1,1;0,15;1,2;0,54;
14.12.2022 16:37:23;1,2;0,19;1,1;0,20;0,7;0,20;1,3;0,11;1,1;0,16;1,2;0,69;
14.12.2022 16:37:24;1,2;0,16;---;0,22;0,7;0,39;1,3;0,13;1,1;0,21;1,2;0,71;
14.12.2022 16:37:25;1,2;0,15;1,1;0,18;0,7;0,22;1,3;0,08;1,1;0,19;1,2;0,85;
14.12.2022 16:37:26;1,2;0,17;1,1;0,18;0,7;0,08;1,3;0,09;1,1;0,16;1,2;0,67;
14.12.2022 16:37:27;1,2;0,14;1,1;0,17;0,7;0,07;1,3;0,08;1,1;0,13;1,2;1,33;
14.12.2022 16:37:28;1,2;0,15;1,1;0,16;0,7;0,19;1,3;0,09;1,1;0,11;1,2;1,46;
14.12.2022 16:37:29;1,2;0,13;1,1;0,18;0,7;0,10;1,3;0,12;1,1;0,15;1,2;1,95;
14.12.2022 16:37:30;1,2;0,11;1,1;0,20;0,8;0,06;1,3;0,08;1,1;0,14;1,2;1,55;
14.12.2022 16:37:31;1,2;0,14;1,1;0,15;0,8;0,03;1,3;0,07;1,1;0,12;1,2;0,87;
14.12.2022 16:37:32;1,2;0,19;---;0,16;0,8;0,02;1,3;0,09;1,1;0,10;1,2;0,40;
14.12.2022 16:37:33;1,2;0,20;1,1;0,16;0,8;0,03;1,3;0,11;1,1;0,11;1,2;0,38;
14.12.2022 16:37:34;1,2;---;1,1;0,18;0,8;0,06;1,3;0,10;1,1;0,13;1,2;1,60;
14.12.2022 16:37:35;1,2;0,17;---;0,19;0,8;0,12;1,3;0,11;1,1;0,17;1,2;1,75;
14.12.2022 16:37:36;1,2;0,12;1,1;0,18;0,8;0,12;1,3;0,09;1,1;0,17;1,1;1,91;
14.12.2022 16:37:37;1,2;0,14;1,1;0,18;0,8;0,09;1,3;0,06;1,1;0,13;1,2;0,47;
14.12.2022 16:37:38;1,2;0,13;---;0,16;0,8;0,06;1,3;0,07;1,1;0,11;1,2;1,18;
14.12.2022 16:37:39;1,2;0,13;1,1;0,15;0,8;0,05;1,3;0,08;1,1;0,11;1,2;1,40;
14.12.2022 16:37:40;1,2;0,10;1,1;0,14;0,8;0,07;1,3;0,06;1,1;0,13;1,2;1,17;
14.12.2022 16:37:41;1,2;0,11;1,1;0,14;0,8;0,07;1,3;0,05;1,1;0,13;1,2;1,22;
14.12.2022 16:37:42;1,2;0,11;1,1;0,13;0,8;0,07;1,3;0,09;1,1;0,13;1,2;0,59;
14.12.2022 16:37:43;1,2;0,14;---;0,14;0,8;0,08;1,3;0,09;1,1;0,13;1,2;0,43;
14.12.2022 16:37:44;1,2;0,14;1,1;0,20;0,8;0,09;1,3;0,12;1,1;0,14;1,2;0,40;
14.12.2022 16:37:45;1,2;0,15;1,1;0,19;0,8;0,27;1,3;0,10;1,1;0,21;1,2;0,46;
14.12.2022 16:37:46;1,2;0,14;---;0,18;0,8;0,20;1,2;0,11;1,1;0,18;1,2;0,61;
14.12.2022 16:37:47;1,2;0,14;1,1;0,18;0,8;0,07;1,3;0,10;1,1;0,15;1,2;0,43;
14.12.2022 16:37:48;1,2;0,14;---;0,16;0,8;0,05;1,3;0,10;1,1;0,12;1,2;0,39;
14.12.2022 16:37:49;1,2;---;1,1;0,18;0,8;0,07;1,3;0,11;1,1;0,16;1,2;0,33;
14.12.2022 16:37:50;1,2;0,18;1,1;0,21;0,8;0,14;1,3;0,13;1,1;0,19;1,2;0,43;
14.12.2022 16:37:51;1,2;0,17;1,1;0,20;0,7;0,37;1,3;0,13;1,1;0,19;1,2;0,43;
14.12.2022 16:37:52;1,2;0,15;---;0,22;0,7;0,23;1,3;0,13;1,1;0,21;1,2;0,40;
14.12.2022 16:37:53;1,2;0,19;1,1;0,21;0,7;0,14;1,3;0,12;1,1;0,18;1,2;0,36;
14.12.2022 16:37:54;1,2;0,15;1,1;0,21;0,7;0,11;1,3;0,11;1,1;0,17;1,2;0,85;
14.12.2022 16:37:55;1,2;0,14;---;0,19;0,7;0,08;1,3;0,10;1,1;0,16;1,2;1,39;
14.12.2022 16:37:56;1,2;0,11;1,1;0,15;0,7;0,08;1,3;0,09;1,1;0,15;1,2;1,60;
14.12.2022 16:37:57;1,2;0,15;1,1;0,15;0,7;0,08;1,3;0,09;1,1;0,15;1,1;1,30;
14.12.2022 16:37:58;1,2;0,13;1,1;0,14;0,7;0,07;1,3;0,08;1,1;0,14;1,1;1,25;
14.12.2022 16:37:59;1,2;0,14;---;0,15;0,7;0,17;1,3;0,09;1,1;0,16;1,1;0,99;
14.12.2022 16:38:00;1,2;0,13;1,1;0,13;0,7;0,14;1,3;0,06;1,1;0,13;1,1;0,89;
14.12.2022 16:38:01;1,2;0,12;1,1;0,12;0,7;0,18;1,3;0,07;1,1;0,09;1,1;0,54;
14.12.2022 16:38:02;1,2;0,10;---;0,13;0,7;0,18;1,3;0,06;1,1;0,13;1,1;1,61;
14.12.2022 16:38:03;1,2;---;1,1;0,16;0,7;0,21;1,3;0,08;1,1;0,11;1,1;1,66;
14.12.2022 16:38:04;1,2;0,06;1,1;0,12;0,7;0,35;1,3;0,05;1,1;0,10;1,1;0,43;
14.12.2022 16:38:05;1,2;0,07;1,1;0,10;0,7;0,17;1,3;0,04;1,1;0,08;1,1;0,77;
14.12.2022 16:38:06;1,2;0,08;1,1;0,11;0,7;0,12;1,3;0,05;1,1;0,09;1,1;0,35;
14.12.2022 16:38:07;1,2;0,05;1,1;0,11;0,7;0,34;1,3;0,05;1,1;0,10;1,1;0,26;
14.12.2022 16:38:08;1,2;---;1,1;0,09;0,7;0,75;1,2;0,03;1,0;0,34;1,1;0,24;
14.12.2022 16:38:09;1,2;0,09;---;0,09;0,7;0,64;1,2;0,11;1,0;0,50;1,1;0,33;
14.12.2022 16:38:10;1,2;0,12;1,1;0,09;0,7;0,87;1,2;0,36;1,0;0,83;1,2;0,22;
14.12.2022 16:38:11;1,1;0,44;1,0;0,18;0,7;0,73;1,2;0,44;1,0;0,66;1,2;0,22;
14.12.2022 16:38:12;1,1;0,76;1,0;0,40;0,7;0,77;1,2;0,64;1,0;1,03;1,2;0,21;
14.12.2022 16:38:13;1,1;0,78;1,0;0,94;0,7;0,87;1,2;0,75;1,0;1,16;1,2;0,20;
14.12.2022 16:38:14;1,1;0,76;---;0,98;0,7;1,17;1,2;0,90;1,0;1,27;1,2;0,18;
14.12.2022 16:38:15;1,1;---;1,0;0,96;0,7;1,05;1,2;1,00;1,0;1,33;1,2;0,16;
14.12.2022 16:38:16;1,1;1,02;1,0;1,18;0,7;0,94;1,1;0,97;1,0;1,37;1,2;0,17;
14.12.2022 16:38:17;1,1;0,98;1,0;1,14;0,7;1,07;1,1;0,96;1,0;1,36;1,2;0,19;
14.12.2022 16:38:18;1,1;0,86;---;1,07;0,7;1,07;1,1;0,87;1,0;1,34;1,2;0,16;
14.12.2022 16:38:19;1,1;---;1,0;0,97;0,7;1,18;1,1;0,66;1,0;1,43;1,2;0,13;
14.12.2022 16:38:20;1,1;0,77;1,0;0,88;0,7;0,89;1,1;0,56;1,0;0,82;1,2;0,18;
14.12.2022 16:38:21;1,1;0,41;1,0;0,36;0,7;0,88;1,1;0,36;1,0;0,64;1,2;0,21;
14.12.2022 16:38:22;1,1;0,17;1,0;0,24;0,7;0,77;1,1;0,43;1,0;0,53;1,2;0,24;
14.12.2022 16:38:23;1,1;0,24;---;0,22;0,7;0,93;1,1;0,20;1,0;0,69;1,2;0,27;
14.12.2022 16:38:24;1,1;0,63;1,0;0,37;0,7;0,91;1,1;0,84;1,0;1,13;1,2;0,26;
14.12.2022 16:38:25;1,1;---;1,0;1,23;0,7;0,98;1,1;0,98;1,0;1,28;1,2;0,22;
14.12.2022 16:38:26;1,1;1,01;0,9;1,33;0,7;1,12;1,1;1,15;1,0;1,58;1,2;0,23;
14.12.2022 16:38:27;1,1;1,02;0,9;1,40;0,7;0,94;1,1;0,58;0,9;1,43;1,2;0,21;
14.12.2022 16:38:28;1,0;0,73;0,9;0,75;0,7;0,94;1,1;0,71;0,9;1,24;1,2;0,27;
14.12.2022 16:38:29;1,0;0,80;---;0,74;0,7;0,98;1,1;0,34;0,9;1,17;1,2;0,28;
14.12.2022 16:38:30;1,0;0,33;0,9;0,41;0,7;0,58;1,1;0,22;0,9;0,63;1,2;0,30;
14.12.2022 16:38:31;1,1;0,16;0,9;0,24;0,7;0,85;1,1;0,43;0,9;1,04;1,2;0,29;
14.12.2022 16:38:32;1,1;0,14;0,9;0,28;0,7;0,94;1,1;0,27;0,9;0,78;1,2;0,27;
14.12.2022 16:38:33;1,1;0,15;0,9;0,18;0,7;0,63;1,1;0,34;0,9;0,81;1,2;0,35;
14.12.2022 16:38:34;1,1;---;0,9;0,55;0,7;0,42;1,1;0,25;0,9;0,52;1,2;0,35;
14.12.2022 16:38:35;1,1;0,16;0,9;0,24;0,7;0,22;1,1;0,18;0,9;0,32;1,1;0,38;
14.12.2022 16:38:36;1,1;0,16;0,9;0,19;0,7;0,19;1,1;0,13;0,9;0,20;1,1;0,34;
14.12.2022 16:38:37;1,1;0,13;---;0,17;0,7;0,12;1,1;0,12;1,0;0,17;1,1;0,38;
14.12.2022 16:38:38;1,1;---;1,0;0,19;0,7;0,09;1,1;0,13;1,0;0,16;1,1;0,30;
14.12.2022 16:38:39;1,1;0,21;1,0;0,19;0,7;0,09;1,1;0,10;1,0;0,14;1,1;0,33;
14.12.2022 16:38:40;1,1;---;1,0;0,21;0,7;0,07;1,1;0,08;1,0;0,11;1,1;0,54;
14.12.2022 16:38:41;1,1;0,14;1,0;0,16;0,7;0,06;1,1;0,08;1,0;0,13;1,1;0,56;
14.12.2022 16:38:42;1,1;0,16;1,0;0,18;0,7;0,04;1,1;0,07;1,0;0,11;1,1;0,39;
14.12.2022 16:38:43;1,1;0,15;1,0;0,14;0,7;0,05;1,1;0,07;1,0;0,11;1,1;0,56;
14.12.2022 16:38:44;1,1;---;---;0,14;0,7;0,03;1,1;0,06;1,0;0,12;1,1;1,03;
14.12.2022 16:38:45;1,1;0,09;1,0;0,13;0,7;0,03;1,1;0,05;1,0;0,10;1,1;1,16;
14.12.2022 16:38:46;1,1;0,09;---;0,12;0,7;0,04;1,1;0,05;1,0;0,11;1,1;1,40;
14.12.2022 16:38:47;1,1;0,07;1,0;0,13;0,7;0,09;1,2;0,07;1,0;0,13;1,1;1,53;
14.12.2022 16:38:48;---;---;1,0;0,14;0,7;0,38;1,2;0,07;1,0;0,15;1,1;1,63;
14.12.2022 16:38:49;1,1;0,05;---;0,15;0,7;0,82;1,2;0,07;1,0;0,36;1,1;1,48;
14.12.2022 16:38:50;1,1;0,06;1,0;0,11;0,7;0,35;1,2;0,07;1,0;0,42;1,1;1,11;
14.12.2022 16:38:51;1,1;0,04;1,0;0,13;0,7;0,31;1,2;0,07;1,0;0,24;1,1;1,21;
14.12.2022 16:38:52;1,1;0,04;---;0,13;0,7;0,51;1,2;0,06;0,9;0,23;1,1;0,71;
14.12.2022 16:38:53;1,1;---;1,0;0,13;0,6;0,78;1,1;0,09;0,9;0,66;1,1;0,76;
14.12.2022 16:38:54;1,1;0,05;---;0,11;0,6;0,72;1,1;0,29;0,9;1,03;1,1;0,35;
14.12.2022 16:38:55;1,1;0,07;1,0;0,16;0,7;0,37;1,1;0,22;0,9;0,35;1,1;0,35;
14.12.2022 16:38:56;1,1;0,09;1,0;0,35;0,6;0,86;1,1;0,07;0,9;0,47;1,1;0,60;
14.12.2022 16:38:57;1,1;0,22;---;0,21;0,6;0,41;1,1;0,09;0,9;0,44;1,1;0,72;
14.12.2022 16:38:58;1,1;0,55;0,9;0,21;0,6;0,22;1,1;0,06;0,9;0,17;1,1;0,85;
14.12.2022 16:38:59;1,1;---;0,9;0,61;0,7;0,21;1,1;0,15;1,0;0,09;1,1;0,84;
14.12.2022 16:39:00;1,1;0,49;0,9;0,33;0,7;0,08;1,1;0,03;1,0;0,08;1,1;0,70;
14.12.2022 16:39:01;1,1;0,06;1,0;0,43;0,7;0,02;1,1;0,03;1,0;0,08;1,1;0,30;
14.12.2022 16:39:02;1,1;0,09;---;0,18;0,7;0,14;1,1;0,02;1,0;0,05;1,1;0,22;
14.12.2022 16:39:03;1,1;0,05;1,0;0,08;0,7;0,01;1,1;0,02;1,0;0,07;1,1;0,28;
14.12.2022 16:39:04;1,1;---;1,0;0,06;0,7;0,15;1,1;0,08;1,0;0,07;1,1;0,60;
14.12.2022 16:39:05;1,1;0,07;1,0;0,15;0,7;0,01;1,1;0,18;1,0;0,13;1,1;0,64;
14.12.2022 16:39:06;1,1;0,07;0,9;0,13;0,7;0,06;1,1;0,10;1,0;0,09;1,1;0,29;
14.12.2022 16:39:07;1,1;0,20;---;0,35;0,7;0,18;1,1;0,90;1,0;0,26;1,1;0,98;
14.12.2022 16:39:08;1,0;0,15;0,9;0,65;0,7;0,41;1,1;0,32;1,0;0,23;1,0;0,98;
14.12.2022 16:39:09;1,0;---;0,9;0,62;0,7;0,14;1,1;0,18;1,0;0,14;1,0;0,80;
14.12.2022 16:39:10;1,1;0,12;0,9;0,45;0,7;0,12;1,1;0,22;1,0;0,07;1,0;0,26;
14.12.2022 16:39:11;1,1;0,18;---;0,18;0,7;0,08;1,1;0,26;1,0;0,16;1,0;0,47;
14.12.2022 16:39:12;1,1;---;1,0;0,12;0,7;0,22;1,1;0,08;1,0;0,21;1,1;0,23;
14.12.2022 16:39:13;1,1;0,12;1,0;0,09;0,7;0,21;1,1;0,05;1,0;0,10;1,1;0,20;
14.12.2022 16:39:14;1,1;0,09;---;0,10;0,7;0,07;1,1;0,06;1,0;0,15;1,1;0,19;
14.12.2022 16:39:15;1,1;0,10;1,0;0,12;0,7;0,08;1,1;0,04;1,0;0,10;1,1;0,19;
14.12.2022 16:39:16;1,1;---;1,0;0,10;0,7;0,10;1,1;0,04;1,0;0,13;1,1;0,16;
14.12.2022 16:39:17;1,1;0,24;---;0,11;0,7;0,32;1,1;0,07;1,0;0,27;1,1;0,17;
14.12.2022 16:39:18;---;---;1,0;0,14;0,7;0,23;1,1;0,03;1,0;0,25;1,1;0,42;
14.12.2022 16:39:19;1,1;0,21;1,0;0,24;0,7;0,53;1,1;0,03;1,0;1,01;1,1;0,21;
14.12.2022 16:39:20;1,1;0,16;1,0;0,19;0,7;1,24;1,1;0,09;0,9;1,31;1,1;0,26;
14.12.2022 16:39:21;1,1;0,24;1,0;0,19;0,7;1,48;1,1;0,11;0,9;1,36;1,1;0,64;
14.12.2022 16:39:22;1,1;---;1,0;0,15;0,7;0,60;1,1;0,21;0,9;1,09;1,1;0,43;
14.12.2022 16:39:23;1,1;0,33;1,0;0,41;0,7;1,56;1,1;0,36;0,9;1,93;1,1;0,90;
14.12.2022 16:39:24;---;0,30;1,0;0,37;0,7;1,14;1,1;0,20;0,9;0,56;1,1;1,12;
14.12.2022 16:39:25;1,1;0,65;---;0,32;0,7;1,38;1,1;0,28;0,9;1,58;1,1;0,55;
14.12.2022 16:39:26;1,1;0,50;1,0;0,33;0,7;1,67;1,1;0,20;0,9;1,68;1,1;0,53;
14.12.2022 16:39:27;1,1;0,26;---;0,29;0,7;1,56;1,1;0,30;0,9;1,92;1,1;0,88;
14.12.2022 16:39:28;1,1;0,60;1,0;0,31;0,7;1,74;1,1;0,61;0,9;1,65;1,1;0,38;
14.12.2022 16:39:29;1,0;1,86;0,9;0,73;0,6;1,65;1,1;0,65;0,9;1,74;1,1;0,67;
14.12.2022 16:39:30;1,0;1,49;0,9;2,08;0,6;1,81;1,0;1,60;0,9;2,48;1,1;0,35;
14.12.2022 16:39:31;1,0;---;0,9;1,88;0,6;1,70;1,0;1,26;0,9;2,18;1,1;0,34;
14.12.2022 16:39:32;1,0;0,56;---;1,85;0,6;1,18;1,0;1,08;0,9;1,57;1,1;0,28;
14.12.2022 16:39:33;1,0;---;0,9;0,41;0,6;1,54;1,0;0,40;0,9;1,04;1,1;0,33;
14.12.2022 16:39:34;1,0;0,29;---;0,47;0,6;1,60;1,0;0,53;0,9;1,60;1,1;0,52;
14.12.2022 16:39:35;1,0;0,25;0,9;0,66;0,6;1,53;1,0;1,44;0,9;2,10;1,1;0,38;
14.12.2022 16:39:36;1,0;0,79;0,9;1,08;0,6;1,37;1,0;0,61;0,9;1,46;1,1;0,34;
14.12.2022 16:39:37;1,0;0,39;0,9;0,47;0,6;0,98;1,0;0,40;0,9;0,97;1,1;0,31;
14.12.2022 16:39:38;1,0;0,41;0,9;0,33;0,6;0,51;1,0;0,64;0,9;1,25;1,1;0,36;
14.12.2022 16:39:39;1,0;---;0,9;0,68;0,6;0,29;1,0;0,23;0,9;0,50;1,1;0,34;
14.12.2022 16:39:40;1,0;0,28;0,9;0,60;0,6;0,42;1,0;0,51;0,9;0,32;1,1;0,42;
14.12.2022 16:39:41;1,0;0,43;0,9;0,80;0,6;1,26;1,0;0,42;0,9;1,60;1,1;0,47;
14.12.2022 16:39:42;1,0;0,42;0,9;0,57;0,6;0,49;1,0;0,75;0,9;0,60;1,1;0,44;
14.12.2022 16:39:43;---;---;0,9;0,45;0,6;0,75;1,0;0,29;0,9;0,62;1,1;0,40;
14.12.2022 16:39:44;1,0;0,28;0,9;0,43;0,6;0,72;1,0;0,50;0,9;1,01;1,1;0,46;
14.12.2022 16:39:45;---;0,43;0,9;---;0,6;0,15;1,0;0,21;0,9;0,34;1,1;0,64;
14.12.2022 16:39:46;1,0;0,98;0,9;0,25;0,6;0,11;1,0;0,11;0,9;0,24;1,1;0,45;
14.12.2022 16:39:47;1,0;1,23;0,9;---;0,6;---;1,0;0,23;0,9;0,21;1,1;0,52;
14.12.2022 16:39:48;1,0;0,22;0,9;0,49;0,6;0,15;1,0;0,20;0,9;0,22;1,1;0,68;
14.12.2022 16:39:49;1,0;0,20;0,9;0,24;0,6;0,15;1,0;0,20;0,9;0,21;1,1;0,49;
14.12.2022 16:39:50;1,0;0,21;0,9;0,23;0,6;0,17;1,0;0,20;0,9;0,29;1,1;0,41;
14.12.2022 16:39:51;1,0;---;0,9;0,28;0,6;0,20;1,0;0,16;0,9;0,29;1,1;1,77;
14.12.2022 16:39:52;1,0;0,19;0,9;0,21;0,6;0,16;1,0;0,15;0,9;0,29;1,0;1,56;
14.12.2022 16:39:53;1,0;0,22;0,9;0,24;0,6;0,17;1,0;0,16;0,9;0,27;1,0;1,52;
14.12.2022 16:39:54;1,0;0,20;0,9;0,21;0,6;0,18;1,0;0,15;0,9;0,23;1,0;2,17;
14.12.2022 16:39:55;1,0;0,20;0,9;---;0,6;0,20;1,0;0,17;0,9;0,25;1,0;2,81;
14.12.2022 16:39:56;1,0;0,16;0,9;0,22;0,6;0,16;1,0;0,13;0,9;0,25;1,0;1,51;
14.12.2022 16:39:57;1,0;0,17;0,9;0,23;0,6;0,16;1,0;0,12;0,9;0,23;1,0;1,62;
14.12.2022 16:39:58;1,0;0,20;---;0,24;0,6;0,13;1,0;0,11;0,8;0,21;1,0;1,43;
14.12.2022 16:39:59;1,0;0,19;0,9;0,21;0,6;0,14;1,0;0,13;0,9;0,22;1,0;1,92;
14.12.2022 16:40:00;1,0;0,22;0,9;0,22;0,6;0,14;1,0;0,14;0,9;0,22;1,0;1,83;
14.12.2022 16:40:01;1,0;---;0,9;0,26;0,6;0,18;1,0;0,14;0,9;0,22;1,0;1,22;
14.12.2022 16:40:02;1,0;0,21;0,9;0,26;0,6;0,17;1,0;0,15;0,9;0,27;1,0;1,63;
