Data Ora;154 [°C];154 [m/s];590 [°C];590 [m/s];150 [°C];150 [m/s];789 [°C];789 [m/s];261 [°C];261 [m/s];348 [°C];348 [m/s];
14.12.2022 16:40:03;1,0;0,24;0,9;0,27;0,6;0,17;1,0;0,16;0,9;0,25;1,0;1,72;
14.12.2022 16:40:04;---;0,28;---;0,25;0,6;0,19;1,0;0,16;0,9;0,31;1,0;1,73;
14.12.2022 16:40:05;1,0;0,24;0,9;0,29;0,6;0,17;1,0;0,13;0,9;0,25;1,0;1,65;
14.12.2022 16:40:06;1,0;0,20;---;0,27;0,6;0,16;1,0;0,12;0,9;0,26;1,0;1,48;
14.12.2022 16:40:07;1,0;0,19;0,8;0,25;0,6;---;1,0;0,12;0,8;0,22;1,0;1,39;
14.12.2022 16:40:08;1,0;0,18;0,8;0,21;0,6;0,15;1,0;0,11;0,8;0,23;1,0;1,07;
14.12.2022 16:40:09;1,0;---;0,9;0,20;0,6;0,16;1,0;0,10;0,8;0,23;1,0;1,75;
14.12.2022 16:40:10;1,0;0,16;0,9;0,18;0,6;0,14;1,0;0,12;0,8;0,21;1,0;2,00;
14.12.2022 16:40:11;1,0;0,16;0,9;0,22;0,6;---;1,0;0,13;0,8;0,23;1,0;0,54;
14.12.2022 16:40:12;1,0;0,21;0,9;---;0,6;0,17;1,0;0,14;0,8;0,25;1,0;1,05;
14.12.2022 16:40:13;1,0;0,22;0,8;0,26;0,6;0,16;1,0;0,11;0,8;0,25;1,0;1,66;
14.12.2022 16:40:14;1,0;0,21;0,8;0,23;0,6;0,18;1,0;0,13;0,8;0,22;1,0;1,05;
14.12.2022 16:40:15;1,0;0,20;0,8;0,21;0,6;0,19;1,0;0,13;0,8;0,21;1,0;0,69;
14.12.2022 16:40:16;1,0;0,19;0,8;---;0,6;0,13;1,0;0,13;0,8;0,19;1,0;0,49;
14.12.2022 16:40:17;1,0;0,19;0,8;0,19;0,6;0,14;1,0;0,11;0,8;0,20;1,0;0,74;
14.12.2022 16:40:18;1,0;0,14;0,8;0,17;0,6;0,10;1,0;0,10;0,8;0,16;1,0;0,74;
14.12.2022 16:40:19;1,0;---;---;0,19;0,6;---;1,0;0,10;0,8;0,16;1,0;0,57;
14.12.2022 16:40:20;1,0;0,14;0,9;0,17;0,6;0,09;1,0;0,09;0,8;0,15;1,0;0,59;
14.12.2022 16:40:21;1,0;0,15;0,9;0,17;0,6;0,11;1,0;0,09;0,8;0,17;1,0;0,75;
14.12.2022 16:40:22;1,0;0,15;0,9;---;0,6;0,12;1,0;0,10;0,8;0,20;1,0;0,56;
14.12.2022 16:40:23;1,0;0,16;0,8;0,19;0,6;0,10;1,0;0,11;0,8;0,18;1,0;0,88;
14.12.2022 16:40:24;1,0;0,16;0,8;0,18;0,6;0,12;1,0;0,12;0,8;0,19;1,0;0,69;
14.12.2022 16:40:25;---;0,17;0,8;0,17;0,6;0,08;1,0;0,12;0,9;0,16;1,0;0,49;
14.12.2022 16:40:26;1,0;0,12;0,8;0,18;0,6;0,08;1,0;0,12;0,9;0,17;1,0;0,58;
14.12.2022 16:40:27;1,0;0,15;0,9;---;0,6;0,06;1,0;0,12;0,9;0,17;1,0;0,85;
14.12.2022 16:40:28;1,0;0,09;0,9;0,15;0,6;0,06;1,0;0,09;0,9;0,16;1,0;1,23;
14.12.2022 16:40:29;1,0;0,09;0,9;0,14;0,6;0,09;1,0;0,11;0,9;0,16;1,0;1,36;
14.12.2022 16:40:30;1,0;0,09;0,9;0,14;0,6;0,12;1,0;0,07;0,9;0,14;1,0;1,34;
14.12.2022 16:40:31;1,0;0,16;0,9;0,10;0,6;0,08;1,0;0,06;0,9;0,14;1,0;0,91;
14.12.2022 16:40:32;1,0;0,11;0,9;0,14;0,6;0,10;1,0;0,09;0,9;0,15;1,0;1,19;
14.12.2022 16:40:33;1,0;0,11;0,9;0,17;0,6;0,09;1,0;0,11;0,9;0,15;1,0;0,66;
14.12.2022 16:40:34;1,0;0,13;0,9;---;0,6;0,06;1,0;0,09;0,9;0,14;1,0;1,13;
14.12.2022 16:40:35;1,0;0,15;0,9;0,14;0,6;0,07;1,0;0,08;0,9;0,15;1,0;0,75;
14.12.2022 16:40:36;---;0,12;0,8;0,15;0,6;0,07;1,0;0,09;0,9;0,14;1,0;0,41;
14.12.2022 16:40:37;1,0;0,20;0,8;0,15;0,6;0,05;1,0;0,09;0,8;0,19;1,0;0,34;
14.12.2022 16:40:38;1,0;0,17;0,8;0,15;0,6;0,08;1,0;0,06;0,8;0,14;1,0;0,40;
14.12.2022 16:40:39;---;0,13;0,8;---;0,6;---;1,0;0,06;0,8;0,12;1,0;0,40;
14.12.2022 16:40:40;1,0;0,12;0,8;0,12;0,6;0,06;1,0;0,05;0,8;0,16;1,0;0,62;
14.12.2022 16:40:41;1,0;0,12;0,8;---;0,6;0,16;1,0;0,06;0,8;0,12;1,0;0,38;
14.12.2022 16:40:42;1,0;0,10;0,8;0,12;0,6;0,15;1,0;0,06;0,8;0,13;1,0;0,49;
14.12.2022 16:40:43;---;0,13;0,8;0,13;0,6;---;1,0;0,09;0,8;0,14;1,0;0,30;
14.12.2022 16:40:44;1,0;0,12;0,8;---;0,6;0,10;1,0;0,05;0,8;0,13;1,0;0,43;
14.12.2022 16:40:45;1,0;0,11;0,8;0,12;0,6;0,11;1,0;0,04;0,8;0,12;1,0;0,35;
14.12.2022 16:40:46;1,0;0,12;0,8;0,11;0,6;0,06;1,0;0,05;0,8;0,13;1,0;0,59;
14.12.2022 16:40:47;1,0;0,13;0,8;0,12;0,6;0,07;1,0;0,05;0,8;0,13;1,0;0,73;
14.12.2022 16:40:48;---;0,08;---;---;0,6;0,13;1,0;0,06;0,8;0,15;1,0;1,39;
14.12.2022 16:40:49;1,0;0,09;0,9;0,15;0,6;0,20;1,0;0,04;0,8;0,12;1,0;0,96;
14.12.2022 16:40:50;---;0,09;---;0,09;0,6;0,17;1,0;0,02;0,8;0,12;1,0;0,78;
14.12.2022 16:40:51;1,0;0,10;0,9;0,13;0,6;---;1,0;0,07;0,8;0,10;1,0;0,44;
14.12.2022 16:40:52;1,0;0,10;0,9;0,11;0,6;0,53;1,0;0,09;0,8;0,33;1,0;0,40;
14.12.2022 16:40:53;1,0;0,09;0,9;0,12;0,6;0,46;1,0;0,07;0,8;0,57;1,0;0,86;
14.12.2022 16:40:54;1,0;0,09;0,9;0,10;0,6;---;1,0;0,05;0,8;0,17;1,0;0,91;
14.12.2022 16:40:55;---;0,08;0,9;0,12;0,6;0,11;1,0;0,04;0,8;0,14;1,0;0,78;
14.12.2022 16:40:56;1,0;0,07;0,9;---;0,6;---;1,0;0,04;0,8;0,20;1,0;1,18;
14.12.2022 16:40:57;---;0,07;0,9;0,09;---;0,16;1,0;0,04;0,8;0,15;1,0;0,98;
14.12.2022 16:40:58;1,0;0,09;0,9;0,10;0,6;0,16;1,0;0,04;0,8;0,12;0,9;1,07;
14.12.2022 16:40:59;1,0;0,07;0,9;0,10;0,6;0,16;1,0;0,02;0,8;0,11;0,9;0,81;
14.12.2022 16:41:00;1,0;0,05;0,9;0,08;0,6;---;1,0;0,09;0,8;0,20;1,0;0,32;
14.12.2022 16:41:01;1,0;0,08;---;---;0,6;0,18;1,0;0,09;0,8;0,34;1,0;0,41;
14.12.2022 16:41:02;---;0,08;0,9;0,17;0,6;0,09;1,0;0,19;0,8;0,19;1,0;0,35;
14.12.2022 16:41:03;1,0;0,09;0,8;---;0,6;---;1,0;0,12;0,8;0,11;1,0;0,40;
14.12.2022 16:41:04;---;0,14;0,8;0,32;0,6;0,38;1,0;0,22;0,8;0,41;1,0;0,37;
14.12.2022 16:41:05;1,0;0,14;0,8;0,38;0,6;0,51;1,0;0,18;0,8;0,19;1,0;0,31;
14.12.2022 16:41:06;1,0;0,10;0,9;0,10;0,6;0,07;1,0;0,08;0,9;0,16;1,0;0,29;
14.12.2022 16:41:07;1,0;0,04;0,9;---;---;---;1,0;0,12;0,9;0,27;1,0;0,39;
14.12.2022 16:41:08;1,0;0,09;0,9;0,10;0,6;0,21;1,0;0,33;0,9;0,19;1,0;0,25;
14.12.2022 16:41:09;---;0,11;0,9;0,30;0,6;0,04;1,0;0,16;0,9;0,12;1,0;0,64;
14.12.2022 16:41:10;1,0;0,14;0,9;0,48;0,6;0,15;1,0;0,41;0,9;0,14;0,9;0,59;
14.12.2022 16:41:11;---;0,39;0,8;0,75;0,7;0,09;1,0;0,45;0,9;0,09;0,9;0,19;
14.12.2022 16:41:12;1,0;0,57;0,8;0,82;0,7;0,00;1,0;0,36;0,9;0,44;0,9;0,32;
14.12.2022 16:41:13;1,0;0,67;0,8;---;0,7;---;1,0;0,25;0,9;0,38;0,9;0,23;
14.12.2022 16:41:14;---;0,88;0,8;0,70;0,7;0,10;1,0;0,32;0,9;0,64;1,0;0,12;
14.12.2022 16:41:15;1,0;0,54;0,8;0,83;0,7;0,14;1,0;0,48;0,9;0,62;1,0;0,18;
14.12.2022 16:41:16;1,0;0,77;0,8;1,07;0,7;0,13;1,0;0,48;0,9;0,35;1,0;0,07;
14.12.2022 16:41:17;1,0;0,63;0,9;---;0,6;0,28;1,0;0,34;0,9;0,31;1,0;0,06;
14.12.2022 16:41:18;1,0;1,08;---;1,18;0,6;0,26;1,0;0,50;0,9;0,60;1,0;0,07;
14.12.2022 16:41:19;---;1,33;0,9;0,92;0,6;0,39;1,0;0,34;0,8;0,91;1,0;0,15;
14.12.2022 16:41:20;1,0;0,66;0,8;---;0,6;0,61;1,0;0,51;0,8;0,70;0,9;0,08;
14.12.2022 16:41:21;1,0;0,62;0,8;0,91;0,6;0,36;0,9;0,71;0,8;0,86;0,9;0,18;
14.12.2022 16:41:22;1,0;0,41;0,8;---;0,7;0,19;0,9;0,69;0,8;0,91;0,9;0,13;
14.12.2022 16:41:23;1,0;0,80;0,8;1,05;0,7;0,13;0,9;0,32;0,8;0,34;0,9;0,11;
14.12.2022 16:41:24;1,0;0,51;0,8;0,30;0,6;---;0,9;0,12;0,8;0,39;0,9;0,26;
14.12.2022 16:41:25;1,0;0,19;0,8;1,10;0,6;0,55;0,9;0,54;0,8;1,12;1,0;0,17;
14.12.2022 16:41:26;0,9;0,77;0,8;---;0,6;1,69;0,9;1,24;0,8;1,88;1,0;0,19;
14.12.2022 16:41:27;0,9;1,53;0,8;2,40;0,6;---;0,9;1,85;0,8;2,61;1,0;0,31;
14.12.2022 16:41:28;0,9;1,84;0,8;---;0,6;1,81;0,9;1,92;0,8;2,56;1,0;0,28;
14.12.2022 16:41:29;0,9;2,03;0,8;2,10;0,6;---;0,9;1,57;0,8;2,26;1,0;0,23;
14.12.2022 16:41:30;---;1,68;0,8;1,97;0,6;1,55;0,9;1,48;0,8;2,23;1,0;0,28;
14.12.2022 16:41:31;0,9;1,95;0,8;3,08;0,6;1,58;0,9;1,91;0,8;2,01;1,0;0,24;
14.12.2022 16:41:32;0,9;2,44;0,8;---;---;1,78;0,9;1,70;0,8;2,33;1,0;0,24;
14.12.2022 16:41:33;---;2,17;0,8;1,45;0,6;1,59;0,9;0,60;0,8;1,33;1,0;0,25;
14.12.2022 16:41:34;0,9;1,69;0,8;0,85;0,6;1,43;0,9;0,48;0,8;1,27;1,0;0,34;
14.12.2022 16:41:35;0,9;1,27;0,8;0,26;0,6;1,13;0,9;0,19;0,8;1,25;1,0;0,87;
14.12.2022 16:41:36;0,9;0,48;0,8;0,35;0,6;0,69;0,9;0,45;0,8;1,20;0,9;0,42;
14.12.2022 16:41:37;0,9;0,18;---;---;0,6;1,07;0,9;0,63;0,8;1,16;1,0;0,21;
14.12.2022 16:41:38;0,9;0,16;0,8;0,29;0,6;---;0,9;0,61;0,8;1,25;1,0;0,19;
14.12.2022 16:41:39;0,9;0,20;0,8;---;---;0,97;0,9;0,64;0,8;0,75;1,0;0,18;
14.12.2022 16:41:40;0,9;0,22;0,8;0,48;0,6;0,49;0,9;0,28;0,8;0,36;1,0;0,23;
14.12.2022 16:41:41;0,9;0,13;0,8;0,20;0,6;0,94;0,9;0,15;0,8;0,80;1,0;0,46;
14.12.2022 16:41:42;---;0,14;0,8;---;0,6;---;0,9;0,55;0,8;1,43;1,0;0,30;
14.12.2022 16:41:43;0,9;0,67;0,8;0,72;0,6;0,95;0,9;0,97;0,8;1,17;1,0;0,23;
14.12.2022 16:41:44;0,9;1,28;0,8;1,09;0,6;0,68;0,9;0,48;0,8;0,74;1,0;0,31;
14.12.2022 16:41:45;0,9;1,04;0,8;---;---;0,52;0,9;0,33;0,8;0,92;1,0;0,44;
14.12.2022 16:41:46;0,9;0,36;0,8;1,59;0,6;0,62;0,9;0,91;0,8;1,59;1,0;0,25;
14.12.2022 16:41:47;0,9;1,17;0,8;---;0,6;1,21;0,9;1,01;0,8;1,75;1,0;0,23;
14.12.2022 16:41:48;0,9;1,32;---;1,73;---;1,29;0,9;1,08;0,8;1,70;1,0;0,25;
14.12.2022 16:41:49;0,9;0,76;0,8;0,87;0,6;1,30;0,9;1,04;0,8;1,58;1,0;0,24;
14.12.2022 16:41:50;0,9;0,34;0,8;0,36;0,6;1,38;0,9;0,80;0,8;1,63;1,0;0,28;
14.12.2022 16:41:51;---;0,18;0,8;---;0,6;1,27;0,9;0,86;0,8;1,58;1,0;0,37;
14.12.2022 16:41:52;0,9;0,16;0,8;0,40;0,6;1,28;0,9;0,39;0,8;1,04;1,0;0,55;
14.12.2022 16:41:53;1,0;0,26;0,8;---;---;1,24;0,9;0,37;0,8;1,41;1,0;0,86;
14.12.2022 16:41:54;1,0;0,28;0,8;0,27;0,7;1,39;0,9;0,81;0,8;1,91;1,0;0,38;
14.12.2022 16:41:55;1,0;0,37;0,8;0,30;0,7;1,06;0,9;0,71;0,8;1,40;1,0;0,41;
14.12.2022 16:41:56;1,0;0,27;0,8;0,43;0,7;1,06;0,9;0,38;0,8;1,35;1,0;0,40;
14.12.2022 16:41:57;1,0;0,25;0,8;---;---;1,10;0,9;0,62;0,8;1,31;1,0;0,30;
14.12.2022 16:41:58;1,0;0,22;0,8;0,39;0,7;0,60;0,9;0,66;0,8;0,75;1,0;0,23;
14.12.2022 16:41:59;1,0;0,16;0,8;0,16;0,7;0,52;0,9;0,17;0,8;0,78;1,0;0,26;
14.12.2022 16:42:00;---;0,13;0,8;---;0,7;0,64;0,9;0,19;0,8;0,85;1,0;0,26;
14.12.2022 16:42:01;1,0;0,12;0,8;0,24;0,7;0,57;0,9;0,65;0,9;1,00;1,0;0,25;
14.12.2022 16:42:02;---;0,10;0,8;0,41;---;0,62;0,9;0,68;0,9;1,14;1,0;0,22;
14.12.2022 16:42:03;1,0;0,11;0,8;0,58;0,7;0,34;0,9;0,82;0,9;1,39;1,0;0,26;
14.12.2022 16:42:04;1,0;0,17;0,8;0,73;0,7;0,65;0,9;0,82;0,9;1,05;1,0;0,18;
14.12.2022 16:42:05;1,0;0,12;0,8;0,38;0,7;0,47;0,9;0,87;0,9;1,23;1,0;0,23;
14.12.2022 16:42:06;---;0,09;0,8;0,15;---;0,39;0,9;0,48;0,9;0,65;1,0;0,16;
14.12.2022 16:42:07;1,0;0,07;0,8;0,13;0,7;0,26;0,9;0,41;0,9;0,45;1,0;0,25;
14.12.2022 16:42:08;1,0;0,32;0,9;---;0,7;0,32;0,9;0,25;0,9;0,23;1,0;0,14;
14.12.2022 16:42:09;1,0;0,16;0,9;0,50;0,7;0,35;0,9;0,15;0,9;0,24;1,0;0,09;
14.12.2022 16:42:10;1,0;0,08;0,9;0,21;---;0,13;0,9;0,10;0,9;0,17;1,0;0,04;
14.12.2022 16:42:11;1,0;0,07;0,9;0,32;0,7;0,11;0,9;0,20;0,9;0,14;1,0;0,05;
14.12.2022 16:42:12;1,0;0,17;0,9;0,61;0,6;0,50;0,9;0,25;0,9;0,15;1,0;0,19;
14.12.2022 16:42:13;1,0;0,60;0,8;0,64;---;0,48;0,9;0,37;0,9;0,16;1,0;0,55;
14.12.2022 16:42:14;1,0;0,34;0,8;---;0,6;0,45;0,9;0,28;0,9;---;1,0;0,39;
14.12.2022 16:42:15;1,0;0,18;0,8;2,26;0,6;1,21;0,9;1,64;0,8;2,80;1,0;0,58;
14.12.2022 16:42:16;0,9;0,93;0,8;3,79;0,6;3,44;0,9;3,00;0,8;3,88;1,0;0,54;
14.12.2022 16:42:17;0,9;2,29;0,8;3,94;---;3,56;0,9;3,64;0,8;4,25;1,0;1,12;
14.12.2022 16:42:18;0,9;1,62;0,8;4,90;0,6;3,70;0,9;4,00;0,8;3,59;1,0;1,60;
14.12.2022 16:42:19;0,9;2,11;0,8;3,62;0,6;2,47;0,9;3,40;0,8;---;0,9;2,54;
14.12.2022 16:42:20;1,0;0,72;0,8;2,98;0,6;4,35;0,9;1,91;0,8;3,55;0,9;1,95;
14.12.2022 16:42:21;0,9;2,78;0,8;4,56;---;3,95;0,9;3,56;0,8;4,83;1,0;1,28;
14.12.2022 16:42:22;0,9;3,51;0,7;---;0,6;4,67;0,8;3,96;0,8;5,06;1,0;0,80;
14.12.2022 16:42:23;0,9;4,75;0,8;3,86;0,6;3,54;0,8;2,75;0,8;3,40;1,0;0,71;
14.12.2022 16:42:24;0,9;3,61;0,8;---;0,6;2,66;0,8;1,49;0,8;3,42;1,0;0,48;
14.12.2022 16:42:25;0,9;2,40;0,8;1,87;---;2,57;0,8;0,95;0,8;1,86;1,0;0,66;
14.12.2022 16:42:26;0,9;1,84;0,8;0,89;0,6;1,09;0,8;0,35;0,8;0,48;1,0;0,68;
14.12.2022 16:42:27;0,9;0,54;0,8;0,37;0,6;0,34;0,9;0,32;0,8;0,74;1,0;1,26;
14.12.2022 16:42:28;0,9;0,28;0,8;---;0,6;1,05;0,9;0,53;0,8;0,95;1,0;0,63;
14.12.2022 16:42:29;0,9;0,29;0,8;0,38;0,6;0,61;0,9;0,23;0,8;0,38;1,0;1,11;
14.12.2022 16:42:30;0,9;0,37;0,8;0,42;0,6;0,76;0,9;0,39;0,8;1,93;1,0;1,09;
14.12.2022 16:42:31;0,9;0,50;0,8;0,82;---;1,92;0,8;0,66;0,8;1,89;1,0;1,17;
14.12.2022 16:42:32;0,9;0,49;0,8;1,16;0,6;2,44;0,8;1,45;0,8;2,64;1,0;1,64;
14.12.2022 16:42:33;0,9;0,72;0,7;---;0,6;2,17;0,8;1,85;0,8;2,19;1,0;1,29;
14.12.2022 16:42:34;0,9;0,99;0,7;1,26;0,6;1,65;0,8;0,60;0,7;1,52;1,0;0,80;
14.12.2022 16:42:35;0,9;1,28;0,7;0,98;0,6;1,61;0,8;0,74;0,7;1,76;1,0;0,43;
14.12.2022 16:42:36;0,9;0,65;0,7;0,49;0,6;1,01;0,8;0,51;0,8;0,86;1,0;0,94;
14.12.2022 16:42:37;0,9;0,43;0,7;0,37;0,6;1,10;0,8;0,43;0,8;0,89;1,0;0,44;
14.12.2022 16:42:38;0,9;0,37;0,7;0,36;0,6;0,94;0,8;0,31;0,8;0,46;1,0;0,60;
14.12.2022 16:42:39;0,9;0,57;0,7;0,36;0,6;0,31;0,8;0,37;0,8;0,36;1,0;0,69;
14.12.2022 16:42:40;0,9;0,39;0,7;0,31;---;0,37;0,8;0,24;0,8;0,43;1,0;0,60;
14.12.2022 16:42:41;0,9;0,34;0,8;0,34;0,6;0,58;0,8;0,21;0,8;0,35;1,0;0,72;
14.12.2022 16:42:42;0,9;0,23;0,8;0,29;0,6;0,30;0,8;0,25;0,8;0,73;1,0;2,06;
14.12.2022 16:42:43;0,9;0,25;0,8;0,92;0,6;0,65;0,8;0,42;0,8;1,23;1,0;1,08;
14.12.2022 16:42:44;0,9;1,27;0,8;1,61;0,6;1,00;0,8;1,12;0,8;1,74;1,0;0,39;
14.12.2022 16:42:45;0,9;1,25;0,8;1,35;---;1,47;0,8;1,16;0,8;2,14;1,0;0,29;
14.12.2022 16:42:46;0,9;1,09;0,8;2,11;0,6;1,70;0,8;1,63;0,8;2,14;1,0;0,33;
14.12.2022 16:42:47;0,9;1,82;0,8;---;0,6;1,52;0,8;0,39;0,8;1,01;1,0;0,34;
14.12.2022 16:42:48;0,9;1,60;0,8;0,34;0,6;1,27;0,8;0,17;0,8;0,61;1,0;1,07;
14.12.2022 16:42:49;0,9;1,19;0,8;0,41;0,6;0,60;0,8;0,18;0,8;0,38;1,0;0,89;
14.12.2022 16:42:50;0,9;0,24;0,8;0,21;0,6;1,18;0,9;0,18;0,8;1,37;1,0;0,66;
14.12.2022 16:42:51;0,9;0,19;0,8;1,31;0,6;1,65;0,8;1,05;0,8;2,03;1,0;0,58;
14.12.2022 16:42:52;0,9;1,12;---;---;0,6;1,36;0,8;0,40;0,8;1,43;1,0;0,41;
14.12.2022 16:42:53;0,9;0,44;0,8;0,55;0,6;0,78;0,8;0,19;0,8;0,48;1,0;0,42;
14.12.2022 16:42:54;0,9;0,33;0,8;0,26;0,6;0,47;0,9;0,22;0,8;0,50;1,0;0,39;
14.12.2022 16:42:55;0,9;0,19;0,8;0,21;0,6;0,17;0,9;0,16;0,8;0,25;1,0;0,95;
14.12.2022 16:42:56;0,9;0,20;0,8;0,23;0,6;0,21;0,9;0,15;0,8;0,26;1,0;1,87;
14.12.2022 16:42:57;0,9;0,23;0,8;0,26;0,6;0,21;0,9;0,14;0,8;0,26;1,0;1,61;
14.12.2022 16:42:58;0,9;0,27;0,8;0,23;0,6;0,18;0,9;0,14;0,8;0,22;1,0;1,36;
14.12.2022 16:42:59;0,9;0,21;0,8;0,22;0,6;0,35;0,9;0,13;0,8;0,25;1,0;1,24;
14.12.2022 16:43:00;0,9;0,21;0,8;0,20;0,6;0,62;0,9;0,14;0,8;0,28;1,0;1,12;
14.12.2022 16:43:01;0,9;0,22;0,8;0,21;0,6;0,74;0,9;0,16;0,8;0,59;1,0;0,76;
14.12.2022 16:43:02;0,9;0,22;0,8;0,24;0,6;0,79;0,9;0,14;0,8;0,29;1,0;1,88;
14.12.2022 16:43:03;0,9;0,18;0,8;---;0,6;0,28;0,9;0,11;0,8;0,42;1,0;2,05;
14.12.2022 16:43:04;0,9;0,18;0,8;0,21;0,6;0,29;0,9;0,48;0,8;1,00;0,9;2,48;
14.12.2022 16:43:05;0,9;0,33;0,8;0,54;0,6;0,52;0,9;0,75;0,8;1,44;0,9;0,53;
14.12.2022 16:43:06;0,9;0,65;0,8;0,34;0,6;0,59;0,8;0,51;0,8;1,80;0,9;0,35;
14.12.2022 16:43:07;0,9;1,06;0,8;1,88;0,6;1,42;0,8;1,40;0,8;1,99;0,9;0,32;
14.12.2022 16:43:08;0,9;1,36;0,7;2,05;0,6;1,42;0,8;1,73;0,8;1,70;0,9;0,34;
14.12.2022 16:43:09;0,9;1,74;0,8;1,56;0,6;0,94;0,8;0,79;0,8;1,25;0,9;0,45;
14.12.2022 16:43:10;0,9;0,35;0,8;---;0,6;1,19;0,8;1,00;0,8;1,15;0,9;0,31;
14.12.2022 16:43:11;0,9;1,16;---;1,54;0,6;1,48;0,8;1,55;0,8;2,68;1,0;0,33;
14.12.2022 16:43:12;0,9;1,61;0,7;2,64;0,6;2,23;0,8;2,10;0,8;2,79;1,0;0,34;
14.12.2022 16:43:13;0,9;1,86;0,7;2,20;0,6;2,05;0,8;1,59;0,8;2,57;1,0;0,36;
14.12.2022 16:43:14;0,9;1,54;0,7;2,09;0,6;1,85;0,8;1,30;0,8;2,18;1,0;0,35;
14.12.2022 16:43:15;0,8;1,89;0,7;---;0,6;1,52;0,8;1,35;0,7;2,26;1,0;0,40;
14.12.2022 16:43:16;0,8;1,72;0,7;0,80;0,6;1,46;0,8;0,47;0,7;2,20;1,0;0,35;
14.12.2022 16:43:17;0,8;1,70;0,7;1,41;0,6;1,84;0,8;0,45;0,7;2,29;1,0;0,40;
14.12.2022 16:43:18;0,8;1,79;0,7;---;0,6;1,77;0,8;1,25;0,7;1,59;0,9;0,48;
14.12.2022 16:43:19;0,8;1,47;0,7;0,81;0,6;0,44;0,8;0,97;0,7;1,19;0,9;0,35;
14.12.2022 16:43:20;0,8;1,33;0,7;0,37;0,6;0,21;0,8;0,39;0,7;0,32;0,9;0,29;
14.12.2022 16:43:21;0,8;0,74;0,7;0,23;0,6;0,20;0,8;0,18;0,7;0,24;0,9;1,35;
14.12.2022 16:43:22;0,8;0,41;0,7;0,21;0,6;0,15;0,8;0,13;0,8;0,22;0,9;1,60;
14.12.2022 16:43:23;0,8;0,20;0,7;0,21;0,6;0,15;0,8;0,13;0,8;0,19;0,9;1,28;
14.12.2022 16:43:24;0,8;0,19;0,7;0,23;0,6;0,11;0,8;0,13;0,8;0,19;0,9;0,46;
14.12.2022 16:43:25;0,9;0,19;0,8;0,22;0,6;0,17;0,8;0,10;0,8;0,19;0,9;1,05;
14.12.2022 16:43:26;0,9;0,21;0,8;0,22;0,6;0,26;0,8;0,13;0,8;0,27;0,9;1,56;
14.12.2022 16:43:27;0,9;0,21;0,8;0,28;0,6;0,17;0,8;0,17;0,8;0,27;0,9;1,75;
14.12.2022 16:43:28;0,9;0,25;0,8;---;0,6;0,14;0,8;0,15;0,8;0,20;0,9;2,62;
14.12.2022 16:43:29;0,9;0,29;0,8;0,27;0,6;0,19;0,8;0,16;0,8;0,35;0,9;1,29;
14.12.2022 16:43:30;0,9;0,41;0,8;0,33;0,6;1,51;0,8;0,18;0,8;1,24;0,9;2,39;
14.12.2022 16:43:31;0,9;0,35;0,8;0,28;0,6;1,88;0,8;0,19;0,8;1,95;0,9;3,93;
14.12.2022 16:43:32;0,9;0,30;0,8;0,25;0,6;1,70;0,8;0,18;0,8;1,01;0,9;1,77;
14.12.2022 16:43:33;0,9;0,27;0,8;0,23;0,6;0,97;0,8;0,18;0,8;0,36;0,9;0,63;
14.12.2022 16:43:34;0,9;0,20;0,8;0,35;0,6;0,96;0,8;0,22;0,8;1,63;0,9;2,21;
14.12.2022 16:43:35;0,9;0,35;0,8;---;0,6;1,72;0,8;0,94;0,8;2,03;0,9;0,54;
14.12.2022 16:43:36;0,9;1,32;0,8;2,02;0,6;1,69;0,8;1,35;0,8;2,30;0,9;0,37;
14.12.2022 16:43:37;0,9;2,19;0,7;2,47;0,6;1,57;0,8;1,36;0,8;2,16;0,9;0,39;
14.12.2022 16:43:38;0,9;2,19;0,7;---;0,6;1,62;0,8;0,48;0,8;1,61;0,9;0,26;
14.12.2022 16:43:39;0,9;2,02;0,7;1,81;0,6;1,00;0,8;0,92;0,8;1,51;0,9;0,32;
14.12.2022 16:43:40;0,9;1,67;0,7;1,72;0,6;1,05;0,8;1,06;0,8;1,68;0,9;0,25;
14.12.2022 16:43:41;0,9;1,41;0,8;1,88;0,6;1,11;0,8;1,29;0,8;1,41;0,9;0,20;
14.12.2022 16:43:42;0,9;1,79;0,8;2,15;0,6;1,36;0,8;1,37;0,8;1,70;0,9;0,21;
14.12.2022 16:43:43;0,9;1,82;0,7;2,15;0,6;0,73;0,8;1,61;0,8;1,65;0,9;0,25;
14.12.2022 16:43:44;0,9;2,05;0,7;1,64;0,6;0,56;0,8;1,20;0,8;1,33;0,9;0,32;
14.12.2022 16:43:45;0,9;1,75;0,8;1,52;0,6;0,68;0,8;1,09;0,8;1,07;0,9;0,27;
14.12.2022 16:43:46;0,9;1,25;0,8;---;0,6;0,74;0,8;0,64;0,8;1,12;0,9;0,20;
14.12.2022 16:43:47;0,9;1,62;0,8;1,29;0,6;0,89;0,8;0,53;0,8;1,11;0,9;0,21;
14.12.2022 16:43:48;0,9;1,27;---;---;0,6;0,75;0,8;0,81;0,8;---;0,9;0,18;
14.12.2022 16:43:49;0,9;1,19;0,8;1,25;0,6;0,37;0,8;0,62;0,8;0,76;0,9;0,23;
14.12.2022 16:43:50;0,9;1,13;---;---;0,6;0,37;0,8;0,49;0,8;0,53;0,9;0,33;
