Data Ora;154 [°C];154 [m/s];348 [°C];348 [m/s];150 [°C];150 [m/s];261 [°C];261 [m/s];789 [°C];789 [m/s];590 [°C];590 [m/s];
14.12.2022 17:02:22;0,9;1,53;0,9;0,17;0,6;1,11;0,8;1,99;0,8;1,93;0,8;2,47;
14.12.2022 17:02:23;0,9;1,41;0,9;0,15;0,6;1,26;0,8;1,68;0,8;1,67;0,8;2,06;
14.12.2022 17:02:24;0,9;1,37;0,9;0,17;0,6;---;0,8;2,04;0,8;1,92;0,8;2,49;
14.12.2022 17:02:25;0,9;1,48;0,9;0,18;---;1,40;0,8;2,08;0,8;1,95;0,8;2,32;
14.12.2022 17:02:26;0,9;1,44;0,9;0,17;0,6;1,73;0,8;2,39;---;1,98;0,8;2,28;
14.12.2022 17:02:27;0,9;---;0,9;0,13;0,6;1,55;0,8;1,85;0,8;1,82;0,8;2,01;
14.12.2022 17:02:28;0,9;1,33;0,9;0,16;0,6;1,62;0,8;2,19;0,8;1,68;0,8;1,88;
14.12.2022 17:02:29;0,9;1,57;0,9;0,16;0,6;1,52;0,8;2,67;---;1,94;0,8;2,43;
14.12.2022 17:02:30;0,9;---;0,9;0,19;0,6;1,23;0,8;2,61;0,8;2,08;0,8;2,44;
14.12.2022 17:02:31;0,9;1,01;0,9;0,22;0,6;---;0,8;1,77;---;2,36;0,8;2,80;
14.12.2022 17:02:32;---;1,78;0,9;0,17;0,6;0,41;0,8;1,13;0,8;1,06;0,8;1,93;
14.12.2022 17:02:33;0,9;0,30;0,9;0,16;---;---;0,8;0,36;0,8;0,39;0,8;1,72;
14.12.2022 17:02:34;0,9;---;0,9;0,13;0,6;---;0,8;0,35;---;0,19;0,8;0,37;
14.12.2022 17:02:35;0,9;0,54;0,9;0,23;0,6;0,34;0,8;0,16;0,8;0,14;0,8;0,15;
14.12.2022 17:02:36;0,9;0,82;0,9;0,53;---;---;0,8;0,11;0,8;0,21;0,8;0,38;
14.12.2022 17:02:37;0,9;0,76;0,9;0,76;---;---;0,8;0,24;0,8;0,66;0,8;1,46;
14.12.2022 17:02:38;0,9;0,67;0,9;1,11;---;---;0,8;0,41;0,8;0,84;0,8;1,33;
14.12.2022 17:02:39;0,9;---;0,9;0,23;---;---;0,8;0,92;---;0,70;0,8;0,92;
14.12.2022 17:02:40;0,9;1,06;0,9;0,44;---;---;0,8;0,41;0,8;0,65;0,8;0,83;
14.12.2022 17:02:41;0,9;0,83;0,9;0,24;---;---;0,8;0,51;0,8;0,29;0,8;0,34;
14.12.2022 17:02:42;0,9;0,59;0,9;0,17;---;---;0,8;0,65;---;0,43;0,8;0,55;
14.12.2022 17:02:43;---;---;0,9;0,17;---;---;0,8;1,03;0,8;0,60;0,8;1,41;
14.12.2022 17:02:44;0,9;0,66;0,9;0,19;---;---;0,8;1,32;0,8;1,38;0,8;1,81;
14.12.2022 17:02:45;0,9;---;0,9;0,17;---;---;0,8;1,47;0,8;1,08;0,8;1,97;
14.12.2022 17:02:46;0,9;1,05;0,9;0,20;---;---;0,8;1,46;0,8;1,52;0,8;2,23;
14.12.2022 17:02:47;0,9;0,73;0,9;0,16;---;---;0,8;0,80;0,8;1,42;0,8;1,84;
14.12.2022 17:02:48;0,9;0,78;0,9;0,14;---;---;0,8;1,25;0,8;1,18;0,8;1,69;
14.12.2022 17:02:49;0,9;0,89;0,9;0,14;---;---;0,8;1,13;---;1,25;0,8;1,59;
14.12.2022 17:02:50;0,9;0,96;0,9;0,11;---;---;0,8;0,42;0,8;1,04;0,8;1,32;
14.12.2022 17:02:51;0,9;---;0,9;0,09;---;---;0,8;0,38;0,8;0,52;0,8;1,16;
14.12.2022 17:02:52;0,9;0,93;0,9;0,10;---;---;0,8;0,81;0,8;0,46;0,8;0,54;
14.12.2022 17:02:53;---;0,62;0,9;0,12;---;---;0,8;0,54;0,8;0,24;0,8;0,44;
14.12.2022 17:02:54;0,9;0,84;0,9;0,31;---;---;0,8;0,45;0,8;0,22;0,8;0,37;
14.12.2022 17:02:55;0,9;0,43;0,9;0,25;---;---;0,8;1,02;---;0,27;0,8;0,29;
14.12.2022 17:02:56;0,9;---;0,9;0,16;---;---;0,8;0,60;0,8;1,14;0,8;0,34;
14.12.2022 17:02:57;---;0,89;0,9;0,33;---;---;0,8;0,44;---;0,35;0,8;0,54;
14.12.2022 17:02:58;0,9;0,57;0,9;0,20;---;---;0,8;0,60;0,8;0,35;0,8;0,49;
14.12.2022 17:02:59;1,0;0,84;0,9;0,23;---;---;0,8;1,02;0,8;0,41;0,8;0,48;
14.12.2022 17:03:00;1,0;1,16;0,9;0,47;---;---;0,8;1,07;0,8;0,81;0,8;0,57;
14.12.2022 17:03:01;---;---;0,9;0,42;---;---;0,8;1,07;0,8;0,69;0,8;0,36;
14.12.2022 17:03:02;1,0;0,61;0,9;0,27;---;---;0,8;0,88;0,8;0,39;0,8;0,36;
14.12.2022 17:03:03;1,0;---;0,9;0,23;---;---;0,9;1,15;0,9;0,74;0,8;0,31;
14.12.2022 17:03:04;1,0;0,56;0,9;0,22;---;---;0,9;1,58;---;0,64;0,8;0,61;
14.12.2022 17:03:05;1,0;1,51;0,9;0,90;---;---;0,9;1,60;0,9;0,74;0,8;0,83;
14.12.2022 17:03:06;1,0;---;0,9;0,41;---;---;0,9;2,39;0,9;1,40;0,8;1,98;
14.12.2022 17:03:07;1,0;1,44;0,9;0,28;---;---;0,9;2,60;0,9;2,22;0,8;2,35;
14.12.2022 17:03:08;1,0;1,68;0,9;0,22;---;---;0,9;2,56;0,9;2,09;0,8;2,44;
14.12.2022 17:03:09;1,0;1,74;0,9;---;---;---;0,9;2,54;0,9;2,05;0,8;2,35;
14.12.2022 17:03:10;1,0;1,58;0,9;0,36;---;---;0,9;2,70;0,9;1,99;0,8;2,51;
14.12.2022 17:03:11;1,0;2,19;0,9;0,25;---;---;0,9;2,53;0,9;2,19;0,8;2,64;
14.12.2022 17:03:12;---;---;0,9;0,27;---;---;0,9;2,21;0,9;1,99;0,8;2,66;
14.12.2022 17:03:13;1,0;1,51;0,9;0,23;---;---;0,9;1,95;0,9;1,76;0,8;2,07;
14.12.2022 17:03:14;---;---;0,9;0,20;---;---;0,8;2,42;0,8;2,04;0,8;2,36;
14.12.2022 17:03:15;1,0;1,83;0,9;0,19;---;---;0,8;2,31;0,8;1,91;0,8;2,90;
14.12.2022 17:03:16;0,9;2,54;0,9;0,21;---;---;0,8;2,71;---;2,13;0,8;3,06;
14.12.2022 17:03:17;0,9;2,70;0,9;0,23;---;---;0,8;3,25;0,8;2,39;0,8;3,44;
14.12.2022 17:03:18;0,9;2,71;0,9;0,30;---;---;0,8;3,72;0,8;2,96;0,8;3,72;
14.12.2022 17:03:19;0,9;---;0,9;0,28;---;---;0,8;3,35;0,8;2,80;0,8;3,55;
14.12.2022 17:03:20;---;2,02;0,9;0,25;---;---;0,8;2,64;0,8;2,67;0,8;3,14;
14.12.2022 17:03:21;0,9;2,17;0,9;0,21;---;---;0,8;2,60;0,8;2,28;0,8;2,65;
14.12.2022 17:03:22;0,9;1,61;0,9;0,69;---;---;0,8;2,29;0,8;2,21;0,8;2,39;
14.12.2022 17:03:23;0,9;---;0,9;0,43;---;---;0,8;2,41;0,8;1,78;0,8;1,25;
14.12.2022 17:03:24;0,9;1,33;0,9;0,35;---;---;0,8;2,68;0,8;2,00;0,8;0,75;
14.12.2022 17:03:25;0,9;---;0,9;0,23;---;---;0,8;2,31;0,8;2,12;0,8;2,34;
14.12.2022 17:03:26;0,9;1,28;0,9;0,19;---;---;0,8;2,20;0,8;2,10;0,8;2,50;
14.12.2022 17:03:27;0,9;---;0,9;0,15;---;---;0,8;2,01;0,8;1,94;0,8;2,38;
14.12.2022 17:03:28;0,9;1,24;0,9;---;---;---;---;---;---;1,86;0,8;1,91;
14.12.2022 17:03:29;0,9;1,48;0,9;0,17;---;---;0,8;1,94;0,8;1,82;0,8;1,83;
14.12.2022 17:03:30;0,9;1,48;0,9;0,16;---;---;0,8;2,27;0,8;1,78;0,8;1,75;
14.12.2022 17:03:31;0,9;1,48;0,9;0,17;---;---;0,8;1,15;---;1,95;0,8;2,18;
14.12.2022 17:03:32;0,9;1,23;0,9;0,15;---;---;0,8;0,44;0,8;0,83;0,8;2,01;
14.12.2022 17:03:33;---;---;0,9;0,11;---;---;0,8;0,42;0,8;0,59;0,8;1,59;
14.12.2022 17:03:34;1,0;0,59;0,9;0,15;---;---;0,8;1,21;---;1,02;0,8;1,99;
14.12.2022 17:03:35;---;---;0,9;0,17;---;---;0,9;1,85;0,8;1,62;0,8;2,03;
14.12.2022 17:03:36;1,0;1,26;0,9;0,21;---;---;0,9;1,28;0,9;1,82;0,8;1,83;
14.12.2022 17:03:37;0,9;---;0,9;0,25;---;---;0,9;1,26;0,8;0,87;0,8;1,62;
14.12.2022 17:03:38;0,9;0,54;0,9;0,21;---;---;0,8;1,80;0,8;---;0,8;1,66;
14.12.2022 17:03:39;0,9;0,81;0,9;0,22;---;---;0,8;1,38;0,8;1,47;0,8;1,79;
14.12.2022 17:03:40;0,9;0,89;0,9;0,22;---;---;0,8;---;0,8;0,94;0,8;1,51;
14.12.2022 17:03:41;0,9;0,61;0,9;0,18;---;---;0,8;0,57;0,8;0,65;0,8;1,27;
14.12.2022 17:03:42;0,9;0,43;0,9;0,13;---;---;0,8;0,43;0,8;0,55;0,8;0,64;
14.12.2022 17:03:43;0,9;0,38;0,9;0,14;---;---;0,8;0,41;0,8;0,31;0,8;0,81;
14.12.2022 17:03:44;0,9;0,38;0,9;0,14;---;---;0,8;0,44;0,8;0,23;0,8;0,39;
14.12.2022 17:03:45;---;0,33;0,9;0,12;---;---;0,8;1,43;0,8;0,27;0,8;1,17;
14.12.2022 17:03:46;0,9;0,27;0,9;0,21;---;---;0,8;0,93;0,8;0,50;0,8;0,79;
14.12.2022 17:03:47;0,9;0,26;0,9;0,18;---;---;0,8;1,45;0,8;0,33;0,8;0,65;
14.12.2022 17:03:48;0,9;0,42;0,9;0,20;---;---;0,8;1,56;0,8;1,26;0,8;1,35;
14.12.2022 17:03:49;0,9;0,64;0,9;0,20;---;---;0,8;1,11;0,8;1,52;0,8;2,10;
14.12.2022 17:03:50;0,9;---;0,9;0,22;---;---;0,8;1,06;0,8;0,96;0,8;0,56;
14.12.2022 17:03:51;0,9;0,27;0,9;0,36;---;---;0,8;0,85;0,8;0,48;0,8;0,31;
14.12.2022 17:03:52;0,9;0,24;0,9;0,57;---;---;0,8;1,19;0,8;0,35;0,8;0,25;
14.12.2022 17:03:53;0,9;---;0,9;0,46;---;---;0,8;0,31;0,8;0,18;0,8;0,18;
14.12.2022 17:03:54;0,9;0,30;0,9;0,76;---;---;0,8;0,23;0,8;0,16;0,8;0,40;
14.12.2022 17:03:55;0,9;0,42;0,9;0,51;---;---;0,8;1,33;0,8;0,60;0,8;0,53;
14.12.2022 17:03:56;0,9;0,51;0,9;0,27;---;---;0,8;0,96;0,8;0,81;0,8;0,28;
14.12.2022 17:03:57;0,9;0,48;0,9;0,31;---;---;0,8;0,94;0,8;0,39;0,8;0,61;
14.12.2022 17:03:58;0,9;0,64;0,9;0,66;---;---;0,8;1,35;0,8;1,19;0,8;0,91;
14.12.2022 17:03:59;0,9;0,50;0,9;0,84;---;---;0,8;0,99;0,8;1,18;0,8;1,52;
14.12.2022 17:04:00;0,9;---;0,9;0,70;---;---;0,8;1,63;0,8;1,91;0,8;1,37;
14.12.2022 17:04:01;0,9;1,17;0,9;0,41;---;---;0,8;1,24;0,8;1,45;0,8;1,51;
14.12.2022 17:04:02;---;1,57;0,9;0,29;---;---;0,8;1,02;0,8;1,42;0,8;2,39;
14.12.2022 17:04:03;1,0;1,26;0,9;0,43;---;---;0,8;1,11;0,9;---;0,8;2,82;
14.12.2022 17:04:04;1,0;0,49;0,9;0,75;---;---;0,9;2,09;0,9;1,73;0,8;1,00;
14.12.2022 17:04:05;1,0;---;0,9;0,23;---;---;0,9;2,32;0,9;2,20;0,8;0,99;
14.12.2022 17:04:06;---;1,46;0,9;0,34;---;---;0,9;2,71;0,9;2,71;0,8;2,56;
14.12.2022 17:04:07;1,0;1,96;0,9;0,29;---;---;0,9;3,32;0,9;2,55;0,8;2,70;
14.12.2022 17:04:08;---;1,91;0,9;0,40;---;---;0,8;---;0,9;3,10;0,8;3,42;
14.12.2022 17:04:09;0,9;2,26;0,9;0,42;---;---;0,8;4,05;0,8;3,78;0,8;4,43;
14.12.2022 17:04:10;0,9;2,51;0,9;0,36;---;---;0,8;3,73;0,8;3,73;0,8;3,88;
14.12.2022 17:04:11;0,9;2,61;0,9;0,37;---;---;0,8;4,09;---;3,83;0,8;4,63;
14.12.2022 17:04:12;0,9;2,73;0,9;0,33;---;---;0,8;2,97;0,8;3,49;0,8;4,16;
14.12.2022 17:04:13;0,9;2,60;0,9;0,31;---;---;0,8;3,08;0,8;3,19;0,8;3,69;
14.12.2022 17:04:14;---;2,08;0,9;0,24;---;---;0,8;2,70;---;2,73;0,8;2,36;
14.12.2022 17:04:15;0,9;1,49;0,9;0,17;---;---;0,8;2,07;0,8;1,84;0,8;1,32;
14.12.2022 17:04:16;0,9;1,06;0,9;0,35;---;---;0,8;---;0,8;0,88;0,8;0,63;
14.12.2022 17:04:17;0,9;0,66;0,9;0,64;---;---;0,8;1,47;0,8;0,82;0,8;0,81;
14.12.2022 17:04:18;0,9;0,70;0,9;0,37;---;---;0,8;2,03;0,8;---;0,8;0,58;
14.12.2022 17:04:19;0,9;1,04;0,9;0,21;---;---;0,8;2,47;0,8;1,15;0,8;1,67;
14.12.2022 17:04:20;0,9;1,68;0,9;0,22;---;---;0,8;2,50;0,8;2,21;0,8;2,74;
14.12.2022 17:04:21;---;1,15;0,9;0,20;---;---;0,8;---;0,8;2,15;0,8;2,46;
14.12.2022 17:04:22;0,9;1,14;0,9;0,18;---;---;0,8;3,01;0,8;1,89;0,8;2,01;
14.12.2022 17:04:23;0,9;2,15;0,9;0,21;---;---;0,8;2,59;---;---;0,8;3,28;
14.12.2022 17:04:24;---;---;0,9;0,19;---;---;0,8;2,67;---;---;0,8;2,59;
14.12.2022 17:04:25;0,9;1,54;0,9;0,17;---;---;0,8;2,37;---;---;0,8;2,27;
14.12.2022 17:04:26;0,9;2,10;0,9;0,14;---;---;0,8;2,10;---;---;0,8;2,49;
14.12.2022 17:04:27;---;---;0,9;0,23;---;---;0,8;2,40;---;---;0,8;2,93;
14.12.2022 17:04:28;0,9;2,58;0,9;0,44;---;---;0,8;2,73;---;---;0,8;3,09;
14.12.2022 17:04:29;0,9;1,32;0,9;0,32;---;---;0,8;2,85;---;---;0,8;1,79;
14.12.2022 17:04:30;0,9;1,62;0,9;0,25;---;---;0,8;3,09;---;---;0,8;1,74;
14.12.2022 17:04:31;---;2,43;0,9;0,56;---;---;0,8;3,99;---;---;0,8;3,25;
14.12.2022 17:04:32;0,9;1,94;0,9;0,34;---;---;0,8;3,36;---;---;0,8;1,78;
14.12.2022 17:04:33;0,9;1,99;0,9;0,42;---;---;0,8;4,23;---;---;0,8;0,96;
14.12.2022 17:04:34;---;2,72;0,9;0,59;---;---;0,8;3,47;---;---;0,8;1,63;
14.12.2022 17:04:35;0,9;2,73;0,9;0,32;---;---;0,8;2,91;---;---;0,8;1,78;
14.12.2022 17:04:36;0,9;2,13;0,9;0,24;---;---;0,8;2,21;---;---;0,8;2,22;
14.12.2022 17:04:37;0,9;1,74;0,9;0,35;---;---;0,8;3,01;---;---;0,8;3,14;
14.12.2022 17:04:38;0,9;1,53;0,9;0,29;---;---;0,8;2,46;---;---;0,8;1,32;
14.12.2022 17:04:39;0,9;---;0,9;0,27;---;---;0,8;2,23;---;---;0,8;2,39;
14.12.2022 17:04:40;0,9;1,61;0,9;0,22;---;---;0,8;2,25;---;---;0,8;2,61;
14.12.2022 17:04:41;---;1,40;0,9;0,21;---;---;0,8;2,05;---;---;0,8;2,34;
14.12.2022 17:04:42;0,9;1,29;0,9;0,22;---;---;0,8;1,79;---;---;0,8;2,24;
14.12.2022 17:04:43;0,9;1,33;0,9;0,20;---;---;0,8;0,59;---;---;0,8;1,75;
14.12.2022 17:04:44;---;0,93;0,9;0,16;---;---;0,8;0,61;---;---;0,8;0,84;
14.12.2022 17:04:45;0,9;0,44;0,9;0,13;---;---;0,8;1,53;---;---;0,8;0,50;
14.12.2022 17:04:46;0,9;0,99;0,9;0,13;---;---;0,8;0,87;---;---;0,8;1,15;
14.12.2022 17:04:47;---;0,43;0,9;0,21;---;---;0,8;0,47;---;---;0,8;0,49;
14.12.2022 17:04:48;0,9;1,29;0,9;0,48;---;---;0,8;0,64;---;---;0,8;0,43;
14.12.2022 17:04:49;0,9;0,47;0,9;0,17;---;---;0,8;1,50;---;---;0,8;1,69;
14.12.2022 17:04:50;0,9;0,60;0,9;0,18;---;---;0,8;0,95;---;---;0,8;1,82;
14.12.2022 17:04:51;0,9;0,29;0,9;0,19;---;---;0,8;0,68;---;---;0,8;0,58;
14.12.2022 17:04:52;0,9;0,22;0,9;0,18;---;---;0,8;0,73;---;---;0,8;0,49;
14.12.2022 17:04:53;0,9;0,23;0,9;0,12;---;---;0,8;0,76;---;---;0,8;0,60;
14.12.2022 17:04:54;0,9;0,52;0,9;0,11;0,6;---;0,8;0,76;---;---;0,8;0,58;
14.12.2022 17:04:55;0,9;0,80;0,9;0,18;0,6;---;0,8;1,20;---;---;0,8;1,28;
14.12.2022 17:04:56;1,0;1,40;0,9;0,19;0,6;1,61;0,8;1,75;---;---;0,8;1,70;
14.12.2022 17:04:57;1,0;1,30;0,9;0,20;---;---;0,8;1,91;---;---;0,8;1,88;
14.12.2022 17:04:58;1,0;1,05;0,9;0,21;0,7;2,16;0,8;2,63;---;---;0,8;1,86;
14.12.2022 17:04:59;1,0;1,43;0,9;0,41;0,7;1,99;0,8;2,76;---;---;0,8;2,54;
14.12.2022 17:05:00;---;1,81;0,9;0,94;0,7;1,60;0,8;2,78;0,8;---;0,8;2,76;
14.12.2022 17:05:01;1,0;2,09;0,9;0,37;0,7;2,13;0,8;2,67;0,8;---;0,8;2,49;
14.12.2022 17:05:02;1,0;0,74;0,9;0,27;0,7;1,96;0,8;3,01;0,8;2,97;0,8;1,63;
14.12.2022 17:05:03;0,9;1,82;0,9;0,30;0,7;1,65;0,8;2,57;0,8;2,20;0,8;2,64;
14.12.2022 17:05:04;0,9;1,81;0,9;0,22;0,6;1,92;0,8;2,57;0,8;2,13;0,8;2,49;
14.12.2022 17:05:05;---;1,84;0,9;0,23;0,6;1,73;0,8;2,54;0,8;1,81;0,8;2,60;
14.12.2022 17:05:06;0,9;1,69;0,9;0,17;0,6;1,77;0,8;1,98;0,8;1,24;0,8;1,95;
14.12.2022 17:05:07;0,9;1,54;0,9;0,15;0,6;1,23;0,8;1,79;0,8;1,00;0,8;1,87;

Nome strumento;testo 405i;testo 405i;testo 405i;testo 405i;testo 405i;testo 405i;
Numero di serie;48943154;48945348;48940150;48944261;48939789;48944590;
