Data Ora;154 [°C];154 [m/s];348 [°C];348 [m/s];150 [°C];150 [m/s];261 [°C];261 [m/s];789 [°C];789 [m/s];590 [°C];590 [m/s];
14.12.2022 16:53:40;---;---;---;---;0,6;---;---;---;0,7;3,43;---;3,85;
14.12.2022 16:53:41;0,9;2,23;0,9;0,26;---;2,66;0,7;3,47;0,8;3,98;0,9;3,70;
14.12.2022 16:53:42;0,9;2,12;0,9;0,37;0,6;3,12;0,7;4,07;0,8;---;0,9;3,38;
14.12.2022 16:53:43;0,9;2,23;0,9;0,39;---;3,17;0,8;3,87;---;3,44;0,9;---;
14.12.2022 16:53:44;0,9;2,16;0,9;0,42;0,6;2,43;0,8;3,51;0,7;3,18;0,9;2,88;
14.12.2022 16:53:45;0,9;2,07;0,9;0,34;---;---;0,7;3,86;0,7;3,58;0,9;3,94;
14.12.2022 16:53:46;0,9;2,39;0,9;0,39;---;---;0,7;3,76;0,7;---;0,9;4,10;
14.12.2022 16:53:47;0,9;2,14;0,9;0,24;---;---;0,7;3,54;0,7;3,44;0,9;3,83;
14.12.2022 16:53:48;0,9;2,00;0,9;0,30;---;---;0,7;3,67;---;---;0,9;3,31;
14.12.2022 16:53:49;0,9;1,60;0,9;0,26;---;---;0,7;3,28;0,7;3,26;0,9;2,88;
14.12.2022 16:53:50;0,9;1,79;0,9;0,26;---;---;0,7;2,73;0,7;2,13;0,9;3,21;
14.12.2022 16:53:51;0,9;1,94;0,9;0,24;---;---;0,7;2,53;0,7;2,44;0,9;3,38;
14.12.2022 16:53:52;0,9;1,67;0,9;0,46;---;---;0,7;2,65;0,7;---;0,9;2,95;
14.12.2022 16:53:53;0,9;1,58;0,9;0,20;---;---;0,7;2,51;0,7;1,96;0,9;2,44;
14.12.2022 16:53:54;0,9;1,89;0,9;0,27;0,6;---;0,7;2,75;0,7;---;0,9;2,50;
14.12.2022 16:53:55;0,9;1,80;0,9;0,21;0,6;2,26;0,7;2,75;0,7;2,66;0,9;3,39;
14.12.2022 16:53:56;0,9;1,77;0,9;0,21;0,6;2,56;0,7;3,43;0,7;2,93;0,9;2,87;
14.12.2022 16:53:57;0,9;1,85;0,9;0,23;---;---;0,7;3,56;---;---;0,9;3,44;
14.12.2022 16:53:58;0,9;1,99;0,9;0,23;---;---;0,7;3,82;0,7;2,79;0,9;3,72;
14.12.2022 16:53:59;0,9;1,93;0,9;0,27;---;---;0,7;3,03;0,7;---;0,9;2,97;
14.12.2022 16:54:00;0,9;1,47;0,9;0,39;---;---;0,7;2,78;0,7;2,54;0,9;1,82;
14.12.2022 16:54:01;0,9;1,76;0,9;0,55;---;---;0,7;2,96;0,7;2,54;0,9;1,99;
14.12.2022 16:54:02;0,9;1,68;0,9;0,23;---;---;0,7;2,83;---;---;0,9;1,58;
14.12.2022 16:54:03;0,9;1,91;0,9;0,25;---;---;0,7;2,33;0,7;1,81;0,9;2,50;
14.12.2022 16:54:04;0,9;1,93;0,9;0,26;---;---;0,7;2,65;---;---;0,9;2,57;
14.12.2022 16:54:05;0,9;1,86;0,9;0,26;---;---;0,7;2,55;0,7;1,90;0,9;2,56;
14.12.2022 16:54:06;0,9;1,79;0,9;0,25;---;---;0,7;2,37;0,7;1,75;0,9;2,94;
14.12.2022 16:54:07;0,9;2,15;0,9;0,31;---;---;0,7;2,60;0,7;2,34;0,9;3,31;
14.12.2022 16:54:08;0,9;1,86;0,9;0,51;0,6;---;0,7;2,87;0,7;2,40;0,9;2,72;
14.12.2022 16:54:09;0,9;1,99;0,9;0,35;0,6;2,87;0,7;2,39;0,7;---;0,9;2,63;
14.12.2022 16:54:10;0,9;1,54;0,9;0,27;0,6;1,89;0,7;2,36;---;1,93;0,9;2,27;
14.12.2022 16:54:11;0,9;1,46;0,9;0,21;0,6;2,14;0,7;2,75;0,8;2,20;0,9;2,74;
14.12.2022 16:54:12;0,9;1,64;0,9;0,20;0,6;2,07;0,7;2,88;0,8;2,48;0,9;3,11;
14.12.2022 16:54:13;0,9;2,02;0,9;0,19;0,6;2,02;0,8;2,86;---;---;0,9;3,16;
14.12.2022 16:54:14;0,9;2,52;0,9;0,23;0,6;2,31;0,8;3,07;0,8;3,39;0,9;3,88;
14.12.2022 16:54:15;0,9;2,53;0,9;0,28;---;2,88;0,8;3,79;0,7;4,00;0,9;4,43;
14.12.2022 16:54:16;0,9;2,16;0,9;0,30;0,6;2,93;0,7;3,58;0,7;2,99;0,8;3,70;
14.12.2022 16:54:17;0,9;2,08;0,9;0,28;0,6;2,50;0,7;3,03;---;---;0,8;3,27;
14.12.2022 16:54:18;0,9;1,86;0,9;0,27;0,5;2,46;0,7;3,41;0,7;3,53;0,8;3,60;
14.12.2022 16:54:19;0,9;2,20;0,9;0,29;0,5;2,80;0,7;3,70;---;---;0,8;3,72;
14.12.2022 16:54:20;0,8;2,65;0,9;0,29;0,5;2,84;0,7;3,51;0,7;3,29;0,8;3,35;
14.12.2022 16:54:21;0,8;2,35;0,9;0,31;0,5;2,73;0,7;3,48;0,7;---;0,8;3,72;
14.12.2022 16:54:22;0,8;2,43;0,9;0,26;0,5;2,69;0,7;3,40;---;3,30;0,8;3,59;
14.12.2022 16:54:23;0,8;2,52;0,9;0,22;0,5;2,48;0,7;3,03;0,7;2,65;0,8;3,06;
14.12.2022 16:54:24;0,8;2,27;0,9;0,23;0,5;2,05;0,7;2,62;0,7;2,28;0,8;2,91;
14.12.2022 16:54:25;0,8;2,02;0,9;0,16;0,5;1,47;0,7;2,35;---;---;0,8;2,67;
14.12.2022 16:54:26;0,8;1,75;0,9;0,16;0,5;1,42;0,7;1,88;0,7;2,04;0,8;2,10;
14.12.2022 16:54:27;0,8;1,90;0,8;0,42;0,5;1,21;0,7;1,81;0,7;1,68;0,8;1,59;
14.12.2022 16:54:28;0,8;1,32;0,8;0,36;0,5;0,66;0,7;0,82;0,7;1,28;0,8;0,94;
14.12.2022 16:54:29;0,8;1,35;0,8;0,18;---;---;0,7;0,70;0,7;0,64;0,8;1,21;
14.12.2022 16:54:30;0,8;1,27;0,8;0,14;---;---;0,7;1,59;0,7;1,40;0,8;1,64;
14.12.2022 16:54:31;0,8;1,16;0,8;0,15;---;---;0,7;1,77;0,7;1,19;0,8;1,71;
14.12.2022 16:54:32;0,8;1,22;0,8;0,15;---;---;0,7;1,64;0,7;0,92;0,8;0,50;
14.12.2022 16:54:33;0,8;2,10;0,8;0,20;---;---;0,7;2,10;---;---;0,8;2,52;
14.12.2022 16:54:34;0,8;2,19;0,8;0,22;---;---;0,7;2,78;0,7;2,17;0,8;3,00;
14.12.2022 16:54:35;0,8;1,92;0,8;0,27;---;---;0,7;2,57;0,7;2,22;0,8;3,21;
14.12.2022 16:54:36;0,8;2,58;0,8;0,19;---;---;0,7;1,92;0,7;0,96;0,8;2,38;
14.12.2022 16:54:37;0,8;1,63;0,8;0,20;---;---;0,7;1,82;0,7;1,65;0,8;1,10;
14.12.2022 16:54:38;0,8;1,36;0,8;0,18;---;---;0,7;2,55;0,7;2,42;0,8;2,54;
14.12.2022 16:54:39;0,8;1,81;0,8;0,20;---;---;0,7;2,58;0,7;1,92;0,8;3,13;
14.12.2022 16:54:40;0,8;2,08;0,8;0,15;0,5;---;0,7;2,29;0,7;2,22;0,8;3,58;
14.12.2022 16:54:41;0,8;1,99;0,8;0,19;0,5;2,10;0,7;2,31;0,7;1,95;0,8;3,03;
14.12.2022 16:54:42;0,8;1,83;0,8;0,19;0,5;1,68;0,7;1,99;---;---;0,8;1,76;
14.12.2022 16:54:43;0,8;1,44;0,8;0,24;0,5;0,94;0,7;0,87;0,7;1,19;0,8;1,33;
14.12.2022 16:54:44;0,8;1,60;0,8;0,22;0,5;1,73;0,7;2,21;---;---;0,8;2,59;
14.12.2022 16:54:45;0,8;0,80;0,8;0,23;0,5;1,77;0,7;2,16;0,7;2,10;0,8;1,21;
14.12.2022 16:54:46;0,8;0,64;0,8;0,20;0,5;1,86;0,7;2,07;0,7;1,14;0,8;1,99;
14.12.2022 16:54:47;0,8;1,30;0,8;0,16;0,5;1,32;0,7;1,21;0,7;1,00;0,8;2,00;
14.12.2022 16:54:48;0,8;0,65;0,8;0,16;0,5;0,81;0,7;0,80;0,7;0,36;0,8;0,85;
14.12.2022 16:54:49;0,8;0,96;0,8;0,18;0,5;0,39;0,7;0,80;0,7;0,39;0,8;0,88;
14.12.2022 16:54:50;0,8;0,62;0,8;0,20;0,5;0,73;0,7;0,56;---;---;0,8;0,58;
14.12.2022 16:54:51;0,8;0,59;0,8;0,18;0,5;---;0,7;1,64;0,7;0,40;0,9;0,44;
14.12.2022 16:54:52;0,8;1,44;0,8;0,43;0,6;1,86;0,7;1,52;0,7;1,93;0,8;1,89;
14.12.2022 16:54:53;0,8;1,79;0,8;0,58;0,6;0,97;0,7;1,33;0,7;---;0,8;2,71;
14.12.2022 16:54:54;0,8;1,41;0,8;0,30;0,6;1,25;0,7;1,10;---;0,82;0,8;0,91;
14.12.2022 16:54:55;0,8;1,16;0,8;0,26;0,6;1,84;0,7;2,70;0,7;1,03;0,9;0,86;
14.12.2022 16:54:56;0,8;0,52;0,8;0,20;0,6;1,93;0,7;2,27;0,7;1,87;0,9;1,23;
14.12.2022 16:54:57;0,9;0,48;0,8;0,22;0,6;0,63;0,7;0,71;0,7;1,41;0,8;1,76;
14.12.2022 16:54:58;0,9;0,51;0,8;0,18;---;---;0,7;0,75;0,7;1,32;0,8;1,50;
14.12.2022 16:54:59;0,9;1,31;0,8;0,35;---;---;0,7;0,62;0,7;0,58;0,8;1,16;
14.12.2022 16:55:00;0,9;0,56;0,8;0,42;---;---;0,7;0,76;---;---;0,8;0,75;
14.12.2022 16:55:01;0,9;0,63;0,8;0,32;---;---;0,7;2,45;0,7;2,10;0,8;1,58;
14.12.2022 16:55:02;0,9;1,06;0,8;0,23;---;---;0,7;2,22;---;2,37;0,8;1,85;
14.12.2022 16:55:03;0,9;0,89;0,8;0,23;---;---;0,7;2,24;0,7;1,16;0,8;0,64;
14.12.2022 16:55:04;0,9;0,76;0,8;0,23;---;---;0,7;0,93;---;---;0,8;1,06;
14.12.2022 16:55:05;0,9;0,48;0,8;0,19;---;---;0,7;1,65;0,7;1,58;0,8;0,97;
14.12.2022 16:55:06;0,9;0,67;0,8;0,20;---;---;0,7;1,83;0,7;1,29;0,8;1,10;
14.12.2022 16:55:07;0,9;0,61;0,8;0,28;---;---;0,7;1,33;0,7;1,50;0,8;1,44;
14.12.2022 16:55:08;0,9;0,63;0,8;0,20;---;---;0,7;2,31;0,7;1,29;0,8;1,22;
14.12.2022 16:55:09;0,9;0,28;0,8;0,21;---;---;0,7;2,64;0,7;---;0,8;1,83;
14.12.2022 16:55:10;0,9;0,27;0,8;0,35;---;---;0,7;0,90;0,7;0,22;0,8;1,26;
14.12.2022 16:55:11;0,9;0,33;0,8;1,49;---;---;0,7;0,53;---;---;0,8;0,28;
14.12.2022 16:55:12;0,9;0,51;0,8;0,95;---;---;0,7;0,34;0,7;0,56;0,8;0,35;
14.12.2022 16:55:13;0,9;1,14;0,8;0,55;---;---;0,7;1,02;0,7;---;0,8;1,04;
14.12.2022 16:55:14;0,9;0,55;0,8;0,21;---;---;0,7;1,97;0,7;1,49;0,8;0,89;
14.12.2022 16:55:15;0,9;0,26;0,8;0,35;---;---;0,7;2,13;0,8;1,01;0,9;0,40;
14.12.2022 16:55:16;0,9;0,89;0,8;0,30;---;---;0,7;1,11;0,8;0,87;0,9;0,55;
14.12.2022 16:55:17;0,9;1,05;0,8;0,25;---;---;0,7;1,54;0,8;1,48;0,8;1,42;
14.12.2022 16:55:18;0,9;0,80;0,8;0,33;---;---;0,7;1,92;0,8;1,07;0,8;0,70;
14.12.2022 16:55:19;0,9;0,56;0,8;0,22;---;---;0,7;1,82;0,8;0,88;0,9;0,73;
14.12.2022 16:55:20;0,9;0,40;0,9;0,41;0,6;---;0,7;0,99;---;0,88;0,9;0,94;
14.12.2022 16:55:21;0,9;0,28;0,8;0,23;0,6;0,90;0,7;0,96;0,8;0,92;0,9;1,07;
14.12.2022 16:55:22;0,9;0,62;0,8;0,41;0,6;---;0,7;0,77;0,8;---;0,9;0,94;
14.12.2022 16:55:23;0,9;0,91;0,8;0,20;0,6;0,64;0,7;0,81;0,8;0,48;0,9;0,60;
14.12.2022 16:55:24;0,9;0,98;0,8;0,15;0,6;0,64;0,7;1,05;0,8;1,02;0,8;1,25;
14.12.2022 16:55:25;0,9;1,12;0,8;0,19;0,6;0,96;0,7;1,52;0,8;---;0,8;1,61;
14.12.2022 16:55:26;0,9;0,98;0,9;0,61;0,6;0,31;0,8;1,38;---;1,37;0,9;0,80;
14.12.2022 16:55:27;0,9;0,90;0,9;1,58;0,6;0,16;0,8;0,35;0,8;0,56;0,9;0,84;
14.12.2022 16:55:28;0,9;0,91;0,9;0,91;0,6;0,32;0,8;0,52;0,8;0,30;0,9;0,56;
14.12.2022 16:55:29;0,9;0,36;0,9;0,91;0,6;0,17;0,8;0,41;---;---;0,9;0,42;
14.12.2022 16:55:30;0,9;0,60;0,9;0,94;0,6;0,16;0,8;0,48;0,8;0,71;0,9;0,83;
14.12.2022 16:55:31;0,9;0,65;0,9;1,01;0,6;0,15;0,8;0,53;0,8;1,05;0,9;0,81;
14.12.2022 16:55:32;0,9;0,27;0,9;0,65;0,6;0,24;0,8;0,54;0,8;0,39;0,9;0,41;
14.12.2022 16:55:33;0,9;0,33;0,9;0,22;0,6;0,52;0,8;0,94;0,8;0,32;0,9;0,75;
14.12.2022 16:55:34;0,9;0,53;0,9;0,19;0,6;0,44;0,8;1,19;0,8;0,37;0,9;0,57;
14.12.2022 16:55:35;0,9;0,85;0,9;0,16;0,6;0,37;0,8;0,54;0,8;0,40;0,9;0,45;
14.12.2022 16:55:36;0,9;0,34;0,9;0,16;---;---;0,8;0,39;0,8;0,42;0,9;0,58;
14.12.2022 16:55:37;0,9;0,25;0,9;0,11;---;---;0,8;0,45;0,8;0,18;0,9;0,97;
14.12.2022 16:55:38;0,9;0,19;0,9;0,23;---;---;0,8;0,46;---;0,18;0,9;0,44;
14.12.2022 16:55:39;0,9;0,70;0,9;0,21;---;---;0,8;0,41;0,8;0,13;0,9;0,27;
14.12.2022 16:55:40;0,9;1,02;0,9;0,16;---;---;0,8;1,34;0,8;0,38;0,9;0,39;
14.12.2022 16:55:41;0,9;1,16;0,9;0,32;---;---;0,8;1,30;0,8;0,87;0,9;1,72;
14.12.2022 16:55:42;0,9;1,50;0,9;0,27;---;---;0,8;0,77;0,8;1,31;0,9;1,93;
14.12.2022 16:55:43;0,9;1,46;0,9;0,38;---;---;0,8;1,01;0,8;2,06;0,8;2,76;
14.12.2022 16:55:44;0,9;1,99;0,9;0,25;---;---;0,8;2,48;0,8;1,97;0,8;2,81;
14.12.2022 16:55:45;0,9;1,74;0,9;0,22;---;---;0,8;2,20;0,8;1,82;0,8;2,33;
14.12.2022 16:55:46;0,9;1,90;0,9;0,25;0,6;13,99;0,8;2,53;0,8;2,14;0,8;2,53;
14.12.2022 16:55:47;0,9;2,17;0,9;0,33;0,6;2,44;0,8;3,60;---;---;0,8;3,04;
14.12.2022 16:55:48;0,9;2,41;0,9;0,31;0,6;2,64;0,8;3,51;0,8;2,72;0,8;3,49;
14.12.2022 16:55:49;0,9;2,33;0,9;0,27;0,6;2,25;0,8;2,89;0,8;2,58;0,8;2,88;
14.12.2022 16:55:50;0,9;2,10;0,9;0,25;0,6;1,97;0,8;2,76;---;2,05;0,8;2,61;
14.12.2022 16:55:51;0,9;2,20;0,9;0,26;0,6;2,02;0,8;2,94;0,8;2,20;0,8;2,90;
14.12.2022 16:55:52;0,9;1,69;0,9;0,21;0,6;1,96;0,8;2,56;0,8;1,99;0,8;2,52;
14.12.2022 16:55:53;0,9;1,79;0,9;0,19;---;---;0,8;2,56;0,8;2,30;0,8;2,43;
14.12.2022 16:55:54;0,9;1,65;0,9;0,18;---;---;0,8;2,13;---;2,33;0,8;2,19;
14.12.2022 16:55:55;0,9;1,43;0,9;0,14;---;---;0,8;1,43;0,8;1,52;0,8;1,81;
14.12.2022 16:55:56;0,9;1,58;0,9;0,16;---;---;0,8;1,78;0,8;1,41;0,8;2,03;
14.12.2022 16:55:57;0,9;1,78;0,9;0,15;---;---;0,8;1,95;0,8;1,61;0,8;2,29;
14.12.2022 16:55:58;0,9;1,71;0,9;0,17;---;---;0,8;1,99;0,8;1,73;0,8;2,44;
14.12.2022 16:55:59;0,9;1,75;0,9;0,15;---;---;0,8;1,99;0,8;1,70;0,8;2,20;
14.12.2022 16:56:00;0,9;1,89;0,9;0,14;---;---;0,8;2,07;0,8;---;0,8;2,47;
14.12.2022 16:56:01;0,9;1,81;0,9;0,42;---;---;0,8;2,38;0,8;2,01;0,8;2,56;
14.12.2022 16:56:02;0,9;1,79;0,9;0,20;---;---;0,8;2,34;0,8;1,87;0,8;2,31;
14.12.2022 16:56:03;0,9;1,73;0,9;0,26;---;---;0,8;2,03;0,8;1,88;0,8;2,06;
14.12.2022 16:56:04;0,9;1,49;0,9;0,20;---;---;0,8;2,37;0,8;1,88;0,8;2,43;
14.12.2022 16:56:05;0,9;1,64;0,9;0,20;0,6;2,48;0,8;2,48;0,8;2,08;0,8;2,39;
14.12.2022 16:56:06;0,9;1,62;0,9;0,22;0,6;1,74;0,8;2,18;0,8;2,13;0,8;1,97;
14.12.2022 16:56:07;0,9;1,87;0,9;0,19;0,6;1,67;0,8;2,08;0,8;1,71;0,8;2,51;
14.12.2022 16:56:08;0,9;1,43;0,9;0,24;0,6;1,65;0,8;2,28;0,8;1,84;0,8;2,52;
14.12.2022 16:56:09;0,9;2,06;0,9;0,21;0,6;1,53;0,8;2,26;0,8;2,45;0,8;1,31;
14.12.2022 16:56:10;0,9;2,23;0,9;0,27;0,6;2,08;0,8;2,87;0,8;2,59;0,8;1,38;
14.12.2022 16:56:11;0,9;1,75;0,9;0,22;0,6;2,24;0,8;2,67;0,8;---;0,8;3,05;
14.12.2022 16:56:12;0,9;0,95;0,9;0,20;0,6;2,08;0,8;2,77;0,8;2,37;0,8;1,76;
14.12.2022 16:56:13;0,9;0,58;0,9;0,20;0,6;1,25;0,8;1,10;0,8;0,59;0,8;1,52;
14.12.2022 16:56:14;0,9;0,47;0,9;0,15;0,6;1,16;0,8;1,93;0,8;---;0,8;0,59;
14.12.2022 16:56:15;0,9;0,71;0,9;0,16;0,6;1,22;0,8;1,69;0,8;0,98;0,8;0,36;
14.12.2022 16:56:16;0,9;0,73;0,9;0,27;0,6;1,41;0,8;1,28;0,8;1,23;0,8;1,17;
14.12.2022 16:56:17;0,9;1,05;0,9;0,15;0,6;1,81;0,8;2,06;0,8;1,63;0,8;1,72;
14.12.2022 16:56:18;0,9;1,63;0,9;0,25;0,6;1,80;0,8;1,96;0,8;---;0,9;1,98;
14.12.2022 16:56:19;0,9;1,91;0,9;0,30;0,6;2,02;0,8;2,60;---;1,81;0,9;2,73;
14.12.2022 16:56:20;0,9;2,51;0,9;0,35;0,6;2,08;0,8;2,89;0,8;2,13;0,8;2,89;
14.12.2022 16:56:21;0,9;2,30;0,9;0,40;0,6;1,90;0,8;2,57;---;---;0,8;2,14;
14.12.2022 16:56:22;0,9;0,94;0,9;0,40;0,6;0,98;0,8;0,99;0,8;0,88;0,8;1,43;
14.12.2022 16:56:23;0,9;0,51;0,9;0,57;0,6;0,38;0,8;0,57;0,8;0,42;0,8;0,94;
14.12.2022 16:56:24;0,9;0,59;0,9;0,43;0,6;0,29;0,8;0,34;0,8;0,19;0,8;0,41;
14.12.2022 16:56:25;0,9;0,22;0,9;0,33;0,6;0,22;0,8;0,25;---;---;0,8;0,41;
14.12.2022 16:56:26;0,9;0,22;0,9;0,48;0,6;---;0,8;0,31;0,8;0,26;0,8;0,23;
14.12.2022 16:56:27;0,9;0,83;0,9;0,44;0,6;0,40;0,8;0,20;0,8;0,30;0,8;0,27;
14.12.2022 16:56:28;0,9;1,40;0,9;0,74;0,6;0,33;0,8;0,41;0,8;0,70;0,8;0,62;
14.12.2022 16:56:29;0,9;1,06;0,9;0,83;0,6;---;0,8;0,87;0,8;0,96;0,9;0,90;
14.12.2022 16:56:30;0,9;1,31;0,9;0,33;0,7;0,59;0,8;1,08;0,8;1,51;0,8;1,20;
14.12.2022 16:56:31;0,9;1,44;0,9;0,19;0,7;0,77;0,8;1,42;0,8;1,83;0,8;2,06;
14.12.2022 16:56:32;0,9;1,39;0,9;0,15;0,7;1,80;0,8;2,32;0,8;---;0,8;1,83;
14.12.2022 16:56:33;0,9;1,73;0,9;0,41;0,7;---;0,8;2,63;0,8;2,39;0,8;2,68;
14.12.2022 16:56:34;0,9;2,13;0,9;0,20;0,6;1,97;0,8;2,73;0,8;2,88;0,8;3,01;
14.12.2022 16:56:35;0,9;1,99;0,9;0,26;---;---;0,8;3,30;0,8;---;0,8;2,68;
14.12.2022 16:56:36;0,9;1,86;0,9;0,26;---;---;0,8;2,97;---;3,02;0,8;3,29;
14.12.2022 16:56:37;0,9;2,12;0,9;0,22;---;---;0,8;3,16;0,8;3,60;0,8;2,90;
14.12.2022 16:56:38;0,9;2,25;0,9;0,22;---;---;0,8;3,71;0,8;4,56;0,8;2,78;
14.12.2022 16:56:39;0,9;2,51;0,9;0,48;---;---;0,8;3,41;0,8;3,39;0,8;3,81;
14.12.2022 16:56:40;0,9;1,99;0,9;0,41;---;---;0,8;2,45;0,8;1,34;0,8;2,97;
14.12.2022 16:56:41;0,9;1,03;0,9;0,31;---;---;0,8;1,79;---;---;0,8;2,01;
14.12.2022 16:56:42;0,9;1,43;0,9;0,33;---;---;0,8;1,60;0,8;1,83;0,8;0,89;
14.12.2022 16:56:43;0,9;1,31;0,9;0,33;---;---;0,8;1,41;0,8;0,88;0,8;1,46;
14.12.2022 16:56:44;0,9;0,54;0,9;0,30;---;---;0,8;1,29;0,8;1,91;0,8;0,88;
14.12.2022 16:56:45;0,9;1,24;0,9;0,23;---;---;0,8;1,94;0,8;---;0,8;1,97;
14.12.2022 16:56:46;0,9;1,22;0,9;0,32;---;---;0,8;2,80;0,8;2,54;0,8;1,87;
14.12.2022 16:56:47;0,9;1,11;0,9;0,51;---;---;0,8;2,97;0,8;2,48;0,8;0,65;
14.12.2022 16:56:48;0,9;1,87;0,9;0,62;0,6;1,45;0,8;2,74;0,8;2,61;0,8;1,15;
14.12.2022 16:56:49;0,9;1,36;0,9;0,55;0,6;1,99;0,8;1,90;0,8;2,31;0,8;2,52;
14.12.2022 16:56:50;0,9;1,22;0,9;0,59;---;---;0,8;2,71;0,8;---;0,8;1,96;
14.12.2022 16:56:51;0,9;1,83;0,9;0,43;0,6;2,30;0,8;2,74;0,8;2,81;0,8;3,25;
14.12.2022 16:56:52;0,9;2,21;0,9;0,27;0,6;2,03;0,8;2,76;0,8;---;0,8;2,93;
14.12.2022 16:56:53;0,9;1,94;0,9;0,32;0,6;0,95;0,8;2,12;0,8;1,36;0,8;2,14;
14.12.2022 16:56:54;0,9;1,05;0,9;0,48;0,6;0,90;0,8;1,09;0,8;1,05;0,8;0,84;
14.12.2022 16:56:55;0,9;1,69;0,9;0,23;0,6;1,22;0,8;1,66;0,8;---;0,8;2,15;
14.12.2022 16:56:56;0,9;1,83;0,9;0,20;0,6;---;0,8;1,05;0,8;2,09;0,8;2,26;
14.12.2022 16:56:57;0,9;1,73;0,9;0,20;0,6;1,16;0,8;1,53;0,8;2,10;0,8;2,35;
14.12.2022 16:56:58;0,9;0,65;0,9;0,22;0,6;1,19;0,8;2,17;0,8;2,00;0,8;2,37;
14.12.2022 16:56:59;0,9;1,27;0,9;0,22;0,6;1,07;0,8;1,50;---;---;0,8;2,06;
14.12.2022 16:57:00;0,9;1,43;0,9;0,21;0,6;0,93;0,8;1,43;0,8;2,14;0,8;2,44;
14.12.2022 16:57:01;0,9;1,74;0,9;0,32;0,6;1,58;0,8;2,20;0,8;2,43;0,8;2,95;
14.12.2022 16:57:02;0,9;2,68;0,9;0,38;0,6;1,52;0,8;2,20;0,8;2,83;0,8;3,24;
14.12.2022 16:57:03;0,9;2,61;0,9;0,35;0,6;1,61;0,8;2,32;0,8;2,48;0,8;3,65;
14.12.2022 16:57:04;0,9;2,11;0,9;0,31;0,6;2,51;0,8;3,38;0,8;---;0,8;3,13;
14.12.2022 16:57:05;0,9;1,55;0,9;0,24;0,6;2,28;0,8;2,76;0,8;1,83;0,8;2,68;
14.12.2022 16:57:06;0,9;1,91;0,9;0,22;0,6;2,55;0,8;2,87;0,8;1,92;0,8;3,34;
14.12.2022 16:57:07;0,9;2,41;0,9;0,24;0,6;2,47;0,8;3,17;0,8;2,92;0,8;3,63;
14.12.2022 16:57:08;0,9;1,03;0,9;0,24;0,6;1,85;0,8;2,30;0,8;1,58;0,8;2,75;
14.12.2022 16:57:09;0,9;0,75;0,9;0,21;0,6;0,62;0,8;0,81;0,8;---;0,8;1,04;
14.12.2022 16:57:10;0,9;0,83;0,9;0,21;0,6;0,80;0,8;0,71;0,8;1,05;0,8;0,80;
14.12.2022 16:57:11;0,9;1,51;0,9;0,19;0,6;1,74;0,8;1,90;0,8;---;0,8;1,85;
14.12.2022 16:57:12;0,9;1,30;0,9;0,22;0,6;---;0,8;2,40;---;2,21;0,8;2,55;
14.12.2022 16:57:13;0,9;1,77;0,9;0,25;0,6;2,11;0,8;2,83;0,8;2,38;0,8;2,99;
14.12.2022 16:57:14;0,9;1,62;0,9;0,21;0,6;1,56;0,8;2,29;0,8;---;0,8;2,26;
14.12.2022 16:57:15;0,9;1,40;0,9;0,21;0,6;0,96;0,8;1,87;0,8;1,91;0,8;2,02;
14.12.2022 16:57:16;0,9;1,62;0,9;0,20;0,6;0,92;0,8;1,76;0,8;1,99;0,8;2,56;
14.12.2022 16:57:17;0,9;1,50;0,9;0,18;0,6;1,60;0,8;1,71;0,8;1,21;0,8;1,77;
14.12.2022 16:57:18;0,9;0,78;0,9;0,22;0,6;1,28;0,8;1,33;0,8;1,58;0,8;1,41;
14.12.2022 16:57:19;0,9;0,51;0,9;0,20;0,6;1,97;0,8;1,87;0,8;---;0,8;1,39;
14.12.2022 16:57:20;0,9;0,75;0,9;0,20;0,6;1,44;0,8;1,55;---;1,50;0,8;1,34;
14.12.2022 16:57:21;0,9;0,83;0,9;0,25;---;---;0,8;1,62;0,8;1,60;0,8;1,53;
14.12.2022 16:57:22;0,9;1,03;0,9;0,28;0,6;1,13;0,8;1,76;0,8;---;0,8;1,84;
14.12.2022 16:57:23;0,9;1,47;0,9;0,29;---;1,00;0,8;1,12;0,8;1,46;0,8;1,81;
14.12.2022 16:57:24;0,9;0,97;0,9;0,32;---;---;0,8;2,28;0,8;2,40;0,8;2,46;
14.12.2022 16:57:25;0,9;1,45;0,9;0,24;---;---;0,8;3,08;0,8;---;0,8;3,24;
14.12.2022 16:57:26;0,9;1,40;0,9;0,24;---;---;0,8;2,81;0,8;2,49;0,8;2,52;
14.12.2022 16:57:27;0,9;1,55;0,9;0,24;---;---;0,8;2,91;0,8;1,79;0,8;2,83;
14.12.2022 16:57:28;0,9;1,39;0,9;0,22;---;---;0,8;1,19;0,8;1,73;0,8;2,29;
14.12.2022 16:57:29;0,9;1,35;0,9;0,20;---;---;0,8;2,38;0,8;2,08;0,8;1,85;
14.12.2022 16:57:30;0,9;1,17;0,9;0,19;---;---;0,8;2,10;0,8;1,86;0,8;2,36;
14.12.2022 16:57:31;0,9;0,48;0,9;0,19;---;---;0,8;0,92;---;---;0,8;2,75;
14.12.2022 16:57:32;0,9;2,34;0,9;0,32;---;---;0,8;1,50;0,8;1,14;0,8;2,99;
14.12.2022 16:57:33;0,9;1,05;0,9;0,27;---;---;0,8;2,80;---;0,69;0,8;0,79;
