Data Ora;348 [°C];348 [m/s];261 [°C];261 [m/s];590 [°C];590 [m/s];154 [°C];154 [m/s];789 [°C];789 [m/s];
02.12.2022 09:59:03;6,0;0,16;---;---;6,0;0,36;6,2;0,25;6,0;0,13;
02.12.2022 09:59:04;6,0;0,15;---;---;6,0;0,29;6,2;0,25;6,0;0,11;
02.12.2022 09:59:05;6,0;0,15;---;---;6,0;0,42;6,2;0,25;6,0;0,09;
02.12.2022 09:59:06;6,1;0,11;---;---;6,0;0,31;6,2;0,29;6,0;0,07;
02.12.2022 09:59:07;6,1;0,09;---;---;6,0;0,26;6,2;0,25;6,0;0,08;
02.12.2022 09:59:08;6,1;0,08;---;---;6,0;0,31;6,2;0,21;6,0;0,10;
02.12.2022 09:59:09;6,1;0,08;---;---;6,0;0,32;6,2;0,20;6,0;0,07;
02.12.2022 09:59:10;6,1;0,07;---;---;6,0;0,31;6,2;0,18;6,0;0,08;
02.12.2022 09:59:11;6,1;0,09;---;---;6,0;0,28;6,2;0,19;6,0;0,06;
02.12.2022 09:59:12;6,1;0,11;---;---;6,0;0,28;6,2;0,20;6,0;0,09;
02.12.2022 09:59:13;6,1;0,13;---;---;6,0;0,25;6,2;0,22;6,0;0,08;
02.12.2022 09:59:14;6,0;0,25;---;---;6,0;0,26;6,2;0,21;6,0;0,11;
02.12.2022 09:59:15;6,0;0,37;---;---;6,0;0,26;6,2;0,18;6,0;0,31;
02.12.2022 09:59:16;6,0;0,53;---;---;6,0;0,32;6,2;0,17;6,0;0,39;
02.12.2022 09:59:17;6,0;1,12;---;---;6,0;0,27;---;0,19;6,0;0,59;
02.12.2022 09:59:18;6,0;1,33;---;---;6,0;0,22;6,2;0,27;6,0;0,82;
