Data Ora;154 [°C];154 [m/s];590 [°C];590 [m/s];150 [°C];150 [m/s];789 [°C];789 [m/s];261 [°C];261 [m/s];348 [°C];348 [m/s];,,,,,,,,,,,,
12.12.2022 12:14:39;0,8;1,09;0,7;1,35;1,0;0,03;0,8;1,17;---;---;0,8;1,36;,,
12.12.2022 12:14:40;0,8;1,05;0,7;1,31;1,0;0,02;0,8;1,18;---;---;0,8;1,36;,,
12.12.2022 12:14:41;0,8;1,11;---;1,30;1,0;0,04;0,8;1,15;---;---;0,8;1,41;,,,
12.12.2022 12:14:42;0,8;1,11;0,8;1,11;1,0;0,04;0,8;1,15;---;---;0,8;1,35;,,
12.12.2022 12:14:43;0,8;1,20;0,8;1,07;1,0;0,02;0,8;1,25;---;---;0,8;1,41;,,
12.12.2022 12:14:44;0,8;1,32;0,8;1,18;1,0;0,00;0,8;1,33;---;---;0,8;1,51;,,
12.12.2022 12:14:45;0,8;1,34;0,8;---;1,0;0,02;0,8;1,31;---;---;0,8;1,57;,,,
12.12.2022 12:14:46;0,8;1,40;0,8;0,97;1,0;0,03;0,8;1,36;---;---;0,8;1,59;,,
12.12.2022 12:14:47;0,8;1,31;0,8;---;1,0;0,01;0,8;1,38;---;---;0,8;1,60;,,,
12.12.2022 12:14:48;0,8;1,30;0,8;1,09;1,0;0,01;0,8;1,23;---;---;0,8;1,54;,,
12.12.2022 12:14:49;0,8;1,76;0,8;1,15;1,0;0,00;0,8;1,48;---;---;0,8;1,91;,,
12.12.2022 12:14:50;0,8;1,70;0,7;1,32;1,0;0,02;0,7;1,71;---;---;0,8;2,06;,,
12.12.2022 12:14:51;0,8;1,74;0,7;1,33;1,0;0,00;0,7;1,70;---;---;0,8;2,05;,,
12.12.2022 12:14:52;0,8;1,81;---;---;1,0;0,01;0,7;1,81;---;---;0,8;2,17;,,,,
12.12.2022 12:14:53;0,8;1,87;0,7;1,60;1,0;0,00;0,7;1,79;---;---;0,8;2,11;,,
12.12.2022 12:14:54;0,8;1,81;0,7;---;1,0;0,00;0,7;1,67;---;---;0,8;2,02;,,,
12.12.2022 12:14:55;0,8;1,76;---;1,21;1,0;0,00;0,7;1,73;---;---;0,8;1,98;,,,
12.12.2022 12:14:56;0,8;1,56;0,7;1,86;1,0;0,02;0,7;1,51;---;---;0,8;1,77;,,
12.12.2022 12:14:57;0,8;1,53;0,7;1,69;1,0;0,03;0,7;1,56;---;---;0,8;1,88;,,
12.12.2022 12:14:58;0,8;1,57;0,7;1,53;1,0;0,03;0,7;1,49;---;---;0,8;1,81;,,
12.12.2022 12:14:59;0,8;1,48;0,7;---;1,0;0,04;0,7;1,31;---;---;0,8;1,67;,,,
12.12.2022 12:15:00;0,8;1,24;0,7;1,25;1,0;0,03;0,7;1,09;---;---;0,8;1,44;,,
12.12.2022 12:15:01;0,8;1,10;0,7;---;1,0;0,04;0,7;0,92;---;---;0,8;1,23;,,,
12.12.2022 12:15:02;0,8;0,97;---;1,17;1,0;0,02;0,7;0,70;---;---;0,8;0,95;,,,
12.12.2022 12:15:03;0,8;0,91;0,7;1,21;1,0;0,04;0,7;0,71;---;---;0,8;0,96;,,
12.12.2022 12:15:04;0,8;1,04;0,7;1,18;1,0;0,07;0,7;0,93;---;---;0,8;1,19;,,
12.12.2022 12:15:05;0,8;1,48;0,7;1,31;1,0;0,08;0,7;1,04;---;---;0,8;1,57;,,
12.12.2022 12:15:06;0,8;1,63;0,7;1,10;1,0;0,10;0,7;1,33;---;---;0,8;1,70;,,
12.12.2022 12:15:07;0,8;1,69;0,7;---;1,0;0,11;0,7;1,22;---;---;0,8;2,11;,,,
12.12.2022 12:15:08;0,8;1,35;0,7;1,52;0,9;0,20;0,7;1,53;---;---;0,8;1,96;,,
12.12.2022 12:15:09;0,8;1,34;0,7;1,28;0,9;0,36;0,7;1,56;---;---;0,8;1,84;,,
12.12.2022 12:15:10;0,8;1,13;0,7;1,11;0,9;0,28;0,7;1,30;---;---;0,8;1,61;,,
12.12.2022 12:15:11;0,8;1,07;0,7;1,26;0,9;0,12;0,7;1,21;---;---;0,8;1,44;,,
12.12.2022 12:15:12;0,8;1,21;0,8;---;0,9;0,09;0,7;1,08;---;---;0,8;1,41;,,,
12.12.2022 12:15:13;0,8;1,06;0,7;1,00;0,9;0,01;0,7;1,06;---;---;0,8;1,40;,,
12.12.2022 12:15:14;0,8;1,17;0,7;1,30;0,9;0,12;0,7;1,29;---;---;0,8;1,33;,,
12.12.2022 12:15:15;0,8;0,94;0,7;---;0,9;0,12;0,7;1,05;---;---;0,8;1,16;,,,
12.12.2022 12:15:16;0,8;1,25;0,7;1,16;0,9;0,09;0,7;1,06;---;---;0,8;1,38;,,
12.12.2022 12:15:17;0,8;1,37;0,7;0,95;0,9;0,13;0,7;1,08;---;---;0,8;1,45;,,
12.12.2022 12:15:18;0,8;1,26;0,7;1,16;0,9;0,18;0,7;1,14;---;---;0,8;1,51;,,
12.12.2022 12:15:19;0,8;1,05;0,7;---;0,9;0,18;0,7;1,23;---;---;0,8;1,34;,,,
12.12.2022 12:15:20;0,8;1,34;0,7;1,09;0,9;0,10;0,7;1,12;---;---;0,8;1,45;,,
12.12.2022 12:15:21;0,8;1,17;0,7;1,24;0,9;0,10;0,7;1,14;---;---;0,8;1,34;,,
12.12.2022 12:15:22;0,8;1,17;0,7;1,01;0,9;0,12;0,7;1,06;---;---;0,8;1,27;,,
12.12.2022 12:15:23;0,8;1,04;0,7;---;0,9;0,12;0,7;0,97;---;---;0,8;1,19;,,,
12.12.2022 12:15:24;0,8;1,02;0,7;1,33;0,9;0,11;0,7;1,11;---;---;0,8;1,28;,,
12.12.2022 12:15:25;0,8;0,93;---;---;0,9;0,12;0,7;1,21;---;---;0,8;1,37;,,,,
12.12.2022 12:15:26;0,8;0,92;0,7;1,12;0,9;0,16;0,7;1,12;---;---;0,8;1,37;,,
12.12.2022 12:15:27;0,8;1,16;0,7;1,13;0,9;0,14;0,7;1,16;---;---;0,8;1,52;,,
12.12.2022 12:15:28;0,8;0,94;0,7;---;0,9;0,13;0,7;1,33;---;---;0,8;1,34;,,,
12.12.2022 12:15:29;0,8;0,85;0,7;0,90;0,9;0,09;0,7;1,30;---;---;0,8;1,21;,,
12.12.2022 12:15:30;0,8;0,96;0,7;1,05;0,9;0,10;0,7;0,92;---;---;0,8;1,09;,,
12.12.2022 12:15:31;0,8;0,66;0,7;0,98;0,9;0,11;0,7;0,58;---;---;0,8;0,76;,,
12.12.2022 12:15:32;0,8;0,61;0,7;0,92;0,9;0,10;0,7;0,59;---;---;0,8;0,63;,,
12.12.2022 12:15:33;0,8;0,49;0,7;0,77;0,9;0,13;0,8;0,49;---;---;0,8;0,54;,,
12.12.2022 12:15:34;0,8;0,43;0,7;0,64;0,9;0,13;0,8;0,42;---;---;0,8;0,49;,,
12.12.2022 12:15:35;0,8;0,33;0,7;0,71;0,9;0,12;0,8;0,25;---;---;0,8;0,26;,,
12.12.2022 12:15:36;0,8;0,21;0,7;0,51;0,9;0,12;0,8;0,15;---;---;0,8;0,17;,,
12.12.2022 12:15:37;0,8;0,18;0,8;0,46;0,9;0,16;0,8;0,10;---;---;0,9;0,13;,,
12.12.2022 12:15:38;0,8;0,16;0,8;0,40;0,9;0,17;0,8;0,08;---;---;0,9;0,10;,,
12.12.2022 12:15:39;0,8;0,15;0,8;---;0,9;0,17;0,8;0,10;---;---;0,9;0,09;,,,
12.12.2022 12:15:40;0,8;0,14;0,8;0,31;0,9;0,18;0,8;0,08;---;---;0,9;0,08;,,
12.12.2022 12:15:41;0,8;0,14;0,8;0,18;0,9;0,19;0,8;0,07;---;---;0,9;0,09;,,
12.12.2022 12:15:42;0,9;0,22;0,8;0,11;0,9;0,21;0,8;0,09;---;---;0,9;0,19;,,
12.12.2022 12:15:43;0,8;0,29;0,8;0,11;0,9;0,20;0,8;0,11;---;---;0,9;0,28;,,
12.12.2022 12:15:44;0,8;0,27;0,8;0,12;0,9;0,20;0,8;0,15;---;---;0,9;0,19;,,
12.12.2022 12:15:45;0,8;0,40;0,8;---;0,9;0,09;0,8;0,17;---;---;0,9;0,34;,,,
12.12.2022 12:15:46;0,8;0,58;0,8;0,25;0,9;0,13;0,8;0,16;---;---;0,9;0,43;,,
12.12.2022 12:15:47;0,8;0,69;0,8;0,35;0,9;0,13;0,8;0,35;---;---;0,8;0,66;,,
12.12.2022 12:15:48;0,8;0,68;0,8;---;0,9;0,10;0,8;0,70;---;---;0,8;0,90;,,,
12.12.2022 12:15:49;0,8;0,94;0,8;0,23;0,9;0,11;0,8;0,85;---;---;0,8;1,08;,,
12.12.2022 12:15:50;0,8;1,10;0,8;0,15;0,9;0,13;0,8;0,78;---;---;0,8;1,05;,,
12.12.2022 12:15:51;0,8;1,07;0,8;0,14;0,9;0,19;0,8;0,48;---;---;0,8;1,10;,,
12.12.2022 12:15:52;0,8;0,95;0,8;---;0,9;0,12;0,8;0,80;---;---;0,8;1,15;,,,
12.12.2022 12:15:53;0,8;0,70;0,8;0,11;0,9;0,09;0,8;0,87;---;---;0,8;1,15;,,
12.12.2022 12:15:54;0,8;0,70;0,8;0,08;0,9;0,30;0,8;0,55;---;---;0,8;0,70;,,
12.12.2022 12:15:55;0,8;0,29;0,8;0,10;0,9;0,22;0,8;0,20;---;---;0,8;0,22;,,
12.12.2022 12:15:56;0,8;0,24;0,8;0,15;0,9;0,21;0,8;0,14;---;---;0,8;0,17;,,
12.12.2022 12:15:57;0,8;0,19;0,8;0,21;0,9;0,16;0,8;0,14;---;---;0,9;0,17;,,
12.12.2022 12:15:58;0,9;0,27;0,8;0,31;0,9;0,11;0,8;0,08;---;---;0,9;0,31;,,
12.12.2022 12:15:59;0,9;0,37;0,8;0,21;0,9;0,11;0,8;0,05;---;---;0,9;0,17;,,
12.12.2022 12:16:00;0,9;0,36;0,8;---;0,9;0,09;0,8;0,04;---;---;0,9;0,33;,,,
12.12.2022 12:16:01;0,9;0,31;0,8;0,06;0,9;0,05;0,8;0,17;---;---;0,9;0,27;,,
12.12.2022 12:16:02;0,9;0,46;0,8;---;0,9;0,14;0,8;0,27;---;---;0,9;0,45;,,,
12.12.2022 12:16:03;0,9;0,49;0,9;0,01;0,9;0,13;0,8;0,36;---;---;0,9;0,53;,,
12.12.2022 12:16:04;0,9;0,39;0,9;0,01;0,9;0,06;0,8;0,29;---;---;0,9;0,36;,,
12.12.2022 12:16:05;0,9;0,31;0,9;0,01;0,9;0,07;0,9;0,09;---;---;0,9;0,12;,,
12.12.2022 12:16:06;0,9;0,09;0,9;---;0,9;0,19;0,9;0,04;---;---;0,9;0,07;,,,
12.12.2022 12:16:07;0,9;0,07;0,9;0,12;0,9;0,12;0,9;0,11;---;---;0,9;0,04;,,
12.12.2022 12:16:08;0,9;0,09;0,9;0,33;0,9;0,14;0,9;0,17;---;---;0,9;0,15;,,
12.12.2022 12:16:09;0,9;0,13;0,9;0,20;0,9;0,12;0,9;0,12;---;---;0,9;0,16;,,
12.12.2022 12:16:10;0,9;0,27;0,9;0,16;0,9;0,14;0,9;0,04;---;---;0,9;0,22;,,
12.12.2022 12:16:11;0,9;0,32;0,9;0,06;0,9;0,27;0,9;0,09;---;---;0,9;0,28;,,
12.12.2022 12:16:12;0,9;0,36;0,9;0,10;0,9;0,17;0,9;0,20;---;---;0,9;0,27;,,
12.12.2022 12:16:13;0,9;0,22;0,9;0,21;0,9;0,19;0,9;0,41;---;---;0,9;0,37;,,
12.12.2022 12:16:14;0,9;0,14;0,9;0,16;0,9;0,17;0,9;0,36;---;---;0,9;0,56;,,
12.12.2022 12:16:15;0,9;0,14;0,9;0,10;0,9;0,16;0,9;0,38;---;---;0,9;0,44;,,
12.12.2022 12:16:16;0,9;0,22;0,9;0,11;0,9;0,12;0,9;0,33;---;---;0,9;0,49;,,
12.12.2022 12:16:17;0,9;0,32;0,9;0,19;0,9;0,07;0,9;0,36;---;---;0,9;0,48;,,
12.12.2022 12:16:18;0,9;0,23;0,9;0,36;0,9;0,11;0,9;0,35;---;---;0,9;0,46;,,
12.12.2022 12:16:19;0,9;0,32;0,9;0,32;0,9;0,09;0,9;0,24;---;---;0,9;0,33;,,
12.12.2022 12:16:20;0,9;0,23;0,9;0,32;0,9;0,04;0,9;0,25;---;---;0,9;0,28;,,
12.12.2022 12:16:21;0,9;0,35;0,9;0,38;0,9;0,11;0,9;0,32;---;---;0,9;0,43;,,
12.12.2022 12:16:22;0,9;0,40;0,9;0,38;0,9;0,14;0,9;0,33;---;---;0,9;0,46;,,
12.12.2022 12:16:23;0,9;0,42;0,9;0,38;1,0;0,13;0,9;0,33;---;---;0,9;0,43;,,
12.12.2022 12:16:24;0,9;0,51;0,9;0,41;1,0;0,10;0,9;0,40;---;---;0,9;0,46;,,
12.12.2022 12:16:25;0,9;0,85;0,9;0,38;1,0;0,04;0,9;0,40;---;---;0,9;0,62;,,
12.12.2022 12:16:26;0,9;0,84;0,9;0,40;1,0;0,05;0,9;0,41;---;---;0,9;0,85;,,
12.12.2022 12:16:27;0,9;0,85;0,9;0,34;1,0;0,12;0,8;0,60;---;---;0,9;0,93;,,
12.12.2022 12:16:28;0,9;0,79;0,9;0,41;1,0;0,13;0,9;0,49;---;---;0,9;0,64;,,
12.12.2022 12:16:29;0,9;1,07;0,9;0,55;1,0;0,07;0,9;0,47;---;---;0,9;0,65;,,
12.12.2022 12:16:30;0,9;1,25;0,9;0,61;1,0;0,10;0,9;0,55;---;---;0,9;0,99;,,
12.12.2022 12:16:31;0,9;1,21;0,9;0,56;1,0;0,06;0,8;0,80;---;---;0,9;1,12;,,
12.12.2022 12:16:32;0,9;0,96;0,9;0,50;1,0;0,03;0,8;0,74;---;---;0,9;1,12;,,
12.12.2022 12:16:33;0,9;0,98;0,9;0,50;1,0;0,05;0,8;0,74;---;---;0,9;0,97;,,
12.12.2022 12:16:34;0,9;1,01;0,8;0,60;1,0;0,08;0,8;0,61;---;---;0,9;0,95;,,
12.12.2022 12:16:35;0,9;1,39;0,8;0,70;1,0;0,14;0,8;0,63;---;---;0,9;1,14;,,
12.12.2022 12:16:36;0,9;1,49;0,8;0,63;1,0;0,17;0,8;0,69;---;---;0,9;1,32;,,
12.12.2022 12:16:37;0,8;1,33;0,8;0,55;1,0;0,12;0,8;0,88;---;---;0,9;1,52;,,
12.12.2022 12:16:38;0,8;1,20;0,8;0,59;1,0;0,18;0,8;0,35;---;---;0,9;1,35;,,
12.12.2022 12:16:39;0,9;1,04;0,8;0,69;1,0;0,16;0,8;0,63;---;---;0,9;1,04;,,
12.12.2022 12:16:40;0,9;1,12;0,8;0,91;1,0;0,17;0,8;0,88;---;---;0,9;1,29;,,
12.12.2022 12:16:41;0,9;1,02;0,8;0,92;1,0;0,11;0,8;0,96;---;---;0,9;1,00;,,
12.12.2022 12:16:42;0,9;0,96;0,8;1,08;1,0;0,09;0,8;0,71;---;---;0,9;0,95;,,
12.12.2022 12:16:43;0,9;1,08;0,8;1,10;1,0;0,05;0,8;0,98;---;---;0,9;1,32;,,
12.12.2022 12:16:44;0,8;1,31;0,8;1,35;1,0;0,02;0,8;1,22;---;---;0,8;1,63;,,
12.12.2022 12:16:45;0,8;1,43;0,8;1,38;1,0;0,03;0,8;1,34;---;---;0,8;1,68;,,
12.12.2022 12:16:46;0,8;1,38;0,8;1,62;1,0;0,01;0,8;1,37;---;---;0,8;1,64;,,
12.12.2022 12:16:47;0,8;1,44;0,8;1,32;1,0;0,04;0,8;1,31;---;---;0,8;1,56;,,
12.12.2022 12:16:48;0,8;1,41;0,8;1,27;1,0;0,03;0,8;1,66;---;---;0,8;1,75;,,
12.12.2022 12:16:49;0,8;1,54;0,8;1,29;1,0;0,05;0,8;1,50;---;---;0,8;1,81;,,
12.12.2022 12:16:50;0,8;1,45;0,8;1,60;1,0;0,04;0,8;1,54;---;---;0,8;1,74;,,
12.12.2022 12:16:51;0,8;1,54;0,8;1,66;1,0;0,00;0,8;1,54;---;---;0,8;1,84;,,
12.12.2022 12:16:52;0,8;1,43;0,8;1,72;1,0;0,00;0,8;1,54;---;---;0,8;1,79;,,
12.12.2022 12:16:53;0,9;1,35;0,8;1,69;1,0;0,00;0,8;1,59;---;---;0,8;1,78;,,
12.12.2022 12:16:54;0,9;1,26;0,8;1,51;1,0;0,00;0,8;1,51;---;---;0,8;1,63;,,
12.12.2022 12:16:55;0,9;0,97;0,8;---;1,0;0,01;0,8;1,31;---;---;0,9;1,37;,,,
12.12.2022 12:16:56;0,9;0,92;0,8;0,87;1,0;0,04;0,8;1,13;---;---;0,9;1,14;,,
12.12.2022 12:16:57;0,9;0,98;0,8;0,48;1,0;0,02;0,8;0,89;---;---;0,9;1,19;,,
12.12.2022 12:16:58;0,9;0,83;0,9;0,46;1,0;0,03;0,8;0,91;---;---;0,9;1,08;,,
12.12.2022 12:16:59;0,9;0,84;0,9;0,43;1,0;0,00;0,8;0,87;---;---;0,9;1,00;,,
12.12.2022 12:17:00;0,9;0,78;0,9;0,47;1,0;0,00;0,9;0,65;---;---;0,9;0,99;,,
12.12.2022 12:17:01;0,9;0,68;0,9;0,43;1,0;0,01;0,9;0,69;---;---;0,9;0,90;,,
12.12.2022 12:17:02;0,9;0,63;0,9;0,34;1,0;0,00;0,9;0,60;---;---;0,9;0,85;,,
12.12.2022 12:17:03;0,9;0,70;0,9;0,32;1,0;0,00;0,9;0,61;---;---;0,9;0,93;,,
12.12.2022 12:17:04;0,9;0,67;0,9;0,39;1,0;0,00;0,9;0,72;---;---;0,9;0,94;,,
12.12.2022 12:17:05;0,9;0,57;0,9;0,18;1,0;0,00;0,9;0,74;---;---;0,9;0,91;,,
12.12.2022 12:17:06;0,9;0,49;0,9;0,21;1,0;0,00;0,9;0,78;---;---;0,9;0,90;,,
